"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_ftth_1000"
"09462";99.71;99.20;97.09;96.96;96.89;95.75;85.51;80.07;72.38;72.38;94.52;94.52;90.68;90.25;89.60;88.53;67.02;56.91;58.23;58.23;58.23;58.23;58.23;58.23;58.23;58.23;58.23;58.23;24.39
"14511";99.72;99.25;97.45;92.78;90.79;89.70;86.17;76.64;67.08;63.94;99.00;98.31;92.38;79.19;77.67;76.99;70.57;47.09;48.57;48.57;48.57;48.57;48.57;48.57;48.57;48.57;48.57;40.96;33.60
"09574";99.72;99.72;98.82;96.96;94.65;92.33;70.50;58.60;26.84;14.33;93.92;93.64;87.77;74.86;73.62;70.49;58.46;43.52;34.63;34.63;34.63;34.63;34.63;34.63;34.63;34.63;17.79;5.21;9.12
"16055";99.73;99.73;99.70;97.43;95.31;90.91;76.44;61.47;31.82;31.82;99.69;99.69;99.06;95.22;93.80;90.43;73.66;49.64;28.45;28.45;28.45;28.45;28.45;28.45;28.45;28.45;28.45;28.45;4.02
"07312";99.73;98.94;98.55;97.59;94.64;92.74;85.08;75.56;63.99;29.58;99.61;98.91;98.45;95.10;92.13;89.95;75.21;41.76;57.37;57.37;57.37;57.37;57.37;57.37;57.37;57.37;55.31;16.70;14.67
"09479";99.73;99.59;97.75;95.93;95.39;92.74;82.41;66.14;43.10;8.57;99.73;99.59;96.15;90.86;89.94;88.49;75.19;42.69;55.72;55.72;55.72;55.72;55.72;55.72;55.72;55.72;37.06;0.27;8.30
"06436";99.73;99.73;99.28;97.42;94.67;94.06;83.62;77.97;66.82;23.42;99.25;99.25;97.44;95.17;89.69;87.14;62.13;51.22;61.12;61.12;61.12;61.12;61.12;61.12;61.12;61.12;61.12;13.94;9.48
"05358";99.74;99.67;98.45;97.92;90.88;90.84;58.95;55.06;48.54;10.40;97.17;95.47;78.86;71.01;70.34;69.46;40.70;30.60;48.50;48.50;48.50;48.50;48.50;48.50;48.50;48.50;48.50;8.89;2.37
"08116";99.74;99.44;98.84;96.75;91.82;87.63;75.65;64.43;47.56;8.58;99.11;98.49;96.03;91.45;88.03;78.79;65.17;47.67;43.32;43.32;43.32;43.32;43.32;43.32;43.32;43.32;43.32;0.00;8.58
"01054";99.75;99.46;97.65;94.89;93.73;93.14;71.27;57.62;51.44;31.00;99.09;98.63;96.47;92.89;88.65;85.78;55.01;24.58;25.64;25.64;25.64;25.64;25.64;25.64;25.64;25.64;25.64;0.18;30.82
"06412";99.75;99.75;99.50;98.26;94.75;93.30;88.79;85.10;75.34;74.10;99.64;99.60;98.80;90.93;84.10;77.53;58.71;42.09;75.19;75.19;75.19;75.19;75.19;75.19;75.19;75.19;75.19;73.93;4.46
"05970";99.76;99.29;94.68;92.78;90.87;88.14;75.77;66.09;55.33;20.60;99.61;99.14;94.20;90.91;88.57;85.30;68.90;50.07;50.29;50.29;50.29;50.29;50.29;50.29;50.29;50.29;50.29;14.97;5.72
"08225";99.77;99.77;99.77;99.13;97.12;92.54;75.53;38.59;32.67;8.85;99.77;99.77;99.77;98.34;96.25;91.54;71.39;14.91;25.81;25.81;25.81;25.81;25.81;25.81;25.81;25.81;25.81;0.00;8.85
"12054";99.78;99.78;98.89;97.77;95.94;95.52;90.86;79.07;62.87;29.29;98.74;98.74;98.34;95.27;93.88;93.11;85.94;55.60;59.87;59.87;59.87;59.87;59.87;59.87;59.87;59.87;59.87;23.28;8.63
"07313";99.78;99.78;97.56;89.99;89.72;86.52;73.40;70.11;69.08;46.90;99.78;99.78;93.28;85.65;85.39;82.18;70.29;60.04;36.80;36.80;36.80;36.80;36.80;36.80;36.80;36.80;36.59;11.79;37.80
"09464";99.78;99.78;99.00;95.22;92.53;92.53;86.39;85.46;80.36;80.36;95.50;95.50;91.94;78.83;78.30;77.72;72.39;58.59;71.85;71.85;71.85;71.85;71.85;71.85;71.85;71.85;71.85;71.85;9.66
"08415";99.78;99.77;99.44;98.33;94.92;92.76;83.83;75.60;59.76;3.11;99.25;99.06;97.93;93.80;91.43;86.51;71.88;51.26;56.99;56.99;56.99;56.99;56.99;56.99;56.99;56.99;56.99;0.00;3.11
"10045";99.78;99.76;99.61;97.37;93.87;91.38;80.04;69.57;64.02;63.96;98.96;98.45;97.04;92.37;89.56;86.28;70.51;38.84;60.58;60.58;60.58;60.58;60.58;60.58;60.58;58.92;57.41;57.34;7.14
"06431";99.79;99.63;99.17;98.13;96.16;95.80;63.89;55.91;44.89;6.77;98.70;98.00;96.03;80.54;75.70;74.89;51.58;35.34;42.76;42.76;42.76;42.76;42.76;42.76;42.76;42.76;42.76;2.04;4.83
"08119";99.79;99.26;97.98;95.35;93.59;91.04;80.47;69.03;49.72;2.23;98.44;97.98;88.46;81.87;80.26;78.12;69.51;53.06;48.69;48.69;48.69;48.69;48.69;48.69;48.69;48.69;48.69;0.00;2.23
"09182";99.79;99.79;99.53;98.77;98.51;96.77;85.52;78.16;73.13;73.13;97.40;97.15;93.99;93.10;92.82;90.64;76.76;52.75;64.69;64.69;64.69;64.69;64.69;64.69;64.69;64.69;64.69;64.69;11.84
"01058";99.79;99.70;98.74;95.65;92.86;90.90;74.06;63.84;52.87;42.50;99.25;98.77;96.04;91.12;89.76;87.17;66.72;44.13;52.82;52.82;52.82;52.82;52.82;52.82;52.82;52.82;51.79;40.63;2.65
"08416";99.80;98.81;98.56;95.41;93.41;90.89;85.15;76.71;64.08;2.44;97.66;97.58;93.49;87.67;84.56;79.89;68.82;47.11;63.35;63.35;63.35;63.35;63.35;63.35;63.35;63.35;63.35;0.00;2.44
"09565";99.81;99.81;99.71;99.54;99.04;99.04;90.16;76.82;27.58;27.58;99.81;99.81;99.54;98.78;98.29;98.29;87.49;70.60;27.58;27.58;27.58;27.58;27.58;27.58;27.58;27.58;27.58;27.58;0.07
"12053";99.81;99.77;96.95;91.00;88.68;84.86;72.43;64.95;15.47;0.00;99.31;99.31;91.67;87.98;85.15;81.07;58.40;41.09;46.63;46.63;46.63;46.63;46.63;46.63;46.63;46.63;15.47;0.00;0.00
"06532";99.81;99.81;99.74;98.24;95.74;93.25;80.92;56.35;35.47;2.32;99.58;99.58;99.55;98.16;95.49;92.82;78.66;45.91;33.69;33.69;33.69;33.69;33.69;33.69;33.69;33.69;33.69;0.00;2.32
"10041";99.81;99.68;97.06;90.58;80.74;79.52;73.01;67.46;54.95;46.38;98.83;98.23;88.66;73.69;73.04;72.23;64.40;51.18;56.33;56.33;56.33;56.33;56.33;56.33;56.33;56.33;54.83;46.26;0.72
"05954";99.82;99.69;99.00;96.30;94.40;93.39;73.51;60.71;43.99;16.31;99.43;99.43;97.58;94.86;93.84;92.52;61.16;40.85;43.92;43.92;43.92;43.92;43.92;43.92;43.92;43.92;43.92;14.69;2.06
"03402";99.82;98.18;97.71;92.04;83.09;77.62;61.63;58.18;51.29;0.00;98.24;96.41;91.81;77.16;68.51;60.32;31.60;16.30;51.29;51.29;51.29;51.29;51.29;51.29;51.29;51.29;51.29;0.00;0.00
"01004";99.82;99.77;98.47;92.63;82.79;81.89;58.38;50.81;44.63;44.63;98.98;98.17;92.50;71.51;68.80;64.64;50.21;32.12;44.63;44.63;44.63;44.63;44.63;44.63;44.63;44.63;44.63;44.63;0.00
"09161";99.82;98.50;96.97;86.09;83.00;77.34;70.36;60.94;59.30;59.30;96.46;94.61;92.07;78.60;77.26;70.32;57.16;41.44;58.76;58.76;58.76;58.76;58.76;58.76;58.76;58.76;58.76;58.76;16.86
"01053";99.83;99.63;99.00;98.57;97.88;96.69;87.52;83.67;65.64;57.41;97.41;97.14;92.68;89.17;87.08;83.90;67.82;43.25;55.66;55.66;55.66;55.66;55.66;55.66;55.66;55.66;39.37;19.86;39.41
"05162";99.84;99.84;99.25;94.25;89.73;86.95;67.15;51.08;38.86;20.83;99.38;99.37;96.23;85.49;77.20;72.61;49.53;26.21;35.68;35.68;35.68;35.68;35.68;35.68;35.68;35.68;35.68;16.92;4.08
"13004";99.84;99.74;99.60;98.96;95.44;94.21;85.57;73.88;40.73;40.73;98.38;98.11;97.99;97.35;92.45;89.44;76.38;61.74;40.73;40.73;40.73;40.73;40.73;40.73;40.73;40.73;40.73;40.73;1.20
"09190";99.84;99.79;98.26;96.41;94.42;89.84;77.02;70.29;49.65;49.65;98.58;98.00;94.72;93.15;91.15;82.77;65.08;52.49;53.61;53.61;53.61;53.61;53.61;53.61;53.61;53.61;41.89;41.89;8.64
"09171";99.85;99.37;93.94;88.82;86.20;85.19;75.48;61.59;53.85;47.81;97.43;96.64;89.32;81.93;80.00;78.47;61.99;37.36;43.02;43.02;43.02;43.02;43.02;43.02;43.02;43.02;42.08;35.97;13.79
"09263";99.85;99.85;99.85;99.85;99.84;99.84;95.37;90.38;60.64;9.95;99.85;99.85;99.78;99.71;99.41;99.41;90.11;78.97;53.53;53.53;53.53;53.53;53.53;53.53;53.53;53.53;53.53;0.00;9.95
"09674";99.85;99.84;99.37;98.78;95.62;91.44;77.59;62.01;46.78;23.51;99.32;99.25;98.57;96.81;91.04;89.66;71.93;50.02;35.00;35.00;35.00;35.00;35.00;35.00;35.00;35.00;35.00;5.34;18.17
"09776";99.86;99.70;98.38;94.44;91.81;90.67;77.79;57.15;53.03;53.03;99.86;99.29;94.79;79.45;78.55;75.22;60.14;26.63;44.96;44.96;44.96;44.96;44.96;44.96;44.96;44.96;44.96;44.96;8.25
"05366";99.86;99.62;98.46;87.30;86.63;85.74;65.50;44.91;35.58;11.00;98.75;98.29;92.05;83.58;82.52;81.08;59.30;34.48;34.02;34.02;34.02;34.02;34.02;34.02;34.02;34.02;34.02;9.00;2.14
"08236";99.86;99.73;99.31;92.33;90.52;85.84;76.88;62.13;46.61;1.71;98.60;98.52;96.36;87.31;84.97;76.05;64.63;35.84;45.21;45.21;45.21;45.21;45.21;45.21;45.21;45.21;45.21;0.00;1.71
"01056";99.87;99.87;99.48;98.37;95.96;94.52;81.22;73.47;60.33;59.71;99.78;99.78;98.56;96.46;93.81;91.10;68.62;44.65;65.19;65.19;65.19;65.19;65.19;65.19;65.19;65.19;60.21;59.59;1.07
"02000";99.87;99.72;99.27;98.00;96.70;96.07;89.47;82.24;76.24;76.24;99.62;99.53;97.99;93.45;89.38;85.46;75.69;45.46;72.36;72.36;72.36;72.36;72.36;72.36;72.36;72.36;72.02;72.02;7.03
"05370";99.87;99.52;97.91;96.60;95.52;94.36;73.93;59.49;38.63;20.79;99.37;99.28;96.21;90.85;89.02;87.47;64.36;43.90;29.25;29.25;29.25;29.25;29.25;29.25;29.25;29.25;29.25;2.01;18.78
"05158";99.87;99.79;98.39;95.22;91.85;89.95;72.63;63.42;51.16;22.27;99.69;99.60;95.18;89.24;86.13;82.25;58.19;38.94;38.69;38.69;38.69;38.69;38.69;38.69;38.69;38.69;38.60;7.88;16.44
"05170";99.88;99.65;98.56;96.39;92.50;88.80;68.57;53.25;32.22;9.17;99.39;98.97;95.17;90.54;87.36;84.50;63.32;41.38;27.22;27.22;27.22;27.22;27.22;27.22;27.22;27.22;27.22;3.80;5.38
"06438";99.88;99.80;99.60;98.43;95.61;93.01;86.29;74.78;61.21;36.24;99.31;98.67;97.27;93.66;89.11;88.43;77.51;51.77;40.73;40.73;40.73;40.73;40.73;40.73;40.73;40.73;40.73;1.66;35.08
"05166";99.88;99.88;99.15;97.58;95.23;92.28;82.79;69.90;52.19;29.26;99.66;99.66;98.70;96.61;94.85;91.41;79.12;60.50;31.25;31.25;31.25;31.25;31.25;31.25;31.25;31.25;31.25;7.38;21.94
"06631";99.89;99.85;99.43;98.83;98.62;95.66;77.36;69.56;53.47;5.42;99.70;99.45;94.91;93.49;93.26;90.24;74.97;59.73;49.04;49.04;49.04;49.04;49.04;49.04;49.04;49.04;49.04;0.87;4.56
"03252";99.89;99.15;97.29;92.85;91.16;88.96;72.82;60.76;47.59;17.73;99.89;99.15;96.79;90.31;88.17;85.62;66.82;38.25;44.61;44.61;44.61;44.61;44.61;44.61;44.61;44.61;44.61;14.00;4.35
"06433";99.89;99.85;99.50;98.60;96.47;95.45;86.70;73.28;40.33;12.03;99.54;99.46;98.69;93.43;92.02;90.68;83.93;64.40;30.92;30.92;30.92;30.92;30.92;30.92;30.92;30.92;30.92;0.04;11.98
"09473";99.90;99.90;99.81;98.50;96.64;95.34;78.14;57.54;47.29;47.29;97.54;96.88;92.76;86.98;84.37;82.22;53.53;32.19;52.10;52.10;52.10;52.10;52.10;52.10;52.10;34.48;34.48;34.48;17.14
"01062";99.90;99.86;99.47;98.15;97.99;97.99;90.37;83.31;62.85;53.10;99.28;99.28;93.69;90.92;90.34;88.13;71.57;38.44;46.47;46.47;46.47;46.47;46.47;46.47;46.47;46.47;31.48;20.19;45.07
"08118";99.90;99.81;99.13;97.73;95.54;94.33;81.69;68.47;52.95;9.68;99.41;99.11;95.14;92.38;90.70;86.41;73.77;52.09;47.79;47.79;47.79;47.79;47.79;47.79;47.79;47.79;47.79;0.00;9.68
"05315";99.91;99.80;99.68;99.47;99.20;99.10;73.67;69.83;60.79;57.10;99.72;99.69;99.36;98.61;98.56;98.47;60.62;44.17;60.89;60.89;60.89;60.89;60.89;60.89;60.89;60.89;54.26;50.14;8.51
"05114";99.91;99.82;96.95;90.92;83.65;81.68;66.01;50.92;39.95;10.92;99.29;99.27;93.44;83.65;82.34;79.56;61.13;33.80;39.93;39.93;39.93;39.93;39.93;39.93;39.93;39.93;39.93;10.63;0.34
"08316";99.91;99.51;99.38;98.47;96.30;91.88;75.23;40.95;18.00;1.57;99.20;98.92;98.66;98.19;96.20;90.47;74.55;35.67;16.89;16.89;16.89;16.89;16.89;16.89;16.89;16.89;16.89;0.00;1.57
"08115";99.91;99.85;98.85;95.70;91.02;90.00;83.02;70.33;53.23;10.49;99.16;98.95;93.14;86.33;84.73;82.92;73.49;48.57;46.70;46.70;46.70;46.70;46.70;46.70;46.70;46.70;46.70;0.00;10.49
"03257";99.92;99.53;99.08;98.28;96.26;94.47;80.56;64.05;45.18;38.75;98.48;98.48;97.73;96.91;96.15;93.80;76.62;51.36;44.04;44.04;44.04;44.04;44.04;44.04;44.04;44.04;44.04;37.60;2.34
"01003";99.92;99.57;99.44;98.84;97.13;95.33;87.67;81.12;75.26;71.86;99.57;99.29;98.37;97.36;94.43;90.68;73.98;53.36;73.40;73.40;73.40;73.40;73.40;73.40;73.40;73.40;73.40;70.01;12.18
"09763";99.92;99.84;99.53;99.27;95.87;93.83;60.71;55.37;53.54;53.54;99.12;98.65;97.61;95.28;93.35;92.58;52.92;41.47;51.35;51.35;51.35;51.35;51.35;51.35;51.35;51.35;51.35;51.35;29.23
"03152";99.92;99.92;99.23;97.98;94.42;92.46;75.91;65.63;52.33;52.33;99.51;99.50;98.75;93.56;91.92;89.66;64.90;42.78;52.33;52.33;52.33;52.33;52.33;52.33;52.33;52.33;52.33;52.33;0.87
"05711";99.93;99.75;97.27;91.69;78.68;77.85;72.57;68.66;59.52;30.73;98.66;97.59;87.21;69.30;67.99;64.44;55.52;43.25;57.87;57.87;57.87;57.87;57.87;57.87;57.87;57.87;57.87;27.17;4.98
"16056";99.93;99.93;99.54;97.66;97.22;95.07;84.80;40.29;39.48;9.06;98.58;98.58;93.60;89.71;87.57;87.57;74.65;2.75;31.01;31.01;31.01;31.01;31.01;31.01;31.01;31.01;31.01;0.00;9.06
"08111";99.93;99.73;99.37;97.73;95.05;93.67;87.25;80.07;55.04;12.45;99.54;99.35;97.91;94.29;91.19;87.11;73.75;62.78;49.30;49.30;49.30;49.30;49.30;49.30;49.30;49.30;49.30;0.00;12.45
"11000";99.93;99.85;99.36;97.95;95.82;94.96;89.50;83.33;71.61;56.24;99.56;99.52;98.22;94.39;92.67;89.99;75.61;49.65;76.08;76.08;76.08;76.08;76.08;76.08;76.08;76.08;70.80;54.56;4.68
"09661";99.94;99.94;99.94;99.45;96.48;96.30;92.39;78.38;59.68;59.68;99.73;99.73;99.73;98.94;96.21;95.97;91.61;72.53;46.70;46.70;46.70;46.70;46.70;46.70;46.70;46.70;46.70;46.70;50.39
"07211";99.94;99.82;99.21;95.11;91.39;90.66;76.33;68.73;52.06;52.06;98.77;98.53;95.38;89.69;88.78;86.56;69.46;49.23;50.70;50.70;50.70;50.70;50.70;50.70;50.70;50.70;50.70;50.70;1.75
"16053";99.94;99.85;99.64;97.14;96.34;94.04;84.52;64.19;25.66;1.49;99.73;99.73;99.49;97.14;96.34;94.04;84.44;63.90;24.17;24.17;24.17;24.17;24.17;24.17;24.17;24.17;24.17;0.00;1.49
"09261";99.94;99.77;99.73;98.44;95.44;95.23;85.74;75.27;56.13;56.13;98.75;98.75;98.60;95.41;94.65;93.98;83.10;67.26;56.13;56.13;56.13;56.13;56.13;56.13;56.13;56.13;56.13;56.13;1.05
"09163";99.94;99.94;99.94;99.33;99.33;99.33;96.22;94.72;88.58;88.58;98.74;98.74;98.48;89.08;87.89;87.62;84.10;68.78;88.58;88.58;88.58;88.58;88.58;88.58;88.58;88.58;88.58;88.58;0.00
"05911";99.94;99.88;99.13;95.48;91.90;88.48;77.47;67.44;56.49;55.97;99.82;99.69;96.59;90.80;89.71;85.89;73.19;56.78;53.37;53.37;53.37;53.37;53.37;53.37;53.37;53.37;53.37;52.84;7.87
"05513";99.94;99.73;98.73;98.09;95.89;95.53;88.27;81.89;76.60;49.58;98.91;98.56;96.77;95.06;94.07;93.31;76.47;51.54;59.86;59.86;59.86;59.86;59.86;59.86;59.86;59.86;59.86;21.81;37.37
"05316";99.94;99.94;99.93;98.90;96.71;96.49;53.37;47.86;41.60;6.83;99.71;99.71;99.47;96.50;96.25;96.03;34.32;21.15;42.88;42.88;42.88;42.88;42.88;42.88;42.88;42.88;41.39;6.52;0.30
"05112";99.94;99.53;99.12;94.36;86.22;83.09;62.97;45.53;36.32;14.82;98.93;98.93;96.66;88.88;84.33;77.03;53.53;21.83;36.28;36.28;36.28;36.28;36.28;36.28;36.28;36.28;36.28;14.76;0.06
"05915";99.94;99.94;99.79;94.40;87.17;85.94;74.53;65.34;40.11;12.99;97.98;97.98;96.03;86.61;85.87;79.95;62.84;48.27;39.14;39.14;39.14;39.14;39.14;39.14;39.14;39.14;39.14;11.96;1.03
"07318";99.94;99.26;98.10;97.66;95.24;93.43;85.37;73.74;51.94;22.08;98.76;98.76;97.37;96.48;95.19;93.38;83.71;67.58;51.94;51.94;51.94;51.94;51.94;51.94;51.94;51.94;51.94;22.08;0.00
"03403";99.94;99.72;98.46;98.16;97.49;97.20;91.80;90.85;90.39;90.39;99.29;99.21;97.72;95.08;93.54;89.10;73.48;48.65;72.41;72.41;72.41;72.41;72.41;72.41;72.41;72.41;72.33;72.33;53.17
"07314";99.95;99.95;99.73;99.65;97.79;94.93;86.34;81.21;76.30;31.27;99.07;99.07;98.95;96.78;94.62;89.57;67.93;26.80;77.81;77.81;77.81;77.81;77.81;77.81;77.81;77.81;76.30;29.25;4.66
"09262";99.95;99.95;99.95;99.95;99.95;99.95;96.55;96.13;95.63;95.63;95.03;95.03;93.39;91.60;89.92;89.33;76.17;62.33;72.59;72.59;72.59;72.59;72.59;72.59;72.59;72.59;72.59;72.59;82.34
"03101";99.95;99.38;98.13;97.00;80.66;78.53;64.76;53.98;48.59;48.59;99.20;98.90;97.87;96.22;78.72;76.16;61.28;39.57;45.87;45.87;45.87;45.87;45.87;45.87;45.87;45.87;45.87;45.87;5.82
"09179";99.95;99.90;99.77;99.44;99.00;97.91;87.06;78.38;68.39;68.39;99.95;99.51;98.71;98.05;96.61;94.37;82.03;66.76;67.71;67.71;67.71;67.71;67.71;67.71;67.71;67.71;67.71;67.71;4.41
"05111";99.95;99.89;99.58;98.02;96.67;96.03;92.35;90.54;80.17;73.94;99.76;99.71;98.95;92.84;86.89;81.82;72.57;64.79;75.63;75.63;75.63;75.63;75.63;75.63;75.63;75.63;75.63;68.82;12.31
"06434";99.95;99.95;99.88;98.85;98.12;96.90;95.53;90.72;80.34;21.32;98.56;98.51;97.74;94.90;94.73;93.50;87.01;76.77;80.29;80.29;80.29;80.29;80.29;80.29;80.29;80.29;80.29;14.79;9.85
"04012";99.96;99.74;98.50;91.34;84.23;82.65;77.96;73.44;60.00;60.00;98.99;98.90;89.92;70.66;67.35;62.04;47.74;31.96;46.85;46.85;46.85;46.85;46.85;46.85;46.85;46.85;46.85;46.85;16.47
"05334";99.96;99.80;99.71;99.53;98.81;98.10;64.21;54.95;46.78;14.66;99.74;99.68;99.59;99.35;98.79;98.00;47.98;32.79;47.36;47.36;47.36;47.36;47.36;47.36;47.36;47.36;46.62;13.83;1.20
"08121";99.96;99.69;99.18;98.32;92.18;75.22;44.75;38.84;29.43;29.26;99.45;99.31;98.78;97.25;88.47;50.61;25.67;17.49;28.76;28.76;28.76;28.76;28.76;28.76;28.76;28.76;28.76;28.58;1.13
"08221";99.97;99.82;97.30;79.93;69.75;67.87;65.37;60.05;56.60;4.10;99.78;99.41;83.07;26.24;24.79;20.99;15.76;8.30;53.84;53.84;53.84;53.84;53.84;53.84;53.84;53.84;53.84;0.00;4.10
"06411";99.97;99.93;99.74;99.41;99.21;99.09;92.29;82.34;59.72;47.02;99.86;99.79;99.28;95.25;93.22;92.41;76.20;56.47;42.25;42.25;42.25;42.25;42.25;42.25;42.25;42.25;42.25;19.72;40.47
"09188";99.97;99.97;99.84;98.37;97.97;95.13;87.31;68.09;50.39;50.39;99.33;99.33;99.20;97.88;96.86;92.39;81.25;60.12;45.50;45.50;45.50;45.50;45.50;45.50;45.50;45.50;45.50;45.50;6.23
"09361";99.97;99.97;99.76;98.73;97.59;95.31;83.45;81.94;77.69;77.69;99.49;99.49;98.89;97.18;96.34;93.43;79.71;70.34;66.41;66.41;66.41;66.41;66.41;66.41;66.41;66.41;66.41;66.41;45.08
"09174";99.97;99.89;99.59;96.99;94.75;93.90;77.60;61.86;38.73;38.73;99.45;98.54;96.85;86.52;85.68;84.54;69.09;45.49;21.10;21.10;21.10;21.10;21.10;21.10;21.10;21.10;21.10;21.03;21.32
"05116";99.97;99.97;99.94;99.03;97.59;95.51;81.74;61.65;53.61;24.60;99.30;99.30;99.18;98.00;96.84;94.18;76.66;43.51;53.58;53.58;53.58;53.58;53.58;53.58;53.58;53.58;53.58;24.54;0.09
"09474";99.97;99.96;99.95;99.08;92.86;88.78;75.93;50.29;41.75;13.52;99.28;99.16;98.77;96.10;91.12;86.38;67.47;30.04;36.53;36.53;36.53;36.53;36.53;36.53;36.53;36.53;36.53;0.00;13.52
"09162";99.98;99.92;99.77;98.83;97.34;96.97;94.44;92.37;84.87;81.97;99.82;99.75;98.51;90.91;89.27;87.36;77.75;68.62;82.07;82.07;82.07;82.07;82.07;82.07;82.07;82.07;82.07;78.97;30.86
"07332";99.98;99.95;98.61;89.19;86.31;85.29;76.77;62.48;10.93;6.74;99.62;99.61;90.79;73.61;70.44;68.23;57.60;36.70;45.05;45.05;45.05;45.05;45.05;45.05;45.05;45.05;10.50;6.31;0.67
"06414";99.98;99.98;99.73;99.21;98.76;98.32;81.00;65.44;35.32;1.08;99.54;99.52;98.99;95.76;90.84;85.50;76.11;51.89;35.25;35.25;35.25;35.25;35.25;35.25;35.25;35.25;35.25;0.00;1.08
"06435";99.98;99.92;99.34;98.01;96.96;95.19;53.84;48.73;38.02;2.03;99.75;99.61;97.35;93.47;92.52;90.56;36.74;27.37;37.84;37.84;37.84;37.84;37.84;37.84;37.84;37.84;37.84;1.46;0.60
"07317";99.98;99.98;98.87;98.45;95.79;93.11;80.64;60.23;32.66;19.04;99.69;99.69;96.76;95.87;93.02;90.81;75.73;43.34;47.69;47.69;47.69;47.69;47.69;47.69;47.69;47.69;30.80;17.18;1.86
"03404";99.98;99.82;99.15;99.00;97.83;95.60;75.72;64.17;51.21;50.46;98.97;98.60;97.33;95.78;92.20;86.80;61.15;38.90;51.21;51.21;51.21;51.21;51.21;51.21;51.21;51.21;51.21;50.46;0.27
"07315";99.98;99.89;99.53;98.65;96.93;96.53;88.62;68.03;38.00;38.00;99.61;99.55;99.20;98.58;96.21;95.47;84.62;57.34;37.21;37.21;37.21;37.21;37.21;37.21;37.21;37.21;37.21;37.21;1.82
"08212";99.98;99.81;99.66;98.25;97.56;96.18;89.81;75.00;69.40;0.39;97.98;97.98;97.30;94.23;90.56;88.30;74.17;41.92;69.40;69.40;69.40;69.40;69.40;69.40;69.40;69.40;69.40;0.00;0.39
"03401";99.98;99.79;98.93;96.31;89.99;89.02;78.00;71.40;66.64;66.64;99.75;99.61;96.24;83.35;80.00;71.62;50.17;30.02;66.64;66.64;66.64;66.64;66.64;66.64;66.64;66.64;66.64;66.64;0.00
"07338";99.98;99.68;99.17;95.49;95.03;90.97;71.53;64.57;54.64;14.91;99.53;99.53;98.22;94.89;93.07;85.58;56.64;33.15;54.76;54.76;54.76;54.76;54.76;54.76;54.76;54.76;51.53;11.80;3.12
"09562";99.98;99.91;99.87;99.58;95.25;93.69;86.36;72.36;61.20;61.20;99.57;99.49;99.03;92.93;86.85;86.40;77.37;59.23;60.28;60.28;60.28;60.28;60.28;60.28;60.28;60.28;60.28;60.28;5.77
"08222";99.98;99.85;99.24;96.28;93.29;90.64;78.32;59.92;54.30;52.82;99.80;99.79;98.23;95.24;91.16;85.55;64.48;22.65;39.99;39.99;39.99;39.99;39.99;39.99;39.99;39.99;39.99;38.36;25.28
"05119";99.98;99.98;99.87;98.75;96.03;95.95;83.49;64.92;51.46;16.90;99.96;99.96;99.63;93.48;91.45;89.97;70.95;30.14;51.36;51.36;51.36;51.36;51.36;51.36;51.36;51.36;51.36;16.39;0.81
"05913";99.99;99.99;99.57;97.52;92.87;90.64;74.61;58.71;50.60;24.80;99.22;99.22;97.90;93.54;91.33;88.84;69.46;28.49;48.37;48.37;48.37;48.37;48.37;48.37;48.37;48.37;48.37;21.59;3.72
"09663";99.99;99.98;99.65;99.11;97.16;95.80;87.32;80.84;45.50;32.84;99.75;99.70;98.42;97.89;96.72;79.63;59.35;44.48;54.35;54.35;54.35;54.35;54.35;54.35;54.35;54.35;26.28;11.48;23.19
"09762";99.99;99.99;99.99;99.79;99.79;99.59;90.62;83.26;64.35;64.35;99.79;99.79;99.79;99.79;99.79;99.59;86.94;77.91;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;61.25;6.69
"09662";99.99;99.99;99.99;98.89;98.44;97.02;72.58;61.54;52.40;5.01;99.74;99.74;99.74;85.71;82.07;79.97;62.85;41.77;49.67;49.67;49.67;49.67;49.67;49.67;49.67;49.67;49.67;0.00;5.01
"08211";99.99;99.99;99.99;98.12;95.57;94.58;86.03;80.05;56.83;0.16;99.85;99.85;99.85;95.74;89.15;86.28;74.17;65.64;56.83;56.83;56.83;56.83;56.83;56.83;56.83;56.83;56.83;0.00;0.16
"09564";99.99;99.94;99.08;96.12;93.60;93.04;89.96;84.63;62.01;62.01;99.86;99.78;97.15;93.24;92.15;88.96;81.24;71.00;59.39;59.39;59.39;59.39;59.39;59.39;59.39;59.39;59.39;59.39;7.38
"05124";99.99;99.98;99.55;98.78;97.65;96.61;88.37;75.10;67.61;31.48;99.78;99.60;98.91;98.49;97.51;96.37;85.33;48.43;67.61;67.61;67.61;67.61;67.61;67.61;67.61;67.61;67.61;31.48;0.03
