"AGS","leitungsg. Technologien ≥ 1 Mbit/s","leitungsg. Technologien ≥ 2 Mbit/s","leitungsg. Technologien ≥ 6 Mbit/s","leitungsg. Technologien ≥ 16 Mbit/s","leitungsg. Technologien ≥ 30 Mbit/s","leitungsg. Technologien ≥ 50 Mbit/s","leitungsg. Technologien ≥ 100 Mbit/s","leitungsg. Technologien ≥ 200 Mbit/s","leitungsg. Technologien ≥ 400 Mbit/s","leitungsg. Technologien ≥ 1000 Mbit/s","DSL ≥ 1 Mbit/s","DSL ≥ 2 Mbit/s","DSL ≥ 6 Mbit/s","DSL ≥ 16 Mbit/s","DSL ≥ 30 Mbit/s","DSL ≥ 50 Mbit/s","DSL ≥ 100 Mbit/s","DSL ≥ 200 Mbit/s","CATV ≥ 1 Mbit/s","CATV ≥ 2 Mbit/s","CATV ≥ 6 Mbit/s","CATV ≥ 16 Mbit/s","CATV ≥ 30 Mbit/s","CATV ≥ 50 Mbit/s","CATV ≥ 100 Mbit/s","CATV ≥ 200 Mbit/s","CATV ≥ 400 Mbit/s","CATV ≥ 1000 Mbit/s","FTTH/B ≥ 1000 Mbit/s"
"08136066",100.00,100.00,100.00,99.86,96.11,81.36,81.36,76.65,1.28,0.00,100.00,100.00,100.00,99.86,96.11,81.21,81.21,76.50,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,0.00,0.00
"08136068",100.00,100.00,100.00,100.00,88.89,88.89,66.67,66.67,55.56,55.56,100.00,100.00,100.00,100.00,65.40,65.40,16.51,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.56
"08136075",100.00,100.00,100.00,79.22,54.56,45.47,25.17,15.59,15.59,15.59,100.00,100.00,100.00,79.22,38.97,29.88,9.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.59
"08136079",100.00,100.00,100.00,100.00,100.00,97.95,57.41,12.61,6.35,0.00,100.00,100.00,100.00,100.00,100.00,91.20,57.41,12.61,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,0.00,0.00
"08136087",100.00,100.00,77.09,77.09,77.09,77.09,58.33,58.33,58.33,58.33,62.50,62.50,20.86,9.09,9.09,9.09,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,55.21
"08215025",100.00,100.00,100.00,90.72,86.11,86.11,86.11,86.11,84.84,8.43,91.96,91.96,91.96,78.08,78.08,64.69,60.90,35.39,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,82.14,0.00,8.43
"08215029",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,99.81,80.56,53.01,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00
"08215039",100.00,100.00,100.00,100.00,100.00,100.00,85.95,83.11,83.11,0.00,100.00,100.00,99.36,99.36,99.36,99.36,66.14,11.79,83.11,83.11,83.11,83.11,83.11,83.11,83.11,83.11,83.11,0.00,0.00
"08215046",100.00,100.00,99.97,96.26,95.62,95.18,82.64,74.22,19.86,0.07,100.00,100.00,99.42,96.06,95.45,89.00,70.22,59.52,19.86,19.86,19.86,19.86,19.86,19.86,19.86,19.86,19.86,0.00,0.07
"08215047",100.00,100.00,84.85,84.85,84.85,53.72,0.00,0.00,0.00,0.00,100.00,100.00,2.81,2.81,2.81,2.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08215089",100.00,100.00,96.93,84.72,84.72,84.72,80.40,80.40,80.40,0.00,100.00,100.00,49.91,49.91,49.91,48.24,34.03,18.76,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,0.00,0.00
"08215090",100.00,100.00,100.00,100.00,100.00,100.00,91.67,90.00,90.00,0.00,95.00,95.00,95.00,84.86,84.86,79.42,42.11,13.33,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,0.00,0.00
"08215094",100.00,100.00,100.00,90.00,90.00,90.00,90.00,90.00,90.00,0.00,100.00,100.00,61.75,4.00,4.00,4.00,0.00,0.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,0.00,0.00
"08215101",100.00,96.94,96.94,96.94,85.71,85.61,83.03,83.03,71.81,0.00,100.00,96.94,96.94,90.66,72.03,69.99,56.12,25.30,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,71.81,0.00,0.00
"08215102",100.00,100.00,100.00,100.00,100.00,99.95,97.15,94.97,94.97,0.00,100.00,100.00,100.00,99.34,98.52,96.09,80.41,25.89,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,94.97,0.00,0.00
"08215103",100.00,100.00,99.92,98.46,96.31,96.31,89.63,88.05,75.59,0.25,100.00,100.00,98.59,98.00,95.85,92.62,60.98,29.87,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,75.59,0.00,0.25
"08215105",100.00,100.00,100.00,100.00,98.33,98.33,98.33,98.33,98.33,0.00,100.00,100.00,100.00,100.00,97.32,90.99,44.91,11.83,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,0.00,0.00
"08225115",100.00,100.00,100.00,100.00,100.00,100.00,59.36,2.21,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,59.36,2.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08215107",100.00,100.00,99.39,81.00,76.59,76.59,74.62,74.62,74.62,0.00,99.31,96.37,36.17,13.37,13.37,13.37,0.00,0.00,74.62,74.62,74.62,74.62,74.62,74.62,74.62,74.62,74.62,0.00,0.00
"08215109",100.00,100.00,100.00,99.53,99.53,96.44,80.63,43.84,25.94,0.00,100.00,100.00,100.00,99.53,99.53,95.99,74.08,25.51,25.94,25.94,25.94,25.94,25.94,25.94,25.94,25.94,25.94,0.00,0.00
"08215110",100.00,100.00,100.00,100.00,100.00,94.27,83.99,68.30,22.97,0.00,93.24,93.24,93.24,93.24,93.24,87.51,77.23,59.02,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,22.97,0.00,0.00
"08215111",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,80.83,66.74,64.75,64.75,64.75,64.75,31.11,13.37,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00
"08216005",100.00,100.00,98.55,78.26,78.26,78.26,78.26,52.40,41.96,0.00,100.00,100.00,98.55,78.26,78.26,78.26,78.26,42.04,41.96,41.96,41.96,41.96,41.96,41.96,41.96,41.96,41.96,0.00,0.00
"08216008",100.00,100.00,100.00,95.43,95.43,95.43,92.86,92.86,92.86,2.57,100.00,100.00,100.00,95.43,95.43,95.43,92.86,28.57,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,92.86,0.00,2.57
"08216009",100.00,100.00,99.79,99.18,95.88,95.88,81.05,55.79,30.28,0.00,100.00,100.00,99.18,99.18,90.99,90.99,75.61,29.73,30.28,30.28,30.28,30.28,30.28,30.28,30.28,30.28,30.28,0.00,0.00
"08216012",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,66.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00
"08216015",100.00,99.65,98.82,98.43,98.43,98.43,90.14,53.30,52.77,8.19,100.00,98.18,89.11,83.73,83.73,83.25,82.24,16.96,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,52.77,0.00,8.19
"08216022",100.00,100.00,100.00,100.00,97.78,97.78,80.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,97.78,97.78,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08216023",100.00,100.00,100.00,99.28,81.98,40.85,23.17,1.22,0.00,0.00,100.00,100.00,100.00,97.60,81.98,40.85,23.17,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08216024",100.00,100.00,99.90,99.90,99.73,94.39,72.87,62.86,37.33,0.00,100.00,100.00,98.97,98.97,80.97,73.50,51.45,37.80,37.33,37.33,37.33,37.33,37.33,37.33,37.33,37.33,37.33,0.00,0.00
"08216028",100.00,100.00,88.68,34.49,34.49,30.65,28.85,23.10,0.00,0.00,100.00,100.00,88.68,34.49,34.49,30.65,28.85,23.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08216029",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.20,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00
"08216033",100.00,100.00,100.00,99.51,95.12,94.31,88.48,36.42,10.07,1.22,100.00,100.00,100.00,95.47,95.12,94.31,87.50,31.45,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,0.00,1.22
"08216039",100.00,100.00,97.56,97.56,97.56,97.56,95.12,95.12,84.15,3.66,100.00,100.00,97.56,97.56,97.56,97.56,86.72,77.61,80.49,80.49,80.49,80.49,80.49,80.49,80.49,80.49,80.49,0.00,3.66
"08216041",100.00,100.00,100.00,100.00,89.74,71.25,55.13,27.18,0.00,0.00,100.00,100.00,100.00,100.00,89.74,71.25,55.13,27.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08216049",100.00,100.00,100.00,98.97,87.21,87.21,72.79,69.74,55.69,0.00,100.00,100.00,100.00,88.54,86.44,72.49,55.01,48.28,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,55.69,0.00,0.00
"08216052",100.00,100.00,100.00,100.00,100.00,96.30,87.04,81.21,81.21,0.00,100.00,100.00,100.00,100.00,100.00,96.30,87.04,14.81,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,0.00,0.00
"08216059",100.00,100.00,98.21,98.21,98.21,98.21,87.50,87.50,75.00,0.00,100.00,100.00,98.21,98.21,98.21,98.21,87.50,87.50,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,0.00,0.00
"08225001",100.00,100.00,100.00,100.00,95.45,74.28,43.96,26.56,0.00,0.00,100.00,100.00,100.00,100.00,95.45,74.28,43.96,26.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225002",100.00,100.00,100.00,100.00,100.00,100.00,89.57,3.33,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,89.57,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225010",100.00,100.00,100.00,100.00,95.83,83.33,83.33,0.00,0.00,0.00,100.00,100.00,100.00,100.00,95.83,83.33,83.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225014",100.00,100.00,100.00,98.79,98.39,97.02,81.84,66.35,64.08,40.13,100.00,100.00,100.00,98.79,98.03,96.01,65.51,11.65,33.16,33.16,33.16,33.16,33.16,33.16,33.16,33.16,33.16,0.00,40.13
"08225024",100.00,100.00,100.00,100.00,80.94,80.94,79.37,52.03,0.00,0.00,100.00,100.00,100.00,100.00,80.94,80.94,79.37,52.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225032",100.00,100.00,100.00,100.00,91.08,86.66,62.79,31.26,3.92,1.96,100.00,100.00,100.00,100.00,91.08,86.66,62.79,29.30,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,0.00,1.96
"08225033",100.00,100.00,100.00,98.91,98.91,98.91,95.65,43.48,0.00,0.00,100.00,100.00,100.00,98.91,98.91,98.91,95.65,43.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225039",100.00,100.00,100.00,100.00,100.00,100.00,100.00,84.44,77.78,0.00,100.00,100.00,100.00,100.00,100.00,100.00,66.67,13.51,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,77.78,0.00,0.00
"08225042",100.00,100.00,100.00,100.00,100.00,100.00,87.50,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225052",100.00,100.00,100.00,100.00,100.00,90.32,35.48,10.57,0.00,0.00,100.00,100.00,100.00,100.00,100.00,90.32,35.48,10.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225058",100.00,100.00,100.00,100.00,96.73,89.91,80.05,59.72,59.14,0.46,100.00,100.00,100.00,100.00,96.73,89.91,79.47,24.80,58.69,58.69,58.69,58.69,58.69,58.69,58.69,58.69,58.69,0.00,0.46
"08225060",100.00,100.00,100.00,96.43,96.43,96.43,70.37,28.57,0.00,0.00,100.00,100.00,100.00,96.43,96.43,96.43,70.37,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225064",100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225067",100.00,100.00,100.00,98.86,98.86,98.86,92.27,31.82,0.00,0.00,100.00,100.00,100.00,98.86,98.86,98.86,92.27,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225068",100.00,100.00,100.00,100.00,100.00,100.00,100.00,62.50,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225074",100.00,100.00,100.00,97.50,84.41,70.82,36.47,5.17,5.17,0.00,100.00,100.00,100.00,82.76,69.67,56.08,36.47,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,5.17,0.00,0.00
"08225075",100.00,100.00,100.00,99.52,94.76,94.76,76.90,1.30,0.00,0.00,100.00,100.00,100.00,99.52,94.76,94.76,76.90,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225082",100.00,100.00,100.00,100.00,100.00,100.00,51.03,28.47,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,51.03,28.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225091",100.00,100.00,100.00,100.00,100.00,100.00,76.88,4.62,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,76.88,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225113",100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225114",100.00,100.00,100.00,100.00,100.00,100.00,66.67,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225116",100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08225117",100.00,100.00,100.00,100.00,95.65,95.22,79.96,11.83,8.70,0.00,100.00,100.00,100.00,100.00,95.65,95.22,79.96,7.48,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,0.00,0.00
"08226006",100.00,100.00,100.00,91.30,52.36,52.36,50.68,50.22,49.87,0.00,100.00,100.00,100.00,49.06,47.88,47.88,41.78,32.49,49.87,49.87,49.87,49.87,49.87,49.87,49.87,49.87,49.87,0.00,0.00
"08226009",100.00,100.00,100.00,100.00,100.00,100.00,78.28,56.57,56.57,54.17,100.00,100.00,100.00,100.00,100.00,100.00,78.28,54.17,56.57,56.57,56.57,56.57,56.57,56.57,56.57,56.57,56.57,0.00,54.17
"08226012",100.00,100.00,100.00,100.00,100.00,100.00,92.74,88.30,88.30,0.00,100.00,100.00,100.00,100.00,100.00,100.00,73.60,27.63,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,0.00,0.00
"08226018",100.00,100.00,100.00,100.00,99.24,99.24,90.40,75.84,65.65,0.00,100.00,100.00,100.00,100.00,99.00,96.10,83.59,44.43,65.65,65.65,65.65,65.65,65.65,65.65,65.65,65.65,65.65,0.00,0.00
"08226020",100.00,100.00,100.00,100.00,100.00,100.00,66.50,48.89,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,66.50,48.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08226027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00
"08226029",100.00,100.00,100.00,100.00,100.00,87.50,26.92,26.92,26.92,26.92,100.00,100.00,100.00,100.00,100.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.92
"08226031",100.00,100.00,100.00,100.00,100.00,100.00,99.23,97.81,71.23,0.00,100.00,100.00,100.00,100.00,100.00,100.00,98.88,72.23,71.23,71.23,71.23,71.23,71.23,71.23,71.23,71.23,71.23,0.00,0.00
"08226036",100.00,100.00,100.00,100.00,100.00,100.00,100.00,66.50,66.50,8.33,100.00,100.00,100.00,100.00,100.00,100.00,87.50,52.75,66.50,66.50,66.50,66.50,66.50,66.50,66.50,66.50,66.50,0.00,8.33
"08226038",100.00,100.00,100.00,90.23,80.50,79.41,69.28,60.23,56.79,13.95,100.00,100.00,100.00,81.36,65.98,61.20,42.85,17.08,54.96,54.96,54.96,54.96,54.96,54.96,54.96,54.96,54.96,0.00,13.95
"08226040",100.00,100.00,100.00,100.00,100.00,34.96,34.96,34.96,31.11,0.00,100.00,100.00,100.00,100.00,100.00,17.03,5.36,5.36,31.11,31.11,31.11,31.11,31.11,31.11,31.11,31.11,31.11,0.00,0.00
"08226041",100.00,100.00,99.92,98.83,98.83,98.83,96.48,75.08,68.75,0.00,100.00,100.00,98.83,98.64,95.60,95.11,91.76,56.90,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,0.00,0.00
"08226046",100.00,100.00,100.00,100.00,99.75,99.75,15.82,3.00,3.00,0.00,100.00,100.00,100.00,100.00,98.75,95.00,15.82,0.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00
"08226048",100.00,100.00,100.00,89.24,61.52,61.52,61.52,33.26,9.41,0.72,100.00,100.00,100.00,61.52,61.52,61.52,61.52,33.26,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,9.28,0.00,0.72
"08226049",100.00,100.00,100.00,100.00,51.33,40.56,39.75,39.62,36.40,0.00,100.00,100.00,100.00,92.55,41.44,19.46,12.23,9.88,36.40,36.40,36.40,36.40,36.40,36.40,36.40,36.40,36.40,0.00,0.00
"08226054",100.00,100.00,98.51,98.51,78.40,64.98,45.00,33.01,31.67,0.00,100.00,100.00,98.51,98.51,78.40,57.89,25.39,3.35,31.67,31.67,31.67,31.67,31.67,31.67,31.67,31.67,31.67,0.00,0.00
"08226055",100.00,100.00,100.00,90.48,90.48,90.48,52.99,2.96,0.00,0.00,100.00,100.00,100.00,90.48,90.48,90.48,52.99,2.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08226056",100.00,100.00,100.00,98.26,84.97,84.45,76.75,50.59,41.01,0.00,100.00,100.00,100.00,97.51,84.97,84.45,76.74,49.13,41.01,41.01,41.01,41.01,41.01,41.01,41.01,41.01,41.01,0.00,0.00
"08226058",100.00,100.00,99.46,94.76,94.76,94.37,79.50,13.00,0.00,0.00,100.00,100.00,99.46,94.76,94.76,94.37,79.50,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08226059",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,39.39,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00
"08226060",100.00,100.00,100.00,100.00,95.29,95.29,87.24,80.11,70.08,0.00,100.00,100.00,100.00,100.00,93.80,92.89,81.55,70.33,70.08,70.08,70.08,70.08,70.08,70.08,70.08,70.08,70.08,0.00,0.00
"08226062",100.00,100.00,100.00,76.60,75.29,75.29,63.24,49.05,49.05,22.10,100.00,100.00,100.00,62.13,61.72,61.72,39.26,15.76,28.50,28.50,28.50,28.50,28.50,28.50,28.50,28.50,28.50,0.00,22.10
"08226063",100.00,100.00,100.00,100.00,100.00,100.00,71.14,58.82,58.82,0.00,100.00,100.00,100.00,100.00,100.00,100.00,71.14,9.89,58.82,58.82,58.82,58.82,58.82,58.82,58.82,58.82,58.82,0.00,0.00
"08226065",100.00,100.00,100.00,37.84,37.84,34.09,10.35,10.35,10.35,0.00,100.00,100.00,100.00,33.97,33.97,10.09,0.00,0.00,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,0.00,0.00
"08226066",100.00,100.00,100.00,100.00,100.00,100.00,61.54,61.54,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,61.54,61.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08226068",100.00,100.00,100.00,100.00,100.00,100.00,91.49,39.33,37.89,0.00,100.00,100.00,100.00,100.00,100.00,100.00,89.86,2.87,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,37.89,0.00,0.00
"08226076",100.00,100.00,100.00,99.85,98.80,98.80,93.20,79.63,53.33,0.00,100.00,100.00,100.00,99.85,98.37,98.33,92.72,65.50,53.33,53.33,53.33,53.33,53.33,53.33,53.33,53.33,53.33,0.00,0.00
"08226080",100.00,100.00,97.44,97.44,97.44,87.18,64.10,57.89,50.20,28.21,94.87,94.87,89.74,89.74,89.74,75.16,41.17,32.51,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,21.99,0.00,28.21
"08226081",100.00,100.00,96.67,96.67,96.67,96.67,33.33,18.33,18.33,0.00,100.00,100.00,58.33,58.33,58.33,58.33,33.33,0.00,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,0.00,0.00
"08226082",100.00,100.00,100.00,100.00,100.00,98.50,82.01,70.08,24.80,0.00,100.00,100.00,100.00,100.00,100.00,98.50,74.52,54.82,24.80,24.80,24.80,24.80,24.80,24.80,24.80,24.80,24.80,0.00,0.00
"08226085",100.00,100.00,100.00,99.33,90.65,88.15,70.06,56.95,48.41,11.40,100.00,100.00,100.00,96.67,81.60,71.80,46.53,23.96,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,37.01,0.00,11.40
"08226091",100.00,100.00,100.00,97.93,97.93,97.89,51.68,10.88,8.85,0.00,100.00,100.00,100.00,97.93,97.84,90.65,43.99,2.28,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,0.00,0.00
"08226097",100.00,100.00,100.00,95.63,12.50,12.50,12.50,12.50,12.50,0.00,100.00,100.00,100.00,2.64,2.64,2.64,0.00,0.00,12.50,12.50,12.50,12.50,12.50,12.50,12.50,12.50,12.50,0.00,0.00
"08226101",100.00,100.00,100.00,100.00,100.00,100.00,62.29,2.29,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,62.29,2.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08226102",100.00,100.00,100.00,100.00,100.00,100.00,86.96,36.49,11.96,0.00,100.00,100.00,100.00,100.00,100.00,100.00,86.96,36.49,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96,0.00,0.00
"08226103",100.00,100.00,99.88,78.63,76.63,75.50,73.50,73.50,73.50,1.81,100.00,100.00,97.63,77.88,75.45,49.87,42.81,36.89,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,0.00,1.81
"08226105",100.00,100.00,100.00,100.00,100.00,99.09,78.13,52.56,28.28,0.00,100.00,100.00,100.00,100.00,100.00,99.09,78.13,42.77,28.28,28.28,28.28,28.28,28.28,28.28,28.28,28.28,28.28,0.00,0.00
"08226106",100.00,100.00,100.00,100.00,90.91,75.76,33.92,7.51,0.00,0.00,100.00,100.00,100.00,100.00,90.91,75.76,33.92,7.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08226107",100.00,100.00,100.00,100.00,92.16,80.29,79.27,21.35,0.00,0.00,100.00,100.00,100.00,100.00,92.16,80.29,79.27,21.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08235007",100.00,100.00,100.00,100.00,100.00,98.15,92.20,78.36,38.11,0.00,100.00,100.00,100.00,100.00,100.00,98.15,92.20,73.88,38.11,38.11,38.11,38.11,38.11,38.11,38.11,38.11,38.11,0.00,0.00
"08235008",100.00,100.00,100.00,82.25,75.66,75.25,74.12,74.12,74.12,0.00,94.12,94.12,52.94,32.42,25.84,25.43,18.94,16.19,74.12,74.12,74.12,74.12,74.12,74.12,74.12,74.12,74.12,0.00,0.00
"08235022",100.00,100.00,100.00,64.00,64.00,53.30,53.30,53.30,53.30,0.00,98.67,98.67,98.67,61.87,61.87,4.98,0.00,0.00,53.30,53.30,53.30,53.30,53.30,53.30,53.30,53.30,53.30,0.00,0.00
"08235025",100.00,100.00,100.00,5.83,5.83,5.83,0.00,0.00,0.00,0.00,100.00,100.00,100.00,5.83,5.83,5.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08235029",100.00,100.00,100.00,100.00,100.00,100.00,75.34,70.33,68.49,0.00,100.00,100.00,100.00,100.00,100.00,92.30,22.36,9.27,68.49,68.49,68.49,68.49,68.49,68.49,68.49,68.49,68.49,0.00,0.00
"08235032",100.00,100.00,100.00,100.00,93.79,57.39,29.65,2.08,0.00,0.00,100.00,100.00,100.00,100.00,93.79,57.39,29.65,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08235033",100.00,100.00,100.00,96.01,34.64,24.64,14.64,14.64,14.64,0.00,100.00,100.00,100.00,33.29,33.29,23.29,0.00,0.00,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,14.64,0.00,0.00
"08235035",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,53.03,100.00,100.00,90.91,90.91,90.91,90.91,0.00,0.00,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,63.64,0.00,53.03
"08235050",100.00,100.00,95.45,95.45,95.45,95.45,90.91,50.62,0.00,0.00,100.00,100.00,95.45,95.45,95.45,95.45,90.91,50.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"08235057",100.00,100.00,100.00,100.00,97.35,97.35,35.81,35.81,35.81,0.00,100.00,100.00,100.00,100.00,76.92,76.92,15.38,5.77,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,0.00,0.00
