"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_100_100";"verf_100_200";"verf_100_400";"verf_100_1000";"verf_200_1";"verf_200_2";"verf_200_6";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_300_100";"verf_300_200";"verf_300_400";"verf_300_1000";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_dsl_100";"verf_dsl_200";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_ftth_100";"verf_ftth_200";"verf_ftth_400";"verf_ftth_1000";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_catv_100";"verf_catv_200";"verf_catv_400";"verf_catv_1000";"verf_2g";"verf_umts_1";"verf_umts_2";"verf_lte_1";"verf_lte_2";"verf_lte_6"
"01058";96.96;94.40;89.78;85.95;82.92;80.84;74.93;69.69;63.70;47.19;98.14;98.11;94.43;98.72;98.12;97.34;85.95;82.92;80.84;74.93;69.69;63.70;47.19;95.52;92.51;85.24;78.14;73.39;69.17;54.30;30.11;16.86;16.86;16.86;16.86;16.86;16.86;16.86;16.86;16.86;16.86;55.09;55.09;55.09;55.09;55.09;55.09;54.87;54.87;52.25;35.52;100.00;81.38;67.08;98.02;98.02;94.43
"01059";95.42;94.02;86.03;76.49;73.21;69.15;57.88;47.29;35.57;27.71;95.35;94.85;88.56;98.20;97.85;95.72;76.49;73.21;69.15;57.88;47.29;35.57;27.71;95.21;93.83;85.88;74.17;69.75;64.60;47.42;25.14;2.62;2.62;2.62;2.62;2.62;2.62;2.62;2.62;2.62;2.62;39.87;39.87;39.87;39.87;39.87;39.87;39.16;39.16;33.55;25.67;100.00;78.38;64.03;94.79;94.79;88.56
"01060";99.07;98.88;97.66;95.54;94.95;94.34;91.82;89.89;87.56;70.62;99.22;99.01;96.40;99.64;99.58;99.42;95.54;94.95;94.34;91.82;89.89;87.56;70.62;95.95;94.41;89.17;76.76;56.42;54.27;40.93;19.30;68.93;68.93;68.93;68.93;68.93;68.93;68.93;68.93;68.93;68.93;67.61;67.61;67.61;67.61;67.61;67.61;66.76;66.76;38.59;4.96;100.00;89.95;73.64;99.01;99.01;96.40
"01061";98.21;97.69;96.64;95.40;94.96;94.64;92.65;90.94;89.30;60.73;96.39;96.29;92.86;99.12;99.04;98.60;95.40;94.96;94.64;92.65;90.94;89.30;60.73;93.61;91.23;83.87;76.16;74.20;72.57;60.26;37.37;54.60;54.60;54.60;54.60;54.60;54.60;54.60;54.60;54.60;54.60;57.77;57.77;57.77;57.77;57.77;57.77;57.15;57.15;57.15;7.10;100.00;84.66;70.55;95.92;95.92;92.86
"01062";99.65;99.53;99.15;98.17;97.39;96.53;93.26;88.84;78.60;75.13;99.92;99.92;99.13;99.89;99.86;99.75;98.17;97.39;96.53;93.26;88.84;78.60;75.13;98.02;97.21;94.46;92.11;89.27;86.04;69.98;31.58;21.49;21.49;21.49;21.49;21.49;21.49;21.49;21.49;21.49;21.49;76.52;76.52;76.52;76.52;76.52;76.52;75.94;75.94;67.51;63.10;100.00;94.43;79.94;99.92;99.92;99.13
"02000";100.00;100.00;100.00;99.33;98.68;97.93;96.23;94.66;94.17;94.16;100.00;100.00;99.48;100.00;100.00;100.00;99.33;98.68;97.93;96.23;94.66;94.17;94.16;100.00;100.00;100.00;99.00;94.22;88.39;78.98;34.12;71.00;71.00;71.00;71.00;71.00;71.00;71.00;71.00;71.00;71.00;89.21;89.21;89.21;89.21;89.21;89.21;89.21;89.21;89.20;89.18;100.00;99.82;96.56;100.00;100.00;99.48
"03101";100.00;100.00;100.00;99.00;98.47;98.07;96.60;94.16;91.40;91.38;100.00;100.00;98.99;100.00;100.00;100.00;99.00;98.47;98.07;96.60;94.16;91.40;91.38;100.00;100.00;100.00;99.00;93.59;90.86;85.10;60.46;9.97;9.97;9.97;9.97;9.97;9.97;9.97;9.97;9.97;9.97;90.54;90.54;90.54;90.54;90.54;90.54;90.54;90.54;90.53;90.51;100.00;99.99;97.86;100.00;100.00;98.99
"03102";99.28;99.24;99.00;98.05;97.36;96.41;94.10;90.13;64.33;58.34;99.82;99.82;98.41;99.28;99.24;99.00;98.05;97.36;96.41;94.10;90.13;64.33;58.34;99.26;99.22;98.62;97.87;96.93;95.64;89.86;68.39;7.34;7.34;7.34;7.34;7.34;7.34;7.34;7.34;7.34;7.34;83.48;83.48;83.48;83.48;83.48;83.48;83.48;83.48;63.15;56.06;100.00;95.65;85.15;99.82;99.82;98.41
"03103";100.00;100.00;99.00;98.00;96.00;96.00;83.47;81.60;80.37;53.64;99.66;99.66;98.60;100.00;100.00;99.00;98.00;96.00;96.00;83.47;81.60;80.37;53.64;100.00;100.00;98.00;97.00;92.00;91.00;39.21;25.44;7.00;7.00;7.00;7.00;7.00;7.00;7.00;7.00;7.00;7.00;80.09;80.09;80.09;80.09;80.09;80.09;80.09;80.09;80.09;52.94;100.00;98.09;89.92;99.66;99.66;98.60
"03151";97.95;97.36;94.28;87.90;85.49;79.24;63.74;48.02;37.70;34.25;97.89;97.82;92.53;98.67;98.43;97.69;87.90;85.49;79.24;63.74;48.02;37.70;34.25;97.33;96.44;91.26;83.32;80.06;73.22;54.23;27.86;1.16;1.16;1.16;1.16;1.16;1.16;1.16;1.16;1.16;1.16;37.32;37.32;37.32;37.32;37.32;37.32;37.07;37.07;37.07;33.61;100.00;83.87;68.05;97.81;97.81;92.53
"03152";98.87;98.51;96.16;93.34;91.75;88.56;83.01;73.09;64.96;64.96;98.78;98.45;96.96;99.60;99.43;98.90;93.34;91.75;88.56;83.01;73.09;64.96;64.96;98.45;97.85;95.27;91.51;88.44;85.01;76.69;53.66;0.33;0.33;0.33;0.33;0.33;0.33;0.33;0.33;0.33;0.33;65.12;65.12;65.12;65.12;65.12;65.12;64.92;64.92;64.92;64.92;99.99;90.75;84.72;98.44;98.44;96.96
"03153";99.94;99.93;99.52;98.44;97.71;96.67;89.11;76.64;66.60;66.60;98.13;97.70;95.81;99.94;99.93;99.52;98.44;97.71;96.67;89.11;76.64;66.60;66.60;99.94;99.93;99.18;97.22;95.27;92.89;76.94;44.64;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.30;72.51;72.51;72.51;72.51;72.51;72.51;72.51;69.14;66.46;66.46;100.00;90.28;76.68;97.70;97.70;95.81
"03154";98.26;97.51;95.76;94.02;92.85;91.90;68.31;58.41;2.25;2.25;97.45;97.44;95.15;98.96;98.78;98.38;94.02;92.85;91.90;68.31;58.41;2.25;2.25;97.32;95.68;93.23;90.92;89.09;87.55;60.57;38.06;0.91;0.91;0.91;0.91;0.91;0.91;0.91;0.91;0.91;0.91;47.68;47.68;47.68;47.68;47.68;47.68;47.55;47.55;1.51;1.51;100.00;85.21;73.62;97.44;97.44;95.15
"03155";96.12;94.28;89.01;85.93;85.14;82.63;74.26;60.90;53.89;25.37;96.26;95.53;92.95;97.17;96.76;95.22;85.93;85.14;82.63;74.26;60.90;53.89;25.37;95.21;93.26;87.28;81.43;76.17;71.73;54.64;18.24;0.34;0.34;0.34;0.34;0.34;0.34;0.34;0.34;0.34;0.34;56.56;56.56;56.56;56.56;56.56;56.56;56.56;56.56;53.78;25.16;99.98;81.59;70.74;95.44;95.44;92.95
"03156";99.09;99.06;98.72;96.50;94.29;90.45;81.98;64.59;55.77;55.77;93.93;92.56;85.23;99.09;99.07;98.78;96.50;94.29;90.45;81.98;64.59;55.77;55.77;99.06;99.01;97.55;94.67;90.77;81.62;61.94;24.44;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;64.40;64.40;64.40;64.40;64.40;64.40;64.23;55.77;55.77;55.77;100.00;86.98;68.82;92.51;92.51;85.23
"03157";99.52;99.23;97.80;95.31;85.12;83.83;70.27;67.14;62.86;62.86;99.57;99.45;96.50;99.52;99.23;98.01;95.31;85.12;83.83;70.27;67.14;62.86;62.86;99.27;99.08;97.27;94.66;79.62;76.82;51.90;33.13;2.01;2.01;2.01;2.01;2.01;2.01;2.01;2.01;2.01;2.01;63.41;63.41;63.41;63.41;63.41;63.41;63.40;63.40;62.63;62.63;100.00;89.59;78.93;99.44;99.44;96.50
"03158";99.42;99.29;98.58;97.17;85.13;84.56;55.55;55.29;43.26;43.25;98.60;98.46;96.41;99.67;99.58;99.18;97.17;85.13;84.56;55.55;55.29;43.26;43.25;99.36;99.21;98.08;93.69;50.02;47.62;2.80;1.40;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;0.64;54.83;54.83;54.83;54.83;54.83;54.83;54.71;54.71;43.20;43.18;100.00;85.20;73.33;98.43;98.43;96.41
"03241";99.83;99.76;99.45;98.95;96.64;95.89;90.10;87.15;83.40;75.00;99.81;99.73;98.05;99.84;99.77;99.48;98.95;96.64;95.89;90.10;87.15;83.40;75.00;99.71;99.63;99.24;98.02;93.22;90.25;79.28;64.18;9.97;9.97;9.97;9.97;9.97;9.97;9.97;9.97;9.97;9.97;83.85;83.85;83.85;83.85;83.85;83.85;83.67;83.59;83.27;74.77;100.00;98.30;93.64;99.73;99.73;98.05
"03251";97.40;96.49;92.01;84.81;82.15;78.76;66.80;58.28;53.66;34.18;98.51;98.46;95.38;98.43;98.19;97.29;84.81;82.15;78.76;66.80;58.28;53.66;34.18;96.58;95.81;90.52;82.21;78.93;74.45;53.65;26.74;5.51;5.51;5.51;5.51;5.51;5.51;5.51;5.51;5.51;5.51;53.71;53.71;53.71;53.71;53.71;53.71;53.43;53.43;52.46;33.00;100.00;86.73;75.82;98.45;98.45;95.38
"03252";98.15;97.44;91.74;86.06;84.91;82.87;75.90;65.15;58.80;52.12;97.85;97.65;95.13;98.37;97.78;96.60;86.06;84.91;82.87;75.90;65.15;58.80;52.12;98.08;97.07;90.77;84.41;81.50;78.22;64.35;25.21;24.39;24.39;24.39;24.39;24.39;24.39;24.39;24.39;24.39;24.39;59.00;59.00;59.00;59.00;59.00;59.00;58.44;58.44;58.44;48.82;99.97;85.43;72.68;97.65;97.65;95.13
"03254";99.33;99.05;98.02;96.36;89.90;87.96;76.67;69.47;60.16;60.16;98.82;98.66;95.62;99.63;99.43;99.13;96.36;89.90;87.96;76.67;69.47;60.16;60.16;99.30;98.56;97.08;95.27;87.12;84.65;65.91;43.89;0.21;0.21;0.21;0.21;0.21;0.21;0.21;0.21;0.21;0.21;60.64;60.64;60.64;60.64;60.64;60.64;60.47;60.06;60.06;60.06;100.00;90.76;82.48;98.62;98.62;95.62
"03255";96.55;95.89;91.85;87.56;85.35;82.51;71.44;57.32;46.58;43.26;94.42;93.66;89.49;98.05;97.57;95.92;87.56;85.35;82.51;71.44;57.32;46.58;43.26;96.39;95.28;90.44;81.09;78.55;75.30;56.16;20.88;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.11;51.21;51.21;51.21;51.21;51.21;51.21;51.09;51.09;46.57;43.26;99.62;84.25;72.67;93.03;93.03;89.49
"03256";96.83;96.41;92.86;85.33;84.12;82.98;58.65;53.97;29.46;7.17;98.02;97.97;94.30;97.60;97.43;96.34;85.33;84.12;82.98;58.65;53.97;29.46;7.17;95.97;95.31;91.15;81.58;78.66;75.60;45.67;26.50;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;50.60;50.60;50.60;50.60;50.60;50.60;50.14;50.14;29.34;6.98;100.00;83.74;72.96;97.76;97.76;94.30
"03257";99.93;99.92;99.54;98.07;96.31;92.15;80.51;64.74;54.39;44.02;98.76;98.67;94.45;99.93;99.92;99.62;98.07;96.31;92.15;80.51;64.74;54.39;44.02;99.92;99.63;99.11;97.18;90.94;83.31;64.69;35.07;1.38;1.38;1.38;1.38;1.38;1.38;1.38;1.38;1.38;1.38;54.10;54.10;54.10;54.10;54.10;54.10;54.05;54.05;54.05;43.63;100.00;91.10;80.54;98.43;98.43;94.45
"03351";98.34;97.81;94.72;92.74;90.58;87.87;73.61;62.36;51.79;43.37;98.46;98.40;94.77;98.62;98.46;96.82;92.74;90.58;87.87;73.61;62.36;51.79;43.37;98.03;97.31;93.81;90.82;87.31;83.31;63.44;38.89;0.57;0.57;0.57;0.57;0.57;0.57;0.57;0.57;0.57;0.57;52.10;52.10;52.10;52.10;52.10;52.10;51.38;51.38;51.38;42.94;99.98;90.27;83.35;98.36;98.36;94.77
"03352";98.91;98.62;97.16;94.66;92.11;87.82;69.37;61.58;60.98;54.42;97.45;97.37;93.61;99.03;98.75;97.37;94.66;92.11;87.82;69.37;61.58;60.98;54.42;97.34;96.87;94.41;90.83;88.90;82.24;45.57;20.12;26.14;26.14;26.14;26.14;26.14;26.14;26.14;26.14;26.14;26.14;57.96;57.96;57.96;57.96;57.96;57.96;57.78;57.78;57.78;51.21;100.00;79.68;63.83;97.36;97.36;93.61
"03353";99.57;99.32;97.66;95.09;93.95;91.97;82.53;75.36;73.43;18.42;99.46;99.38;99.04;99.94;99.89;99.58;95.09;93.95;91.97;82.53;75.36;73.43;18.42;98.61;98.05;95.15;90.76;88.21;83.79;56.33;22.39;18.16;18.16;18.16;18.16;18.16;18.16;18.16;18.16;18.16;18.16;71.23;71.23;71.23;71.23;71.23;71.23;66.84;66.84;66.84;0.29;100.00;88.74;71.62;99.38;99.38;99.04
"03354";86.65;82.88;70.04;60.00;59.06;57.55;50.41;41.72;38.37;0.44;93.55;93.55;89.07;93.59;92.91;90.78;60.00;59.06;57.55;50.41;41.72;38.37;0.44;86.50;82.88;69.89;59.17;58.08;55.83;40.85;15.43;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;0.44;38.36;38.36;38.36;38.36;38.36;38.36;38.31;38.31;38.31;0.38;99.96;56.16;55.74;93.55;93.55;89.07
"03355";96.71;95.75;89.02;81.35;80.06;79.02;70.59;64.21;60.10;47.70;98.97;98.95;97.40;98.73;98.54;98.01;81.35;80.06;79.02;70.59;64.21;60.10;47.70;96.32;95.35;88.29;80.36;78.75;77.04;64.31;42.23;2.19;2.19;2.19;2.19;2.19;2.19;2.19;2.19;2.19;2.19;58.50;58.50;58.50;58.50;58.50;58.45;58.16;58.16;58.15;45.74;100.00;84.88;66.57;98.95;98.95;97.40
"03356";98.86;98.76;98.01;96.27;93.36;87.15;66.09;53.66;48.47;31.94;97.54;95.34;82.82;98.86;98.76;98.13;96.27;93.36;87.15;66.09;53.66;48.47;31.94;97.73;97.27;95.71;92.49;89.02;81.31;47.41;15.71;3.57;3.57;3.57;3.57;3.57;3.57;3.57;3.57;3.57;3.57;49.11;49.11;49.11;49.11;49.11;49.11;48.98;48.98;44.51;28.54;100.00;88.46;67.85;95.30;95.30;82.82
"03357";99.11;99.04;98.21;97.20;95.83;90.22;53.94;46.37;40.68;23.05;94.66;94.48;89.83;99.20;99.15;98.50;97.20;95.83;90.22;53.94;46.37;40.68;23.05;97.70;97.26;95.26;93.21;90.45;82.23;25.33;3.60;20.83;20.83;20.83;20.83;20.83;20.83;20.83;20.83;20.83;20.83;36.67;36.67;36.67;36.67;36.67;36.67;36.59;36.59;31.04;9.22;100.00;71.98;61.60;94.45;94.45;89.83
"03358";95.89;95.22;91.39;85.14;81.50;79.97;69.83;64.94;62.43;5.96;97.73;97.73;94.36;97.25;96.80;95.57;85.14;81.50;79.97;69.83;64.94;62.43;5.96;94.31;93.14;88.92;80.85;75.91;72.57;44.40;14.57;5.83;5.83;5.83;5.83;5.83;5.83;5.83;5.83;5.83;5.83;61.62;61.62;61.62;61.62;61.62;61.62;61.60;61.60;61.60;0.61;100.00;81.56;72.46;97.73;97.73;94.36
"03359";99.61;99.59;98.82;97.20;96.30;93.45;83.27;70.83;67.84;38.61;98.16;98.12;96.02;99.79;99.77;99.25;97.20;96.30;93.45;83.27;70.83;67.84;38.61;98.82;98.30;96.64;93.02;91.28;86.49;69.82;40.68;17.88;17.88;17.88;17.88;17.88;17.88;17.88;17.88;17.88;17.88;61.81;61.81;61.81;61.81;61.81;61.81;61.63;61.63;61.63;32.09;100.00;80.47;66.97;98.09;98.09;96.02
"03360";94.05;92.52;83.64;75.08;73.96;72.94;67.11;59.87;55.44;3.42;96.57;96.56;92.80;96.60;95.85;94.16;75.08;73.96;72.94;67.11;59.87;55.44;3.42;93.64;92.11;82.03;72.24;70.34;67.70;55.10;25.24;3.42;3.42;3.42;3.42;3.42;3.42;3.42;3.42;3.42;3.42;54.80;54.80;54.80;54.80;54.80;54.80;54.76;54.76;54.76;0.17;99.99;73.15;65.41;96.53;96.53;92.80
"03361";97.84;97.29;93.20;87.30;84.23;78.47;72.03;66.57;62.81;55.75;98.88;98.64;95.83;98.83;98.59;97.30;87.30;84.23;78.47;72.03;66.57;62.81;55.75;96.82;96.09;90.28;80.50;73.99;68.35;53.60;28.12;0.66;0.66;0.66;0.66;0.66;0.66;0.66;0.66;0.66;0.66;62.56;62.56;62.56;62.56;62.56;62.56;62.45;62.45;62.45;55.28;100.00;91.49;79.27;98.64;98.64;95.83
"03401";100.00;100.00;100.00;99.00;98.72;98.25;96.28;92.61;92.33;92.33;100.00;100.00;95.04;100.00;100.00;100.00;99.00;98.72;98.25;96.28;92.61;92.33;92.33;100.00;100.00;99.01;96.00;93.49;91.55;75.49;17.38;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;93.00;93.00;93.00;93.00;93.00;93.00;92.06;92.06;92.06;92.06;100.00;99.10;95.63;99.99;99.99;95.04
"03402";99.28;99.17;99.00;98.00;98.00;97.00;95.26;94.01;93.83;0.30;97.88;97.62;91.54;99.28;99.17;99.00;98.00;98.00;97.00;95.26;94.01;93.83;0.30;99.16;99.03;98.00;96.00;91.10;88.36;71.57;19.93;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.30;0.30;93.50;93.50;93.50;93.50;93.50;93.50;93.50;93.50;93.50;0.07;100.00;95.69;82.55;97.62;97.62;91.54
"03403";100.00;100.00;100.00;99.48;99.29;98.84;98.06;97.02;96.73;96.73;100.00;100.00;98.62;100.00;100.00;100.00;99.48;99.29;98.84;98.06;97.02;96.73;96.73;100.00;100.00;99.22;97.00;94.25;91.12;79.79;38.59;45.40;45.40;45.40;45.40;45.40;45.40;45.40;45.40;45.40;45.40;93.34;93.34;93.34;93.34;93.34;93.34;93.34;93.30;92.96;92.96;100.00;99.96;94.49;100.00;100.00;98.62
"03404";100.00;100.00;100.00;99.00;98.51;98.09;96.41;93.36;92.38;91.76;100.00;100.00;99.15;100.00;100.00;100.00;99.00;98.51;98.09;96.41;93.36;92.38;91.76;100.00;99.53;98.41;95.00;90.02;86.20;77.48;26.38;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;92.07;92.07;92.07;92.07;92.07;92.07;92.07;92.07;92.07;91.44;100.00;100.00;95.83;99.99;99.99;99.15
"03405";100.00;100.00;100.00;99.04;99.00;98.19;96.00;94.84;94.58;85.56;99.37;99.34;97.81;100.00;100.00;100.00;99.04;99.00;98.19;96.00;94.84;94.58;85.56;100.00;100.00;99.40;98.01;96.30;91.54;75.69;52.54;4.03;4.03;4.03;4.03;4.03;4.03;4.03;4.03;4.03;4.03;95.00;95.00;95.00;95.00;95.00;95.00;94.45;94.45;94.43;83.88;100.00;99.34;92.96;99.34;99.34;97.81
"03451";99.00;98.81;97.68;95.14;92.61;86.32;71.76;60.73;40.51;40.51;98.40;98.37;94.80;99.00;98.81;97.97;95.14;92.61;86.32;71.76;60.73;40.51;40.51;97.47;97.30;94.36;88.22;86.49;78.27;45.09;10.30;18.37;18.37;18.37;18.37;18.37;18.37;18.37;18.37;18.37;18.37;56.99;56.99;56.99;56.99;56.99;56.99;56.96;51.65;25.52;25.52;100.00;88.21;73.35;98.35;98.35;94.80
"03452";95.37;94.45;90.97;87.49;84.62;79.51;64.42;57.02;55.27;20.24;96.70;95.26;90.64;96.33;95.65;94.03;87.49;84.62;79.51;64.42;57.02;55.27;20.24;93.88;93.10;88.16;81.73;79.50;71.15;41.02;5.85;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;1.45;55.98;55.98;55.98;55.98;55.98;55.98;54.76;54.76;54.07;18.74;100.00;85.00;72.45;95.15;95.15;90.64
"03453";98.26;98.05;95.94;92.03;88.96;83.74;64.20;50.41;43.76;42.64;97.00;96.74;92.70;98.47;98.26;96.46;92.03;88.96;83.74;64.20;50.41;43.76;42.64;95.74;95.28;91.29;84.42;82.24;74.95;43.04;6.24;11.95;11.95;11.95;11.95;11.95;11.95;11.95;11.95;11.95;11.95;42.55;42.55;42.55;42.55;42.55;42.55;41.89;41.24;35.81;34.71;100.00;89.39;68.84;96.18;96.18;92.70
"03454";98.00;97.47;94.40;90.97;89.24;85.25;74.20;65.67;56.00;34.90;96.75;95.15;91.17;98.26;97.87;96.16;90.97;89.24;85.25;74.20;65.67;56.00;34.90;96.49;95.65;90.89;84.13;82.08;75.92;52.14;18.61;26.07;26.07;26.07;26.07;26.07;26.07;26.07;26.07;26.07;26.07;51.94;51.94;51.94;51.94;51.94;51.94;51.90;51.29;40.24;10.42;100.00;88.39;75.97;94.80;94.80;91.17
"03455";98.56;98.19;96.19;93.37;91.63;88.56;76.19;65.37;64.08;32.74;99.33;98.85;94.00;98.72;98.57;97.36;93.37;91.63;88.56;76.19;65.37;64.08;32.74;97.50;96.97;93.76;86.73;85.43;80.59;45.51;10.70;1.41;1.41;1.41;1.41;1.41;1.41;1.41;1.41;1.41;1.41;63.80;63.80;63.80;63.80;63.80;63.80;63.64;63.64;63.64;31.10;100.00;92.67;76.70;98.85;98.85;94.00
