"ags";"verf_100_1";"verf_100_2";"verf_100_6";"verf_100_16";"verf_100_30";"verf_100_50";"verf_200_1";"verf_200_2";"verf_200_6";"verf_200_16";"verf_200_30";"verf_200_50";"verf_300_1";"verf_300_2";"verf_300_6";"verf_300_16";"verf_300_30";"verf_300_50";"verf_dsl_1";"verf_dsl_2";"verf_dsl_6";"verf_dsl_16";"verf_dsl_30";"verf_dsl_50";"verf_ftth_1";"verf_ftth_2";"verf_ftth_6";"verf_ftth_16";"verf_ftth_30";"verf_ftth_50";"verf_catv_1";"verf_catv_2";"verf_catv_6";"verf_catv_16";"verf_catv_30";"verf_catv_50";"verf_plc_1";"verf_plc_2";"verf_plc_6";"verf_plc_16";"verf_plc_30";"verf_plc_50";"verf_umts_1";"verf_umts_2";"verf_lte_1";"verf_lte_2";"verf_lte_6";"verf_wlan_1";"verf_wlan_2";"verf_wlan_6";"verf_wlan_16";"verf_wlan_30";"verf_wlan_50";"verf_wimax_1";"verf_wimax_2";"verf_wimax_6";"verf_wimax_16";"verf_wimax_30";"verf_wimax_50"
"05954";99;98;97;95;91;89;99;99;96;0;0;0;100;100;99;95;91;89;99;98;97;93;82;77;0;0;0;0;0;0;65;65;65;65;65;65;0;0;0;0;0;0;98;41;99;99;96;0;0;0;0;0;0;0;0;0;0;0;0
"05958";97;96;92;89;88;87;98;97;95;0;0;0;99;99;99;89;88;87;94;93;81;65;59;51;0;0;0;0;0;0;80;80;80;80;80;80;0;0;0;0;0;0;89;50;96;96;95;0;0;0;0;0;0;9;9;9;0;0;0
"05962";97;96;91;81;72;70;99;97;94;2;0;0;99;99;98;81;72;70;97;95;89;71;46;42;0;0;0;0;0;0;61;61;61;61;61;61;0;0;0;0;0;0;96;45;96;96;94;2;2;2;2;0;0;0;0;0;0;0;0
"05966";94;92;85;77;75;70;98;96;95;0;0;0;99;99;98;77;75;70;93;91;82;69;63;54;0;0;0;0;0;0;43;43;43;43;43;43;0;0;0;0;0;0;91;55;96;96;95;0;0;0;0;0;0;0;0;0;0;0;0
"05970";98;97;92;87;84;79;98;96;93;0;0;0;99;99;98;87;84;79;97;96;90;81;76;67;0;0;0;0;0;0;61;61;61;61;61;61;0;0;0;0;0;0;95;51;95;95;93;0;0;0;0;0;0;1;1;1;0;0;0
"05974";98;98;94;90;84;81;99;99;98;0;0;0;99;99;99;90;84;81;98;97;90;82;61;54;0;0;0;0;0;0;73;73;73;73;73;73;0;0;0;0;0;0;93;50;99;99;98;0;0;0;0;0;0;0;0;0;0;0;0
"05978";99;99;99;96;89;87;100;99;97;2;1;0;100;100;100;96;89;87;99;99;98;92;67;60;8;8;8;8;8;8;75;75;75;75;75;75;0;0;0;0;0;0;99;45;99;99;97;2;2;2;2;1;0;0;0;0;0;0;0
"06411";100;100;100;100;99;98;100;100;99;0;0;0;100;100;100;100;99;98;100;100;100;100;99;95;1;1;1;1;1;1;82;82;82;82;82;82;0;0;0;0;0;0;100;41;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"06412";100;100;100;100;97;95;100;100;99;4;0;0;100;100;100;100;97;95;100;100;100;98;85;68;0;0;0;0;0;0;91;91;91;91;91;91;0;0;0;0;0;0;100;43;100;100;99;5;5;5;4;0;0;0;0;0;0;0;0
"06413";100;100;100;100;98;96;100;100;100;0;0;0;100;100;100;100;98;96;100;100;100;99;93;79;0;0;0;0;0;0;88;88;88;88;88;88;0;0;0;0;0;0;100;45;100;100;100;1;1;1;0;0;0;0;0;0;0;0;0
"06414";100;100;100;99;99;98;100;100;98;0;0;0;100;100;100;99;99;98;100;100;99;98;89;72;89;89;89;89;89;89;79;79;79;79;79;79;0;0;0;0;0;0;100;44;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"06431";98;97;94;92;88;87;98;97;95;0;0;0;99;99;99;92;88;87;98;97;94;91;86;82;1;1;1;1;1;1;53;53;53;53;53;53;0;0;0;0;0;0;90;49;97;97;95;0;0;0;0;0;0;0;0;0;0;0;0
"06432";99;99;99;99;94;87;99;99;97;4;0;0;100;100;100;99;94;87;99;99;99;99;91;81;0;0;0;0;0;0;48;48;48;48;48;48;0;0;0;0;0;0;96;51;99;99;97;4;4;4;4;0;0;0;0;0;0;0;0
"06433";99;99;97;96;92;90;100;99;95;1;0;0;100;100;100;96;92;90;99;99;97;95;88;82;9;9;9;9;9;9;68;68;68;68;68;68;0;0;0;0;0;0;99;46;98;98;95;1;1;1;1;0;0;0;0;0;0;0;0
"06434";99;99;99;97;96;94;99;99;99;75;73;73;100;100;100;98;97;96;99;98;97;94;83;78;17;17;17;17;17;17;78;78;78;78;78;78;0;0;0;0;0;0;93;43;96;96;94;80;80;80;75;73;73;0;0;0;0;0;0
"06435";99;99;99;98;97;92;99;99;98;26;13;13;99;99;99;98;97;93;99;99;98;97;95;87;1;1;1;1;1;1;58;58;58;58;58;58;0;0;0;0;0;0;94;50;99;99;98;49;49;49;26;13;13;7;7;3;0;0;0
"06436";100;100;99;98;97;95;100;100;97;4;0;0;100;100;100;98;97;95;100;100;99;98;95;88;5;5;5;5;5;5;59;59;59;59;59;59;0;0;0;0;0;0;99;48;99;99;97;9;9;9;4;0;0;0;0;0;0;0;0
"06437";99;99;99;98;92;92;96;96;96;4;0;0;99;99;99;98;92;92;99;99;99;98;92;92;0;0;0;0;0;0;28;28;28;28;28;28;0;0;0;0;0;0;83;60;96;96;96;6;6;4;4;0;0;2;2;0;0;0;0
"06438";99;99;99;99;96;93;100;99;98;8;0;0;100;100;100;99;96;93;99;99;98;97;83;75;13;13;13;13;13;13;75;75;75;75;75;75;0;0;0;0;0;0;99;48;99;99;98;8;8;8;8;0;0;0;0;0;0;0;0
"06439";98;98;95;91;88;82;97;96;95;0;0;0;99;99;99;91;88;82;96;95;89;82;75;64;14;14;14;14;14;14;64;64;64;64;64;64;0;0;0;0;0;0;84;39;96;96;95;0;0;0;0;0;0;0;0;0;0;0;0
"06440";99;99;99;97;96;93;99;99;99;42;5;5;100;100;100;98;96;93;99;99;98;96;93;88;4;4;4;4;4;4;53;53;53;53;53;53;0;0;0;0;0;0;93;50;98;98;97;63;63;63;42;5;5;0;0;0;0;0;0
"06531";97;97;96;95;91;78;99;99;98;41;0;0;100;100;99;97;92;78;97;97;96;95;88;68;0;0;0;0;0;0;56;56;56;56;56;56;0;0;0;0;0;0;93;55;98;98;96;48;48;42;41;0;0;29;29;23;0;0;0
"06532";99;98;98;96;94;83;98;98;97;3;1;1;100;99;99;96;94;84;98;98;97;96;92;77;0;0;0;0;0;0;39;39;39;39;39;39;0;0;0;0;0;0;85;56;97;97;97;21;21;6;3;1;1;4;4;2;0;0;0
"06533";98;98;98;97;93;80;96;96;95;6;2;2;99;99;99;97;93;80;98;98;98;97;91;73;0;0;0;0;0;0;38;38;38;38;38;38;0;0;0;0;0;0;78;38;94;94;93;15;15;15;6;2;2;0;0;0;0;0;0
"06534";99;99;98;98;93;71;98;98;95;1;0;0;100;100;99;98;93;71;97;96;96;95;88;56;3;3;3;3;3;3;46;46;46;46;46;46;0;0;0;0;0;0;87;56;95;95;95;54;54;2;1;0;0;0;0;0;0;0;0
"06535";81;78;68;58;56;52;97;97;95;20;0;0;99;99;98;70;56;52;77;74;63;48;46;39;0;0;0;0;0;0;36;36;36;36;36;36;0;0;0;0;0;0;69;50;90;90;88;47;47;41;20;0;0;44;44;11;0;0;0
"06611";100;100;100;100;97;92;100;100;99;0;0;0;100;100;100;100;97;92;100;100;100;99;93;73;0;0;0;0;0;0;78;78;78;78;78;78;0;0;0;0;0;0;100;38;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"06631";97;97;95;91;88;81;98;98;97;0;0;0;99;99;99;91;88;81;96;96;93;89;83;72;5;5;5;5;5;5;62;62;62;62;62;62;0;0;0;0;0;0;87;51;97;97;96;8;8;5;0;0;0;8;8;2;0;0;0
"06632";89;86;79;67;66;63;98;98;97;0;0;0;99;99;98;67;66;63;87;83;75;63;60;56;0;0;0;0;0;0;46;46;46;46;46;46;0;0;0;0;0;0;83;58;95;95;93;23;23;22;0;0;0;2;2;0;0;0;0
"06633";98;97;92;82;74;53;98;97;89;0;0;0;99;99;98;82;74;53;98;97;91;81;69;45;0;0;0;0;0;0;33;33;33;33;33;33;0;0;0;0;0;0;93;47;96;96;88;9;9;9;0;0;0;0;0;0;0;0;0
"06634";89;85;70;54;47;44;96;94;88;1;1;1;99;98;95;56;49;45;89;84;69;52;42;36;0;0;0;0;0;0;28;28;28;28;28;28;0;0;0;0;0;0;84;48;91;91;85;14;14;12;1;1;1;4;4;0;0;0;0
"06635";91;89;83;77;74;70;95;93;91;0;0;0;99;98;97;77;74;70;89;87;79;71;65;58;0;0;0;0;0;0;57;57;57;57;57;57;0;0;0;0;0;0;79;49;91;91;89;8;8;6;0;0;0;0;0;0;0;0;0
"06636";93;90;83;73;64;62;89;88;85;0;0;0;97;96;95;73;64;62;91;87;80;68;56;52;0;0;0;0;0;0;47;47;47;47;47;47;0;0;0;0;0;0;70;45;88;88;85;0;0;0;0;0;0;0;0;0;0;0;0
"07111";99;99;98;98;96;95;100;100;100;0;0;0;100;100;100;98;96;95;99;98;97;92;72;68;32;32;32;32;32;32;76;76;76;76;76;76;0;0;0;0;0;0;100;48;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"07131";94;91;82;75;73;69;96;96;94;16;14;0;99;99;98;80;76;69;94;91;81;70;66;61;0;0;0;0;0;0;44;44;44;44;44;44;0;0;0;0;0;0;85;41;95;95;94;1;1;1;1;0;0;14;14;14;14;14;0
"07132";97;97;92;75;66;46;98;94;91;0;0;0;99;99;98;76;66;46;97;96;91;72;61;38;0;0;0;0;0;0;28;28;28;28;28;28;0;0;0;0;0;0;86;47;93;93;91;0;0;0;0;0;0;2;2;2;0;0;0
"07133";98;97;94;91;89;79;96;95;93;2;0;0;99;99;99;92;89;79;96;95;89;79;75;62;0;0;0;0;0;0;51;51;51;51;51;51;0;0;0;0;0;0;85;49;95;95;92;2;2;2;2;0;0;0;0;0;0;0;0
"07134";97;97;94;91;88;78;94;94;92;0;0;0;99;99;98;91;88;78;97;96;92;86;79;65;1;1;1;1;1;1;38;38;38;38;38;38;0;0;0;0;0;0;70;46;94;94;92;0;0;0;0;0;0;0;0;0;0;0;0
"07135";97;97;96;91;87;75;96;95;90;0;0;0;99;99;99;91;87;75;97;97;96;88;84;70;0;0;0;0;0;0;15;15;15;15;15;15;0;0;0;0;0;0;66;54;92;92;90;10;2;0;0;0;0;0;0;0;0;0;0
"07137";97;96;95;91;89;86;98;98;96;15;0;0;99;99;99;93;89;86;94;93;91;83;78;71;1;1;1;1;1;1;63;63;63;63;63;63;0;0;0;0;0;0;92;38;97;97;95;17;16;16;15;0;0;0;0;0;0;0;0
"07138";98;97;95;91;90;85;99;98;97;2;1;0;99;99;99;92;90;85;96;94;86;75;69;62;0;0;0;0;0;0;70;70;70;70;70;66;0;0;0;0;0;0;89;44;98;98;97;0;0;0;0;0;0;1;1;1;1;1;0
"07140";94;93;89;86;84;79;96;94;92;0;0;0;99;98;97;86;84;79;93;91;83;70;64;56;0;0;0;0;0;0;44;44;44;44;44;44;0;0;0;0;0;0;79;45;94;94;91;3;3;3;0;0;0;4;0;0;0;0;0
"07141";96;95;94;91;89;79;96;96;94;0;0;0;99;99;99;91;89;79;95;94;90;83;76;63;0;0;0;0;0;0;51;51;51;51;51;51;0;0;0;0;0;0;80;50;95;95;94;4;2;2;0;0;0;0;0;0;0;0;0
"07143";98;97;96;95;94;88;98;98;97;0;0;0;99;99;99;95;94;88;80;75;60;50;46;40;5;5;5;5;5;5;77;77;77;77;77;71;0;0;0;0;0;0;84;49;98;98;97;4;4;4;0;0;0;0;0;0;0;0;0
"07211";100;100;100;99;97;96;100;100;98;0;0;0;100;100;100;99;97;96;100;100;99;99;90;84;0;0;0;0;0;0;83;83;83;83;83;83;0;0;0;0;0;0;98;44;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"07231";95;93;89;82;78;69;95;94;92;3;0;0;99;98;98;83;78;69;94;93;88;81;74;62;0;0;0;0;0;0;26;26;26;26;26;26;0;0;0;0;0;0;75;51;94;94;92;5;5;5;3;0;0;0;0;0;0;0;0
"07232";94;93;88;70;56;37;82;81;74;0;0;0;98;98;96;70;56;37;94;93;88;69;54;34;0;0;0;0;0;0;13;13;13;13;13;13;0;0;0;0;0;0;63;44;77;77;74;1;1;0;0;0;0;0;0;0;0;0;0
"07233";93;91;84;73;67;57;88;88;85;0;0;0;99;99;96;74;67;57;93;91;84;72;65;56;0;0;0;0;0;0;5;5;5;5;5;5;0;0;0;0;0;0;53;38;87;87;85;0;0;0;0;0;0;0;0;0;0;0;0
"07235";95;94;90;81;75;67;93;91;88;0;0;0;99;98;97;81;75;67;95;93;86;74;64;52;0;0;0;0;0;0;27;27;27;27;27;27;0;0;0;0;0;0;78;53;90;90;88;1;1;1;0;0;0;0;0;0;0;0;0
"07311";100;100;100;100;99;98;100;100;100;0;0;0;100;100;100;100;99;98;100;100;100;98;75;70;35;35;35;35;35;35;95;95;95;95;95;95;0;0;0;0;0;0;100;46;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"07312";97;96;95;93;92;92;100;100;100;74;0;0;100;100;100;94;92;92;97;96;92;82;58;51;0;0;0;0;0;0;89;89;89;89;89;89;0;0;0;0;0;0;98;44;100;100;99;80;80;79;74;0;0;0;0;0;0;0;0
"07313";100;100;99;99;98;97;100;100;99;16;5;0;100;100;100;99;98;97;100;100;99;97;90;83;1;1;1;1;1;1;81;81;81;81;81;81;0;0;0;0;0;0;97;49;99;99;98;16;16;16;16;5;0;0;0;0;0;0;0
"07314";100;100;100;100;98;96;100;100;99;0;0;0;100;100;100;100;98;96;98;98;97;96;89;74;0;0;0;0;0;0;94;94;94;94;94;94;0;0;0;0;0;0;100;47;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"07315";100;100;100;100;97;93;100;100;97;0;0;0;100;100;100;100;97;93;100;100;100;99;88;57;4;4;4;4;4;4;88;88;88;88;88;88;0;0;0;0;0;0;100;42;100;100;97;0;0;0;0;0;0;0;0;0;0;0;0
"07316";99;99;98;95;94;93;99;95;93;1;0;0;100;100;100;95;94;93;97;96;94;88;82;76;0;0;0;0;0;0;77;77;77;77;77;77;0;0;0;0;0;0;96;39;95;95;93;1;1;1;1;0;0;0;0;0;0;0;0
"07317";100;100;99;99;98;97;100;100;100;0;0;0;100;100;100;99;98;97;100;100;99;96;89;84;0;0;0;0;0;0;81;81;81;81;81;81;0;0;0;0;0;0;95;39;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"07318";100;100;100;99;99;98;100;100;99;1;1;0;100;100;100;99;99;98;100;100;100;99;93;90;0;0;0;0;0;0;93;93;93;93;93;93;0;0;0;0;0;0;100;49;100;100;99;1;1;1;1;1;0;0;0;0;0;0;0
"07319";100;100;99;98;97;93;100;100;100;0;0;0;100;100;100;98;97;93;100;100;99;91;87;82;1;1;1;1;1;1;84;84;84;84;84;84;0;0;0;0;0;0;100;49;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"07320";99;99;99;98;97;93;98;98;97;0;0;0;100;100;100;98;97;93;99;99;99;98;93;86;0;0;0;0;0;0;70;70;70;70;70;70;0;0;0;0;0;0;94;40;98;98;97;16;0;0;0;0;0;0;0;0;0;0;0
"07331";98;98;97;91;87;83;98;98;96;0;0;0;99;99;99;91;87;83;96;92;88;76;66;61;0;0;0;0;0;0;52;52;52;52;52;52;0;0;0;0;0;0;87;41;98;98;96;2;2;2;0;0;0;0;0;0;0;0;0
"07332";99;98;95;89;82;73;97;97;94;0;0;0;99;99;99;89;82;73;98;97;93;82;66;55;0;0;0;0;0;0;45;45;45;45;45;45;0;0;0;0;0;0;92;45;97;97;94;0;0;0;0;0;0;0;0;0;0;0;0
"07333";92;91;86;81;80;69;94;94;92;6;4;4;99;99;99;86;83;73;91;90;84;65;60;47;0;0;0;0;0;0;36;36;36;36;36;36;0;0;0;0;0;0;69;51;92;92;90;6;6;6;6;4;4;0;0;0;0;0;0
"07334";97;97;94;90;83;75;98;97;89;24;20;0;99;99;99;94;88;76;93;91;87;76;57;45;0;0;0;0;0;0;49;49;49;49;49;49;0;0;0;0;0;0;93;54;91;91;85;24;24;24;24;20;0;0;0;0;0;0;0
"07335";96;95;87;76;70;65;96;95;94;0;0;0;99;99;98;76;70;65;94;91;76;56;41;31;0;0;0;0;0;0;53;53;53;53;53;53;0;0;0;0;0;0;87;44;95;95;94;0;0;0;0;0;0;0;0;0;0;0;0
"07336";95;94;89;83;80;66;96;96;95;1;0;0;99;99;99;84;80;66;94;93;86;78;74;55;0;0;0;0;0;0;34;34;34;34;34;34;0;0;0;0;0;0;75;56;96;96;95;1;1;1;1;0;0;0;0;0;0;0;0
"07337";98;98;92;82;79;71;92;91;88;5;3;0;99;99;98;83;80;71;97;96;89;67;63;53;0;0;0;0;0;0;44;44;44;44;44;44;0;0;0;0;0;0;78;47;90;90;87;5;5;5;5;3;0;0;0;0;0;0;0
"07338";99;98;98;97;95;93;99;99;94;0;0;0;100;99;99;97;95;93;97;96;93;84;68;60;5;5;5;5;5;5;81;81;81;81;81;81;0;0;0;0;0;0;97;49;99;99;94;0;0;0;0;0;0;0;0;0;0;0;0
"07339";99;98;98;96;95;92;98;97;93;0;0;0;99;99;99;96;95;92;97;97;94;89;79;72;1;1;1;1;1;1;61;61;61;61;61;61;0;0;0;0;0;0;95;57;96;96;93;2;2;2;0;0;0;0;0;0;0;0;0
"07340";97;96;92;82;74;61;85;82;79;0;0;0;99;98;97;82;74;61;95;93;85;64;53;35;0;0;0;0;0;0;38;38;38;38;38;38;0;0;0;0;0;0;70;44;82;82;79;0;0;0;0;0;0;0;0;0;0;0;0
"08111";100;100;100;99;96;91;100;100;99;0;0;0;100;100;100;99;96;91;100;100;100;98;85;65;0;0;0;0;0;0;83;83;83;83;83;83;0;0;0;0;0;0;100;45;100;100;99;0;0;0;0;0;0;0;0;0;0;0;0
"08115";99;99;99;97;93;90;99;99;95;0;0;0;100;100;99;97;93;90;99;99;97;93;78;71;1;1;1;1;1;1;69;69;69;69;69;69;0;0;0;0;0;0;96;53;99;99;95;0;0;0;0;0;0;0;0;0;0;0;0
"08116";99;99;98;95;90;84;99;98;92;0;0;0;100;99;99;95;90;84;99;98;96;92;81;66;0;0;0;0;0;0;67;67;67;67;67;67;0;0;0;0;0;0;95;44;98;98;92;0;0;0;0;0;0;0;0;0;0;0;0
"08117";98;98;97;95;94;93;98;97;95;1;0;0;99;99;99;95;94;93;96;94;90;84;78;74;14;14;14;14;14;14;81;81;81;81;81;81;0;0;0;0;0;0;90;45;97;97;95;1;1;1;1;0;0;0;0;0;0;0;0
"08118";99;99;98;97;91;90;99;99;98;4;0;0;99;99;99;97;91;90;99;99;98;95;78;73;6;6;6;6;6;6;73;73;73;73;73;73;0;0;0;0;0;0;98;43;99;99;96;4;4;4;4;0;0;0;0;0;0;0;0
"08119";98;98;96;94;91;87;98;96;93;0;0;0;99;99;99;94;91;87;98;98;96;92;86;78;0;0;0;0;0;0;67;67;67;67;67;67;0;0;0;0;0;0;92;40;96;96;93;0;0;0;0;0;0;0;0;0;0;0;0
"08121";100;100;97;94;90;83;100;100;98;0;0;0;100;100;100;94;90;83;100;100;97;92;85;68;0;0;0;0;0;0;70;70;70;70;70;70;0;0;0;0;0;0;98;45;100;100;98;2;2;0;0;0;0;2;2;0;0;0;0
"08125";98;97;94;88;85;78;98;97;96;1;1;0;99;99;99;89;85;78;96;95;90;80;70;59;0;0;0;0;0;0;57;57;57;57;57;57;0;0;0;0;0;0;89;46;97;97;95;2;2;1;1;1;0;1;1;0;0;0;0
"08126";95;94;90;85;83;80;94;94;93;0;0;0;99;98;98;85;83;80;92;88;77;64;56;49;0;0;0;0;0;0;67;67;67;67;67;67;0;0;0;0;0;0;73;39;94;94;93;0;0;0;0;0;0;0;0;0;0;0;0
"08127";95;94;90;84;81;75;93;92;88;0;0;0;99;98;97;84;81;75;94;92;85;74;64;49;0;0;0;0;0;0;61;61;61;61;61;61;0;0;0;0;0;0;77;39;91;91;88;0;0;0;0;0;0;0;0;0;0;0;0
"08128";97;97;94;89;85;76;90;90;88;0;0;0;99;99;98;89;85;76;94;93;87;68;55;40;0;0;0;0;0;0;54;54;54;54;54;54;0;0;0;0;0;0;70;51;89;89;88;0;0;0;0;0;0;0;0;0;0;0;0
"08135";98;98;97;94;90;87;97;94;93;0;0;0;99;99;98;94;90;87;98;97;93;85;69;64;1;1;1;1;1;1;63;63;63;63;62;62;0;0;0;0;0;0;85;41;94;94;93;0;0;0;0;0;0;0;0;0;0;0;0
"08136";97;96;93;89;84;81;96;95;92;0;0;0;99;99;98;89;84;81;96;94;90;83;70;62;1;1;1;1;1;1;59;59;59;59;59;59;0;0;0;0;0;0;83;42;95;95;92;0;0;0;0;0;0;0;0;0;0;0;0
"08211";100;100;99;99;97;94;98;97;85;0;0;0;100;100;100;99;97;94;100;100;99;99;95;91;0;0;0;0;0;0;62;62;62;62;62;62;0;0;0;0;0;0;90;39;97;97;85;0;0;0;0;0;0;0;0;0;0;0;0
"08212";100;100;100;100;97;95;100;100;97;0;0;0;100;100;100;100;97;95;100;100;100;99;91;77;0;0;0;0;0;0;88;88;88;88;88;88;0;0;0;0;0;0;100;46;99;99;97;0;0;0;0;0;0;0;0;0;0;0;0
"08215";99;99;97;90;84;82;99;98;96;7;0;0;100;100;99;92;84;82;96;93;87;74;60;53;0;0;0;0;0;0;69;69;69;69;69;69;0;0;0;0;0;0;93;47;98;98;96;7;7;7;7;0;0;0;0;0;0;0;0
"08216";99;99;97;94;92;89;96;94;91;21;0;0;99;99;99;95;92;89;99;98;96;92;83;78;8;8;8;8;8;8;51;51;51;51;51;51;0;0;0;0;0;0;88;38;93;93;90;21;21;21;21;0;0;0;0;0;0;0;0
"08221";100;100;99;95;87;86;100;100;98;0;0;0;100;100;100;95;87;86;100;100;98;86;18;12;0;0;0;0;0;0;86;86;86;86;86;86;0;0;0;0;0;0;99;46;100;100;98;0;0;0;0;0;0;0;0;0;0;0;0
"08222";100;100;100;99;98;96;100;100;100;0;0;0;100;100;100;99;98;96;100;100;100;98;91;79;0;0;0;0;0;0;92;92;92;92;92;92;91;0;0;0;0;0;100;45;100;100;100;0;0;0;0;0;0;0;0;0;0;0;0
"08225";98;98;98;97;94;75;94;94;90;0;0;0;99;99;99;97;94;75;98;98;98;96;92;71;0;0;0;0;0;0;33;33;33;33;33;33;0;0;0;0;0;0;75;49;94;94;90;2;2;2;0;0;0;0;0;0;0;0;0
"08226";99;98;95;93;91;88;99;98;94;0;0;0;99;99;99;93;91;88;98;97;93;89;78;71;2;2;2;2;2;2;75;75;75;75;75;75;1;0;0;0;0;0;91;45;97;97;94;0;0;0;0;0;0;3;3;2;0;0;0
"08231";100;100;100;99;98;97;100;100;100;87;0;0;100;100;100;100;98;97;99;99;99;98;91;86;1;1;1;1;1;1;87;87;87;87;87;87;0;0;0;0;0;0;99;34;100;100;97;87;87;87;87;0;0;0;0;0;0;0;0
"08235";95;94;86;77;75;72;93;93;90;3;0;0;98;98;96;78;75;72;92;89;78;61;56;50;0;0;0;0;0;0;55;55;55;55;55;55;0;0;0;0;0;0;70;42;93;93;90;3;3;3;3;0;0;0;0;0;0;0;0
"08236";98;96;92;85;79;74;99;98;95;27;0;0;99;99;99;88;79;74;97;93;80;60;47;40;0;0;0;0;0;0;57;57;57;57;57;57;0;0;0;0;0;0;91;51;98;98;93;27;27;27;27;0;0;0;0;0;0;0;0
"08237";93;90;86;80;77;75;91;89;87;0;0;0;97;97;95;80;77;75;90;87;78;68;58;53;0;0;0;0;0;0;52;52;52;52;52;52;0;0;0;0;0;0;74;40;88;88;87;2;2;2;0;0;0;0;0;0;0;0;0
"08311";100;100;100;98;96;91;100;99;98;0;0;0;100;100;100;98;96;91;100;100;100;98;93;77;0;0;0;0;0;0;75;75;75;75;75;75;0;0;0;0;0;0;99;46;99;99;98;0;0;0;0;0;0;0;0;0;0;0;0
"08315";95;94;88;77;69;58;95;91;87;0;0;0;99;99;97;77;69;58;95;94;87;75;64;49;0;0;0;0;0;0;38;38;38;38;38;38;0;0;0;0;0;0;85;46;89;89;87;0;0;0;0;0;0;0;0;0;0;0;0
"08316";98;98;97;95;92;77;97;96;91;0;0;0;99;99;99;95;92;77;98;98;97;95;89;73;0;0;0;0;0;0;34;34;34;34;34;34;0;0;0;0;0;0;87;45;95;95;91;0;0;0;0;0;0;0;0;0;0;0;0
"08317";97;97;95;89;84;77;97;96;92;0;0;0;99;99;98;89;84;77;97;97;92;81;69;59;8;8;8;8;8;8;57;57;57;57;57;57;0;0;0;0;0;0;87;45;96;96;92;0;0;0;0;0;0;0;0;0;0;0;0
"08325";98;98;97;96;94;91;93;92;87;0;0;0;99;99;99;96;94;91;98;97;97;95;91;84;0;0;0;0;0;0;70;70;70;70;70;70;0;0;0;0;0;0;82;58;90;90;87;0;0;0;0;0;0;0;0;0;0;0;0
"08326";96;94;91;84;81;77;96;92;89;0;0;0;99;98;96;84;81;77;95;91;85;72;62;55;0;0;0;0;0;0;66;66;66;66;66;66;0;0;0;0;0;0;87;45;90;90;89;15;15;0;0;0;0;0;0;0;0;0;0
"08327";99;98;96;94;91;89;96;89;84;0;0;0;99;99;98;94;91;89;94;92;85;74;64;55;0;0;0;0;0;0;84;84;84;84;84;84;0;0;0;0;0;0;84;45;89;89;84;0;0;0;0;0;0;0;0;0;0;0;0
"08335";98;97;94;90;83;77;95;92;86;0;0;0;99;99;97;90;83;77;98;96;92;84;55;45;5;5;5;5;5;5;65;65;65;65;65;65;0;0;0;0;0;0;91;49;90;90;86;2;0;0;0;0;0;0;0;0;0;0;0
"08336";94;93;88;81;77;73;95;89;74;0;0;0;98;98;94;81;77;73;94;93;87;78;64;56;11;11;11;11;11;11;57;57;57;57;57;57;0;0;0;0;0;0;85;42;86;86;74;6;6;0;0;0;0;0;0;0;0;0;0
"08337";90;86;75;63;61;59;83;75;64;31;23;23;97;96;92;76;69;68;88;83;69;51;45;42;1;1;1;1;1;1;43;43;43;43;43;43;0;0;0;0;0;0;60;34;55;55;45;34;34;34;31;23;23;0;0;0;0;0;0
"08415";98;98;95;92;89;84;98;96;92;6;0;0;99;99;99;95;89;84;98;97;93;85;80;72;0;0;0;0;0;0;67;67;67;67;67;67;0;0;0;0;0;0;86;40;95;95;91;6;6;6;6;0;0;0;0;0;0;0;0
"08416";99;99;98;95;91;87;98;96;93;0;0;0;100;99;99;95;91;87;99;99;97;89;75;66;0;0;0;0;0;0;68;68;68;68;68;68;0;0;0;0;0;0;90;46;95;95;93;0;0;0;0;0;0;0;0;0;0;0;0
"08417";97;97;92;85;81;74;92;91;88;0;0;0;99;99;98;85;81;74;95;93;85;71;65;55;0;0;0;0;0;0;52;52;52;52;52;52;0;0;0;0;0;0;80;47;91;91;88;0;0;0;0;0;0;0;0;0;0;0;0
"08421";100;99;98;98;95;94;100;100;100;100;0;0;100;100;100;100;95;94;99;98;96;94;73;61;1;1;1;1;1;1;88;88;88;88;88;88;0;0;0;0;0;0;99;43;100;100;99;100;100;100;100;0;0;0;0;0;0;0;0
"08425";96;95;92;87;83;74;96;96;94;37;0;0;99;99;98;92;83;74;94;93;86;77;67;54;0;0;0;0;0;0;51;51;51;51;51;51;0;0;0;0;0;0;77;38;94;94;90;43;37;37;37;0;0;0;0;0;0;0;0
"08426";96;95;91;86;81;74;92;89;85;9;0;0;99;98;97;86;81;74;93;92;86;75;65;55;2;2;2;2;2;2;50;50;50;50;50;50;0;0;0;0;0;0;66;38;88;88;85;29;9;9;9;0;0;0;0;0;0;0;0
