AGS;300_1;300_2;300_6;300_16;300_30;300_50;DSL_1;DSL_2;DSL_6;DSL_16;DSL_30;DSL_50;FTTH_1;FTTH_2;FTTH_6;FTTH_16;FTTH_30;FTTH_50;CATV_1;CATV_2;CATV_6;CATV_16;CATV_30;CATV_50;PLC_1;PLC_2;PLC_6;PLC_16;PLC_30;PLC_50;UMTS_1;UMTS_2;LTE_1;LTE_2;LTE_6;WLAN_1;WLAN_2;WLAN_6;WLAN_16;WLAN_30;WLAN_50;WiMAX_1;WiMAX_2;WiMAX_6;WiMAX_16;WiMAX_30;WiMAX_50
14626560;96,00;90,00;86,00;59,00;54,00;53,00;67,00;58,00;29,00;9,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;51,00;51,00;51,00;51,00;51,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;32,00;1,00;71,00;71,00;67,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14626520;98,00;97,00;95,00;2,00;2,00;2,00;28,00;14,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;71,00;48,00;96,00;96,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14729070;100,00;100,00;100,00;22,00;15,00;11,00;94,00;93,00;69,00;22,00;15,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;58,00;99,00;99,00;97,00;6,00;6,00;5,00;0,00;0,00;0,00;54,00;54,00;54,00;0,00;0,00;0,00
15083440;100,00;100,00;99,00;97,00;93,00;42,00;98,00;98,00;98,00;97,00;93,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;74,00;100,00;100,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14729080;100,00;100,00;100,00;97,00;96,00;73,00;94,00;93,00;88,00;81,00;78,00;71,00;2,00;2,00;2,00;2,00;2,00;2,00;25,00;25,00;25,00;25,00;25,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;73,00;62,00;97,00;97,00;95,00;96,00;96,00;95,00;94,00;94,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00
14729140;100,00;100,00;100,00;29,00;20,00;12,00;68,00;66,00;51,00;28,00;20,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;81,00;9,00;98,00;98,00;91,00;62,00;62,00;60,00;0,00;0,00;0,00;15,00;15,00;15,00;0,00;0,00;0,00
15083361;100,00;100,00;99,00;91,00;51,00;26,00;98,00;98,00;98,00;91,00;51,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,00;0,00;97,00;97,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14729100;100,00;100,00;95,00;1,00;1,00;1,00;85,00;77,00;33,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;14,00;100,00;100,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15083415;100,00;100,00;100,00;88,00;81,00;67,00;98,00;98,00;94,00;86,00;74,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;54,00;54,00;54,00;54,00;54,00;54,00;0,00;0,00;0,00;0,00;0,00;0,00;84,00;42,00;93,00;93,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15083390;100,00;100,00;99,00;41,00;36,00;12,00;96,00;94,00;58,00;41,00;36,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,00;25,00;96,00;96,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15083411;97,00;97,00;93,00;13,00;11,00;8,00;71,00;67,00;53,00;11,00;9,00;6,00;2,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;73,00;39,00;92,00;92,00;91,00;15,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08425050;100,00;100,00;100,00;98,00;98,00;98,00;100,00;100,00;99,00;98,00;98,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;52,00;38,00;97,00;97,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15086055;100,00;100,00;100,00;60,00;42,00;29,00;96,00;95,00;79,00;40,00;35,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;8,00;8,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;58,00;39,00;96,00;96,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;15,00;15,00;15,00;0,00;0,00
15086040;100,00;100,00;99,00;86,00;83,00;79,00;92,00;91,00;91,00;84,00;74,00;67,00;0,00;0,00;0,00;0,00;0,00;0,00;60,00;60,00;60,00;60,00;60,00;60,00;0,00;0,00;0,00;0,00;0,00;0,00;91,00;49,00;98,00;98,00;97,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15085110;99,00;99,00;99,00;87,00;76,00;45,00;94,00;94,00;93,00;87,00;76,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54,00;42,00;81,00;81,00;79,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087015;99,00;99,00;99,00;97,00;94,00;87,00;98,00;98,00;98,00;97,00;94,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57,00;6,00;91,00;91,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087031;100,00;100,00;99,00;45,00;41,00;38,00;74,00;72,00;65,00;45,00;41,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58,00;17,00;82,00;82,00;78,00;25,00;25,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15085135;100,00;100,00;100,00;99,00;94,00;83,00;99,00;99,00;99,00;98,00;91,00;57,00;0,00;0,00;0,00;0,00;0,00;0,00;67,00;67,00;67,00;67,00;67,00;67,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;35,00;98,00;98,00;97,00;73,00;73,00;73,00;73,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087055;100,00;100,00;100,00;7,00;7,00;5,00;99,00;93,00;71,00;7,00;7,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;0,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087070;100,00;100,00;97,00;97,00;93,00;37,00;97,00;97,00;97,00;97,00;93,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;79,00;77,00;83,00;83,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087101;100,00;100,00;100,00;95,00;95,00;93,00;98,00;98,00;95,00;95,00;95,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,00;41,00;97,00;97,00;86,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087130;100,00;100,00;99,00;83,00;77,00;70,00;97,00;94,00;89,00;76,00;62,00;47,00;0,00;0,00;0,00;0,00;0,00;0,00;63,00;63,00;63,00;63,00;63,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;45,00;99,00;99,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087220;100,00;100,00;99,00;86,00;85,00;84,00;100,00;99,00;92,00;82,00;77,00;73,00;0,00;0,00;0,00;0,00;0,00;0,00;58,00;58,00;58,00;58,00;58,00;58,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;44,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087250;100,00;100,00;100,00;87,00;77,00;35,00;99,00;99,00;94,00;87,00;77,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;47,00;0,00;99,00;99,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087210;100,00;100,00;100,00;4,00;4,00;4,00;97,00;79,00;20,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,00;70,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087440;100,00;100,00;100,00;95,00;95,00;81,00;99,00;99,00;98,00;95,00;95,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;70,00;50,00;87,00;87,00;82,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087370;100,00;100,00;100,00;87,00;63,00;58,00;99,00;99,00;98,00;83,00;41,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;31,00;31,00;31,00;31,00;31,00;31,00;0,00;0,00;0,00;0,00;0,00;0,00;79,00;40,00;97,00;97,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087412;99,00;99,00;97,00;52,00;48,00;40,00;97,00;97,00;84,00;52,00;48,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;86,00;86,00;83,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087275;100,00;100,00;99,00;53,00;49,00;36,00;97,00;97,00;81,00;53,00;49,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;56,00;23,00;94,00;94,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15087386;100,00;100,00;100,00;51,00;38,00;28,00;96,00;95,00;69,00;51,00;38,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;49,00;0,00;95,00;95,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15088025;99,00;98,00;98,00;82,00;69,00;53,00;89,00;81,00;75,00;72,00;69,00;53,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;68,00;98,00;98,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;33,00;33,00;33,00;11,00;0,00;0,00
15088020;100,00;100,00;100,00;86,00;55,00;54,00;98,00;96,00;92,00;82,00;19,00;15,00;1,00;1,00;1,00;1,00;1,00;1,00;45,00;45,00;45,00;45,00;45,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;78,00;100,00;100,00;100,00;7,00;1,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00
15088150;100,00;100,00;100,00;91,00;67,00;55,00;98,00;98,00;93,00;71,00;67,00;55,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;53,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;70,00;70,00;70,00;70,00;0,00;0,00
08327025;99,00;98,00;98,00;93,00;90,00;90,00;85,00;75,00;74,00;57,00;29,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;81,00;81,00;81,00;81,00;81,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;82,00;47,00;87,00;87,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08415085;100,00;100,00;98,00;81,00;61,00;53,00;94,00;92,00;70,00;55,00;53,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;18,00;18,00;18,00;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;92,00;92,00;92,00;23,00;19,00;19,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16051000;100,00;100,00;100,00;97,00;94,00;88,00;100,00;99,00;99,00;96,00;91,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;67,00;67,00;67,00;67,00;67,00;67,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;42,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16054000;100,00;100,00;100,00;93,00;88,00;87,00;99,00;93,00;90,00;64,00;34,00;31,00;0,00;0,00;0,00;0,00;0,00;0,00;84,00;84,00;84,00;84,00;84,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;94,00;48,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16053000;100,00;100,00;100,00;99,00;97,00;95,00;99,00;99,00;99,00;98,00;96,00;93,00;1,00;1,00;1,00;1,00;1,00;1,00;69,00;69,00;69,00;69,00;69,00;69,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;44,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061012;100,00;100,00;100,00;99,00;91,00;78,00;99,00;99,00;99,00;99,00;91,00;78,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;87,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15089307;100,00;100,00;96,00;65,00;65,00;36,00;90,00;86,00;75,00;65,00;65,00;35,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;64,00;35,00;91,00;91,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;17,00;17,00;0,00;0,00;0,00
15089305;100,00;100,00;100,00;97,00;93,00;86,00;99,00;99,00;98,00;96,00;87,00;78,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;40,00;40,00;40,00;40,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;43,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15089310;100,00;99,00;99,00;45,00;44,00;29,00;83,00;80,00;55,00;30,00;28,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;24,00;24,00;24,00;24,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;83,00;40,00;98,00;98,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;20,00;20,00;0,00;0,00;0,00
15090010;100,00;100,00;100,00;98,00;98,00;98,00;88,00;88,00;88,00;88,00;87,00;82,00;96,00;96,00;96,00;96,00;96,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;90,00;60,00;72,00;72,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15090003;100,00;99,00;99,00;59,00;54,00;44,00;96,00;92,00;85,00;59,00;54,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;4,00;84,00;84,00;82,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15090135;100,00;100,00;97,00;71,00;69,00;68,00;80,00;70,00;54,00;42,00;40,00;39,00;36,00;36,00;36,00;36,00;36,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,00;0,00;89,00;89,00;78,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15090070;96,00;95,00;91,00;33,00;22,00;20,00;68,00;64,00;52,00;33,00;22,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;51,00;17,00;93,00;93,00;88,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15090007;99,00;98,00;98,00;92,00;91,00;87,00;93,00;92,00;92,00;92,00;91,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;47,00;1,00;91,00;91,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15090008;100,00;100,00;99,00;50,00;42,00;32,00;90,00;85,00;64,00;50,00;42,00;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;2,00;95,00;95,00;91,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061017;100,00;100,00;100,00;97,00;93,00;53,00;98,00;98,00;98,00;97,00;93,00;53,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;59,00;100,00;100,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08335055;100,00;100,00;100,00;98,00;97,00;54,00;99,00;99,00;99,00;98,00;97,00;54,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,00;4,00;71,00;71,00;66,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061022;100,00;100,00;100,00;100,00;100,00;60,00;100,00;100,00;100,00;100,00;100,00;59,00;3,00;3,00;3,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;29,00;4,00;99,00;99,00;55,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061027;100,00;100,00;100,00;95,00;91,00;91,00;99,00;99,00;99,00;95,00;91,00;91,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;37,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16064037;100,00;100,00;100,00;96,00;96,00;71,00;96,00;96,00;96,00;96,00;96,00;71,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;92,00;7,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061041;100,00;100,00;100,00;98,00;98,00;97,00;100,00;100,00;100,00;98,00;98,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061074;100,00;100,00;100,00;97,00;97,00;74,00;98,00;98,00;97,00;97,00;97,00;73,00;13,00;13,00;13,00;13,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;80,00;100,00;100,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08417015;100,00;100,00;100,00;100,00;99,00;93,00;100,00;100,00;100,00;99,00;93,00;62,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;85,00;85,00;85,00;85,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;16,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061075;100,00;100,00;100,00;89,00;81,00;27,00;90,00;90,00;90,00;89,00;81,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;62,00;62,00;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061034;100,00;100,00;100,00;92,00;89,00;75,00;92,00;92,00;92,00;92,00;89,00;75,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;2,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061036;100,00;100,00;100,00;100,00;97,00;25,00;100,00;100,00;100,00;100,00;97,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08336014;99,00;98,00;94,00;65,00;62,00;59,00;96,00;94,00;90,00;65,00;62,00;59,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,00;42,00;74,00;74,00;65,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061035;100,00;100,00;100,00;93,00;86,00;20,00;93,00;93,00;93,00;93,00;86,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08336019;100,00;100,00;100,00;98,00;98,00;96,00;100,00;100,00;99,00;98,00;98,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;16,00;100,00;100,00;90,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061045;100,00;100,00;100,00;93,00;91,00;88,00;100,00;100,00;99,00;78,00;69,00;62,00;0,00;0,00;0,00;0,00;0,00;0,00;76,00;76,00;76,00;76,00;76,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;50,00;97,00;97,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061044;100,00;100,00;100,00;96,00;93,00;92,00;97,00;97,00;97,00;96,00;93,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;97,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061049;100,00;100,00;99,00;95,00;95,00;73,00;95,00;95,00;95,00;95,00;95,00;73,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;16,00;80,00;80,00;62,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061054;100,00;100,00;100,00;97,00;94,00;27,00;100,00;100,00;99,00;97,00;94,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,00;8,00;100,00;100,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061052;100,00;100,00;100,00;95,00;95,00;95,00;100,00;100,00;95,00;95,00;95,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08336091;100,00;100,00;100,00;100,00;97,00;97,00;100,00;100,00;100,00;99,00;90,00;82,00;0,00;0,00;0,00;0,00;0,00;0,00;87,00;87,00;87,00;87,00;87,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;97,00;44,00;88,00;88,00;74,00;5,00;5,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061056;91,00;91,00;91,00;87,00;87,00;87,00;12,00;12,00;12,00;12,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;81,00;81,00;81,00;81,00;81,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;68,00;68,00;68,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08417052;100,00;100,00;100,00;100,00;88,00;34,00;100,00;100,00;100,00;100,00;88,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,00;9,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061059;100,00;100,00;100,00;61,00;60,00;18,00;62,00;62,00;62,00;61,00;60,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;28,00;95,00;95,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
