AGS;300_1;300_2;300_6;300_16;300_30;300_50;DSL_1;DSL_2;DSL_6;DSL_16;DSL_30;DSL_50;FTTH_1;FTTH_2;FTTH_6;FTTH_16;FTTH_30;FTTH_50;CATV_1;CATV_2;CATV_6;CATV_16;CATV_30;CATV_50;PLC_1;PLC_2;PLC_6;PLC_16;PLC_30;PLC_50;UMTS_1;UMTS_2;LTE_1;LTE_2;LTE_6;WLAN_1;WLAN_2;WLAN_6;WLAN_16;WLAN_30;WLAN_50;WiMAX_1;WiMAX_2;WiMAX_6;WiMAX_16;WiMAX_30;WiMAX_50
09571228;100,00;100,00;100,00;74,00;20,00;7,00;93,00;93,00;93,00;74,00;20,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;80,00;41,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07133046;96,00;96,00;95,00;75,00;75,00;75,00;80,00;76,00;75,00;75,00;75,00;75,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,00;70,00;92,00;92,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
15081455;100,00;99,00;99,00;91,00;88,00;86,00;95,00;94,00;93,00;90,00;84,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;63,00;63,00;63,00;63,00;63,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;80,00;30,00;98,00;98,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07231069;100,00;100,00;100,00;100,00;97,00;97,00;89,00;87,00;85,00;85,00;85,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;21,00;82,00;82,00;78,00;99,00;99,00;99,00;99,00;76,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00
07141068;100,00;100,00;100,00;92,00;92,00;90,00;100,00;100,00;99,00;54,00;52,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;87,00;87,00;87,00;87,00;87,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;94,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07132080;100,00;100,00;100,00;94,00;48,00;21,00;98,00;98,00;97,00;94,00;48,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87,00;71,00;96,00;96,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07141069;100,00;100,00;100,00;80,00;80,00;80,00;99,00;99,00;81,00;80,00;80,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;59,00;48,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07231113;100,00;100,00;100,00;44,00;42,00;39,00;99,00;99,00;98,00;44,00;42,00;39,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;90,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07231114;84,00;84,00;84,00;82,00;81,00;81,00;82,00;82,00;82,00;82,00;81,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;35,00;52,00;52,00;51,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07135075;98,00;95,00;93,00;87,00;84,00;44,00;89,00;89,00;89,00;87,00;84,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;60,00;60,00;47,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07232088;100,00;100,00;99,00;36,00;34,00;22,00;99,00;99,00;97,00;36,00;34,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;96,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07232092;97,00;97,00;94,00;5,00;5,00;5,00;53,00;14,00;5,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;68,00;30,00;97,00;97,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07138047;100,00;100,00;100,00;92,00;92,00;92,00;98,00;95,00;30,00;28,00;28,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;76,00;76,00;76,00;76,00;76,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;74,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03155011;100,00;100,00;100,00;95,00;94,00;94,00;99,00;97,00;95,00;94,00;88,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;77,00;77,00;77,00;77,00;77,00;77,00;0,00;0,00;0,00;0,00;0,00;0,00;93,00;46,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;96,00;96,00;0,00;0,00;0,00
09274134;100,00;100,00;100,00;85,00;83,00;79,00;96,00;96,00;92,00;46,00;43,00;37,00;0,00;0,00;0,00;0,00;0,00;0,00;74,00;74,00;74,00;74,00;74,00;74,00;0,00;0,00;0,00;0,00;0,00;0,00;77,00;52,00;97,00;97,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
08425013;94,00;93,00;93,00;82,00;81,00;66,00;83,00;81,00;81,00;80,00;79,00;64,00;2,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,00;42,00;84,00;84,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01060021;100,00;100,00;100,00;92,00;91,00;91,00;93,00;90,00;89,00;85,00;84,00;69,00;90,00;90,00;90,00;90,00;90,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,00;31,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01060020;100,00;100,00;100,00;98,00;98,00;98,00;96,00;95,00;95,00;93,00;92,00;84,00;98,00;98,00;98,00;98,00;98,00;98,00;88,00;88,00;88,00;88,00;88,00;88,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;18,00;100,00;100,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09273451;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;97,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01060097;100,00;100,00;99,00;88,00;87,00;86,00;92,00;91,00;20,00;10,00;9,00;8,00;83,00;83,00;83,00;83,00;83,00;83,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;78,00;78,00;77,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09575130;100,00;99,00;99,00;97,00;97,00;97,00;98,00;98,00;97,00;97,00;97,00;97,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;15,00;84,00;84,00;66,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01061037;100,00;100,00;100,00;93,00;93,00;93,00;85,00;25,00;1,00;1,00;1,00;1,00;93,00;93,00;93,00;93,00;93,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54,00;16,00;83,00;83,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03157006;100,00;100,00;100,00;99,00;98,00;97,00;100,00;100,00;98,00;98,00;93,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;88,00;88,00;88,00;88,00;88,00;0,00;0,00;0,00;0,00;0,00;0,00;99,00;49,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12069590;100,00;100,00;100,00;96,00;90,00;76,00;99,00;99,00;98,00;96,00;90,00;76,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,00;62,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12069537;100,00;100,00;100,00;88,00;87,00;84,00;90,00;88,00;88,00;88,00;87,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;4,00;91,00;91,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12069541;99,00;98,00;84,00;40,00;40,00;40,00;94,00;83,00;41,00;40,00;40,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;1,00;71,00;71,00;61,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12065036;100,00;100,00;100,00;97,00;80,00;61,00;100,00;100,00;99,00;97,00;76,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;50,00;50,00;50,00;50,00;50,00;0,00;0,00;0,00;0,00;0,00;0,00;96,00;65,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12072014;99,00;99,00;96,00;89,00;87,00;83,00;91,00;91,00;91,00;89,00;87,00;83,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;55,00;0,00;94,00;94,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12067144;100,00;100,00;100,00;100,00;96,00;95,00;100,00;97,00;95,00;94,00;93,00;92,00;0,00;0,00;0,00;0,00;0,00;0,00;78,00;78,00;78,00;78,00;78,00;78,00;0,00;0,00;0,00;0,00;0,00;0,00;98,00;58,00;99,00;99,00;99,00;97,00;97,00;97,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061019;99,00;99,00;99,00;98,00;94,00;40,00;98,00;98,00;98,00;98,00;94,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;73,00;54,00;94,00;94,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01056026;100,00;100,00;100,00;78,00;78,00;78,00;100,00;100,00;100,00;3,00;3,00;3,00;78,00;78,00;78,00;78,00;78,00;78,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;64,00;51,00;100,00;100,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061028;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01057067;100,00;100,00;96,00;51,00;50,00;49,00;88,00;86,00;53,00;51,00;50,00;49,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;89,00;18,00;100,00;100,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05558028;100,00;100,00;100,00;88,00;86,00;69,00;93,00;92,00;91,00;87,00;83,00;63,00;5,00;5,00;5,00;5,00;5,00;5,00;28,00;28,00;28,00;28,00;28,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;67,00;23,00;83,00;83,00;82,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03359015;100,00;100,00;94,00;61,00;38,00;29,00;84,00;84,00;80,00;61,00;38,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;2,00;97,00;97,00;65,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09187145;100,00;100,00;94,00;82,00;81,00;71,00;93,00;88,00;71,00;71,00;70,00;54,00;0,00;0,00;0,00;0,00;0,00;0,00;57,00;57,00;57,00;57,00;57,00;57,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;99,00;99,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14625500;100,00;100,00;100,00;98,00;32,00;16,00;49,00;46,00;46,00;45,00;32,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;97,00;97,00;93,00;87,00;87,00;87,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03254005;100,00;100,00;99,00;89,00;84,00;83,00;99,00;99,00;92,00;89,00;83,00;81,00;0,00;0,00;0,00;0,00;0,00;0,00;44,00;44,00;44,00;44,00;44,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;81,00;60,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01062016;100,00;100,00;100,00;97,00;96,00;96,00;98,00;96,00;81,00;65,00;61,00;57,00;94,00;94,00;94,00;94,00;94,00;94,00;68,00;68,00;68,00;68,00;68,00;68,00;0,00;0,00;0,00;0,00;0,00;0,00;80,00;4,00;99,00;99,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12069306;100,00;100,00;100,00;92,00;90,00;86,00;97,00;97,00;96,00;92,00;90,00;86,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;83,00;60,00;99,00;99,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09771169;98,00;98,00;95,00;89,00;89,00;58,00;98,00;98,00;93,00;89,00;86,00;51,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;15,00;15,00;15,00;15,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;38,00;19,00;78,00;78,00;74,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
05570008;100,00;100,00;100,00;96,00;89,00;87,00;98,00;98,00;97,00;94,00;70,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;80,00;80,00;80,00;80,00;80,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;49,00;100,00;100,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01055001;99,00;99,00;97,00;69,00;66,00;64,00;88,00;84,00;72,00;66,00;64,00;61,00;0,00;0,00;0,00;0,00;0,00;0,00;34,00;34,00;34,00;34,00;34,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;67,00;49,00;97,00;97,00;96,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09771176;100,00;100,00;98,00;38,00;9,00;4,00;98,00;98,00;93,00;38,00;7,00;2,00;2,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;92,00;92,00;88,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01060004;100,00;100,00;100,00;99,00;98,00;98,00;100,00;100,00;99,00;97,00;86,00;80,00;58,00;58,00;58,00;58,00;58,00;58,00;91,00;91,00;91,00;91,00;91,00;91,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;35,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09771168;100,00;100,00;100,00;99,00;99,00;66,00;99,00;99,00;99,00;99,00;99,00;66,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,00;17,00;75,00;75,00;65,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03256002;100,00;100,00;100,00;97,00;97,00;97,00;98,00;98,00;97,00;96,00;96,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65,00;40,00;98,00;98,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03256001;100,00;100,00;99,00;89,00;89,00;89,00;92,00;91,00;89,00;89,00;89,00;89,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;4,00;88,00;88,00;80,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14523060;100,00;100,00;100,00;33,00;31,00;14,00;37,00;37,00;35,00;33,00;31,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;71,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01060006;100,00;100,00;96,00;40,00;40,00;38,00;85,00;84,00;57,00;11,00;11,00;9,00;29,00;29,00;29,00;29,00;29,00;29,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,00;1,00;100,00;100,00;96,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03255508;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
03256003;99,00;99,00;99,00;87,00;87,00;87,00;89,00;88,00;86,00;85,00;85,00;85,00;0,00;0,00;0,00;0,00;0,00;0,00;34,00;34,00;34,00;34,00;34,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;74,00;99,00;99,00;76,00;4,00;4,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
03256004;100,00;100,00;100,00;50,00;39,00;33,00;87,00;86,00;75,00;50,00;39,00;33,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;67,00;57,00;100,00;100,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01057009;100,00;100,00;100,00;24,00;22,00;20,00;75,00;51,00;45,00;24,00;22,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,00;40,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
12071401;100,00;100,00;98,00;3,00;3,00;3,00;94,00;92,00;9,00;3,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,00;56,00;100,00;100,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09575146;100,00;100,00;100,00;90,00;1,00;1,00;90,00;90,00;90,00;90,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;54,00;45,00;82,00;82,00;82,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13072025;99,00;99,00;99,00;7,00;7,00;7,00;70,00;70,00;28,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,00;2,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13072027;100,00;99,00;99,00;83,00;78,00;65,00;96,00;96,00;96,00;83,00;78,00;65,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,00;14,00;96,00;96,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13072029;100,00;100,00;100,00;75,00;61,00;34,00;96,00;96,00;92,00;75,00;61,00;34,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;42,00;99,00;99,00;99,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13072026;97,00;95,00;95,00;8,00;8,00;8,00;26,00;13,00;8,00;8,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42,00;0,00;95,00;95,00;95,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13072050;100,00;100,00;100,00;75,00;70,00;58,00;89,00;85,00;81,00;75,00;70,00;58,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,00;0,00;93,00;93,00;86,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13072049;100,00;100,00;99,00;75,00;69,00;51,00;99,00;99,00;92,00;75,00;69,00;51,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;97,00;97,00;97,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14523080;100,00;100,00;99,00;22,00;19,00;13,00;22,00;22,00;22,00;22,00;19,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;80,00;61,00;99,00;99,00;98,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01060009;100,00;100,00;100,00;87,00;87,00;87,00;51,00;2,00;2,00;2,00;2,00;2,00;86,00;86,00;86,00;86,00;86,00;86,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;92,00;26,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09479166;100,00;100,00;100,00;94,00;93,00;88,00;99,00;99,00;99,00;79,00;78,00;73,00;0,00;0,00;0,00;0,00;0,00;0,00;43,00;43,00;43,00;43,00;43,00;43,00;0,00;0,00;0,00;0,00;0,00;0,00;83,00;67,00;99,00;99,00;93,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061024;99,00;99,00;99,00;87,00;87,00;87,00;87,00;87,00;87,00;87,00;87,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;91,00;91,00;91,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
14523090;100,00;100,00;100,00;95,00;91,00;88,00;99,00;99,00;94,00;92,00;83,00;55,00;0,00;0,00;0,00;0,00;0,00;0,00;84,00;84,00;84,00;84,00;84,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;49,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
09479161;100,00;100,00;100,00;97,00;97,00;95,00;94,00;91,00;83,00;82,00;82,00;79,00;3,00;3,00;3,00;3,00;3,00;3,00;77,00;77,00;77,00;77,00;77,00;77,00;0,00;0,00;0,00;0,00;0,00;0,00;82,00;76,00;98,00;98,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
16061025;100,00;100,00;100,00;58,00;38,00;11,00;100,00;100,00;100,00;58,00;38,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,00;85,00;100,00;100,00;100,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
07340008;100,00;100,00;99,00;97,00;64,00;12,00;99,00;99,00;99,00;97,00;64,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60,00;57,00;74,00;74,00;74,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
13073005;100,00;100,00;100,00;81,00;72,00;63,00;98,00;98,00;98,00;81,00;72,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;9,00;59,00;59,00;54,00;18,00;18,00;0,00;0,00;0,00;0,00;18,00;18,00;0,00;0,00;0,00;0,00
