AGS;100_1;100_2;100_6;100_16;100_30;100_50;200_1;200_2;200_6;200_16;200_30;200_50
07233032;96;96;96;84;35;6;84;84;71;0;0;0
08335075;99;97;95;94;89;86;99;98;95;0;0;0
07232024;98;98;98;98;63;10;24;24;24;0;0;0
07133062;100;100;100;100;79;40;100;100;100;0;0;0
07232298;97;97;97;94;21;0;98;98;98;0;0;0
07311000;100;100;100;100;99;98;100;100;100;0;0;0
07134004;97;97;68;68;68;63;100;100;69;0;0;0
07143205;99;99;93;93;93;57;100;100;100;0;0;0
16075047;94;94;0;0;0;0;100;100;100;0;0;0
07143268;97;97;97;96;96;94;100;100;100;0;0;0
09175132;100;100;100;98;92;85;100;100;99;0;0;0
09774150;99;99;99;98;97;96;97;97;96;0;0;0
13071125;98;98;79;27;27;13;78;78;49;0;0;0
01053129;100;100;100;99;97;96;100;100;100;0;0;0
09375148;94;94;94;88;82;73;94;92;90;0;0;0
09565000;100;100;99;98;96;93;100;100;100;82;82;82
06433013;100;100;100;99;91;86;100;100;100;0;0;0
07339006;100;100;100;100;100;100;100;100;100;0;0;0
01058173;95;95;92;87;79;57;99;99;99;0;0;0
03151033;97;97;97;85;81;34;98;98;68;0;0;0
06432020;100;100;99;99;95;94;100;100;95;0;0;0
01059086;95;95;87;57;16;3;89;88;85;0;0;0
07138031;91;91;91;91;53;7;98;98;98;0;0;0
08317114;100;99;98;98;98;98;100;100;100;0;0;0
09173133;97;97;91;37;30;22;100;100;99;80;18;0
09471155;100;100;98;95;89;84;95;95;81;0;0;0
16074082;0;0;0;0;0;0;100;100;96;0;0;0
09677454;100;100;100;100;100;87;100;100;83;0;0;0
10044115;100;100;100;100;99;98;100;100;99;7;0;0
05374040;95;93;76;54;50;43;99;99;91;0;0;0
13073044;88;88;53;11;11;11;76;76;56;0;0;0
13075115;87;85;41;36;34;33;98;98;98;0;0;0
07137095;90;89;89;89;89;89;100;100;99;93;0;0
14522240;68;67;66;65;47;26;99;99;84;0;0;0
14522230;99;99;98;83;17;10;98;98;95;0;0;0
09676144;99;99;99;99;96;72;100;100;100;100;0;0
01058040;99;99;94;65;46;5;100;100;100;0;0;0
09175111;100;99;99;97;88;34;100;100;100;0;0;0
14522280;52;36;15;15;15;15;98;98;97;45;28;0
09176143;100;100;100;97;96;93;100;100;100;0;0;0
14521220;94;93;41;25;25;25;87;87;85;0;0;0
07232306;96;96;88;88;86;78;100;100;100;0;0;0
14522600;68;66;61;61;58;36;100;100;99;38;0;0
09187170;99;98;97;92;83;71;100;100;100;0;0;0
14522490;99;99;88;14;8;4;100;100;100;5;0;0
07235019;85;85;84;84;78;53;99;99;99;0;0;0
14522090;55;55;55;39;24;17;87;87;84;0;0;0
09472116;98;98;97;95;94;87;99;99;96;0;0;0
16070043;99;99;95;52;51;50;95;95;93;0;0;0
09678153;99;99;99;96;96;96;100;100;100;100;0;0
09475453;7;7;7;7;7;7;14;14;14;0;0;0
01056046;95;93;81;78;76;71;100;100;100;0;0;0
05334024;100;99;89;54;38;14;91;78;25;0;0;0
09575150;100;100;99;98;98;93;95;95;95;0;0;0
15087045;100;100;99;1;1;1;100;100;100;0;0;0
03255506;46;46;32;8;8;8;11;11;7;0;0;0
08136082;95;94;90;84;84;77;99;99;99;0;0;0
07336031;100;100;100;99;68;37;100;100;100;0;0;0
09774198;99;98;98;92;83;65;100;100;96;0;0;0
10046111;99;98;96;93;89;82;89;88;87;0;0;0
06433012;100;100;100;99;96;95;100;100;100;0;0;0
09162000;100;100;100;100;98;97;100;100;97;0;0;0
03254039;99;99;99;99;92;85;75;75;75;0;0;0
01051092;66;59;2;2;2;2;86;86;77;0;0;0
14524310;87;83;63;21;20;18;100;100;99;0;0;0
08426006;99;99;99;99;98;93;50;50;49;0;0;0
01061082;94;87;86;85;85;85;100;100;75;0;0;0
14627010;94;94;94;92;92;91;100;100;100;99;0;0
13074078;89;84;8;4;4;4;88;88;83;0;0;0
09780121;99;99;99;95;84;81;100;100;100;60;0;0
14521520;97;97;96;95;92;89;100;100;100;0;0;0
16061015;99;99;99;96;91;87;100;100;100;0;0;0
09471220;95;95;95;93;89;80;100;100;100;0;0;0
05754028;99;99;99;96;94;92;100;100;100;0;0;0
14626430;98;97;97;96;86;42;64;63;62;0;0;0
14627340;24;24;19;11;11;11;100;100;100;100;0;0
15084335;68;67;51;41;34;8;82;82;78;0;0;0
07141120;85;85;79;79;79;53;100;100;100;0;0;0
07231072;97;97;88;86;85;83;99;99;97;0;0;0
15085330;99;99;99;96;81;59;98;98;98;78;0;0
08336094;96;96;96;8;2;2;76;75;73;0;0;0
03254022;97;95;93;90;58;57;100;100;100;0;0;0
07137035;63;63;63;54;54;54;100;100;100;98;0;0
16076052;93;93;93;86;86;72;80;80;46;0;0;0
13076053;94;94;88;69;64;55;71;71;68;0;0;0
13076017;99;99;99;98;85;17;100;100;100;0;0;0
09188451;78;77;67;56;47;45;100;100;88;0;0;0
13076051;87;82;53;39;33;28;100;87;80;0;0;0
16074058;100;90;23;1;1;1;100;100;100;0;0;0
07141055;86;86;86;86;84;26;100;83;64;0;0;0
12067205;94;94;89;83;54;44;99;99;99;0;0;0
08337128;91;86;58;52;50;44;91;90;90;52;52;52
13075086;97;97;97;87;83;61;99;99;99;0;0;0
03454006;99;99;99;99;99;99;99;99;71;0;0;0
07132119;95;94;8;3;3;3;100;100;99;0;0;0
07135082;98;97;97;94;94;93;97;97;97;0;0;0
08116020;100;99;93;58;54;45;96;96;83;0;0;0
13076076;89;89;89;81;57;46;100;99;99;0;0;0
08425036;99;99;97;95;59;10;100;75;75;0;0;0
07138011;97;96;92;92;92;92;100;100;100;0;0;0
09775149;99;99;94;89;88;80;85;85;83;0;0;0
13076122;95;95;94;91;77;51;99;99;95;0;0;0
16065082;98;95;4;4;4;4;54;54;43;0;0;0
01055043;49;35;22;12;11;10;100;100;97;1;0;0
07334031;99;99;99;1;1;1;100;100;100;0;0;0
03158021;99;99;99;96;78;78;100;100;100;0;0;0
07235060;93;93;91;91;91;91;100;100;100;0;0;0
09174141;100;100;99;98;97;80;100;100;97;0;0;0
07137043;87;87;87;87;86;86;99;99;98;96;0;0
01058141;84;84;84;73;73;72;64;64;53;0;0;0
07143027;99;97;87;86;85;85;100;100;100;0;0;0
06635004;99;99;97;94;74;64;97;97;96;0;0;0
12067440;100;100;99;97;85;74;100;100;100;0;0;0
08336089;72;72;4;3;3;1;29;29;24;0;0;0
09190121;99;99;99;93;72;17;71;71;69;0;0;0
12072298;98;98;98;89;81;56;81;81;78;0;0;0
09479147;98;98;97;93;85;62;100;100;100;0;0;0
09576128;96;96;95;94;90;80;100;95;95;19;19;19
13071102;89;89;89;88;79;61;100;100;100;0;0;0
08315033;99;99;98;98;98;87;100;100;100;0;0;0
01059169;71;71;62;45;42;41;96;96;90;0;0;0
06631008;95;95;95;95;85;72;98;98;95;0;0;0
01058072;98;98;98;86;83;73;100;100;100;0;0;0
09275124;98;98;93;45;40;24;92;91;86;12;12;0
13072053;38;31;10;8;8;8;99;99;98;80;0;0
09184136;100;100;100;100;98;91;100;100;100;0;0;0
09273127;98;98;97;91;88;74;98;98;97;0;0;0
05978008;100;100;100;97;71;69;100;100;99;0;0;0
07137056;100;100;98;96;94;91;100;100;100;0;0;0
07143258;85;85;85;85;85;85;100;100;100;0;0;0
07335048;89;89;89;89;89;89;56;56;1;0;0;0
09278170;99;99;99;96;96;94;100;100;100;100;100;0
05978012;100;100;98;96;80;80;100;100;98;47;38;0
07318000;100;100;100;99;99;98;100;100;99;1;1;0
01061114;100;100;100;98;98;97;85;85;84;0;0;0
07133003;97;97;95;95;95;95;93;93;62;0;0;0
09181121;98;98;94;87;62;34;51;51;50;0;0;0
09472451;37;37;37;37;28;19;98;98;88;0;0;0
09771114;98;97;97;95;94;94;99;99;99;0;0;0
14521570;96;95;74;34;26;23;97;97;96;0;0;0
14521590;100;99;94;90;87;86;98;97;95;0;0;0
09778171;99;99;99;97;94;93;100;100;99;13;0;0
01054077;16;16;10;10;9;9;99;99;99;0;0;0
01057053;12;11;11;11;11;8;99;99;98;0;0;0
03151021;100;100;100;95;88;73;99;99;97;0;0;0
09187138;99;98;97;96;96;92;99;99;95;0;0;0
16076043;93;93;93;93;93;93;100;100;100;0;0;0
12069017;98;98;97;94;91;82;98;98;98;0;0;0
09271116;97;97;96;89;85;78;99;99;99;56;56;0
09279126;95;95;93;88;78;58;94;94;91;0;0;0
16074005;4;4;4;4;4;4;99;99;99;0;0;0
07231077;98;98;98;98;94;93;100;100;100;0;0;0
12064340;87;84;72;46;18;2;100;99;99;73;0;0
14522350;99;98;87;83;78;68;98;98;96;0;0;0
14522370;96;96;92;68;60;47;100;100;100;72;0;0
14522360;97;97;93;88;84;78;100;100;100;1;0;0
03158033;99;98;95;94;78;78;100;100;91;0;0;0
05974004;97;97;97;95;94;86;100;100;99;0;0;0
09377149;95;95;95;94;93;92;100;100;100;0;0;0
07339030;100;99;99;98;97;97;99;99;96;0;0;0
13076134;99;99;97;86;75;61;70;70;57;0;0;0
01056033;95;95;83;27;26;21;82;82;70;0;0;0
16069042;97;97;96;91;90;82;84;84;83;0;0;0
09271114;95;94;94;86;83;65;100;100;99;96;96;0
03357004;91;91;90;87;40;23;100;100;96;0;0;0
14713000;100;100;99;99;97;94;100;100;99;27;0;0
13076069;89;89;88;82;44;8;98;98;93;0;0;0
03356011;94;94;93;83;70;48;92;82;71;0;0;0
16064053;99;99;99;99;99;34;74;74;74;0;0;0
12062177;60;60;59;59;48;12;100;100;100;0;0;0
12072169;99;98;98;97;89;38;100;100;99;0;0;0
09174150;99;99;99;97;80;23;100;100;100;0;0;0
09375452;0;0;0;0;0;0;0;0;0;0;0;0
13072080;97;97;96;89;86;78;98;98;88;0;0;0
16066051;98;98;98;98;98;70;91;91;85;0;0;0
07133075;100;100;100;100;97;96;83;70;70;0;0;0
01056044;100;100;100;100;98;97;100;100;92;0;0;0
08415019;100;100;100;99;95;94;100;100;99;0;0;0
06440024;99;99;99;98;97;94;100;100;100;99;28;28
16063071;100;100;100;100;100;95;100;100;100;0;0;0
09188127;100;100;100;99;97;94;99;99;96;0;0;0
01061024;96;96;89;88;88;88;100;100;100;0;0;0
12070173;92;92;92;90;81;54;95;95;95;0;0;0
07140135;100;100;67;67;67;67;98;98;95;0;0;0
03158032;98;98;97;97;73;73;79;79;62;0;0;0
14524110;89;89;89;88;78;60;99;99;98;0;0;0
14524090;96;95;80;42;38;38;100;100;99;0;0;0
07141089;96;96;96;96;95;25;100;98;98;0;0;0
09188145;99;99;99;97;85;71;100;100;92;0;0;0
13076099;99;99;99;99;99;79;100;100;100;0;0;0
08118003;100;100;100;100;98;96;100;100;96;0;0;0
09374163;99;99;93;82;69;25;81;81;70;0;0;0
09472154;98;98;98;98;98;98;86;86;84;0;0;0
09572460;0;0;0;0;0;0;0;0;0;0;0;0
09184131;100;100;99;99;96;67;100;100;94;0;0;0
01051049;95;95;76;61;60;49;94;94;91;0;0;0
14625440;98;98;98;70;48;16;99;99;97;0;0;0
09479463;50;50;50;50;50;0;94;94;80;0;0;0
09573133;99;99;98;96;96;93;96;96;94;0;0;0
03454031;93;93;90;73;57;29;100;100;99;0;0;0
14625430;99;99;98;95;86;57;100;100;100;0;0;0
14625450;99;99;90;22;21;18;100;100;100;0;0;0
07338021;100;99;99;99;99;99;100;100;100;0;0;0
01061028;99;99;99;99;99;99;71;71;71;0;0;0
07231032;96;96;0;0;0;0;97;97;94;0;0;0
07332036;98;98;84;84;84;84;100;100;100;0;0;0
03255032;87;87;87;86;85;84;46;46;46;0;0;0
07336104;98;98;38;3;3;3;100;100;100;0;0;0
09674159;99;98;98;96;94;84;90;90;88;0;0;0
03458003;89;88;83;75;66;38;97;97;92;0;0;0
07140155;99;99;99;99;98;20;88;63;55;0;0;0
09279127;85;81;74;69;66;59;88;88;87;25;25;0
09777112;99;99;99;99;97;93;100;100;96;0;0;0
03254004;97;97;96;96;87;87;100;100;100;0;0;0
03351002;99;99;99;96;92;71;100;100;100;0;0;0
05916000;100;100;100;99;98;97;100;100;99;0;0;0
07333083;5;5;3;3;3;3;100;100;100;100;100;100
09277149;97;97;92;83;77;55;97;97;92;4;4;0
09672136;99;99;99;98;98;95;99;99;97;0;0;0
09780140;98;98;97;90;87;84;100;100;100;20;0;0
13076154;100;100;100;98;98;98;100;100;100;0;0;0
07235035;64;29;2;2;2;2;98;98;70;0;0;0
08116007;100;100;100;99;93;90;100;100;100;0;0;0
15083557;71;67;67;66;60;46;96;75;74;0;0;0
15085228;99;99;87;42;35;24;92;92;92;0;0;0
16070003;100;100;100;100;3;3;39;38;38;0;0;0
03358005;95;94;93;83;60;60;100;100;100;0;0;0
03453013;95;95;90;81;73;59;100;100;99;0;0;0
09575157;96;95;94;94;90;69;59;59;59;0;0;0
09184137;98;98;94;91;90;90;100;100;98;5;0;0
01062062;94;93;92;92;92;92;100;100;100;0;0;0
07138007;98;98;96;95;95;93;99;99;98;0;0;0
07231204;100;100;85;84;84;84;80;66;65;0;0;0
15085040;99;99;89;46;33;17;99;99;98;0;0;0
15083485;64;64;64;64;57;39;95;95;89;0;0;0
15084590;98;98;95;89;87;85;100;100;99;64;0;0
15085055;99;99;94;86;82;71;100;100;100;93;0;0
15084560;76;76;44;7;5;5;100;100;99;0;0;0
15084565;55;47;7;2;2;2;99;99;97;0;0;0
07332037;100;100;98;96;96;96;100;100;100;0;0;0
01058082;79;67;8;2;2;2;98;98;97;0;0;0
07932131;0;0;0;0;0;0;0;0;0;0;0;0
14625480;100;100;99;98;95;85;100;100;95;0;0;0
09277112;99;99;99;98;95;60;100;100;100;94;94;0
16061085;96;96;96;42;5;5;92;92;92;0;0;0
01059049;89;72;17;4;4;4;88;88;63;0;0;0
07143274;96;96;96;96;96;96;96;96;96;0;0;0
08317113;99;98;90;90;90;90;100;100;100;0;0;0
14523350;8;8;8;8;8;8;100;100;100;0;0;0
08337076;99;90;83;73;63;63;94;45;45;20;20;20
14626030;98;98;98;91;72;44;96;95;95;0;0;0
03359002;93;93;86;79;64;26;96;96;91;0;0;0
15086080;48;48;41;22;20;19;94;94;90;0;0;0
15086145;97;96;96;75;62;39;100;100;98;0;0;0
06631001;100;100;100;99;99;98;100;100;100;0;0;0
15086140;58;55;39;13;10;9;99;99;97;24;0;0
07132030;98;98;98;97;97;23;99;95;76;0;0;0
07337050;100;100;100;97;97;5;100;100;100;0;0;0
01051050;84;84;76;27;22;13;100;98;93;0;0;0
07235501;90;86;69;57;47;44;93;92;91;0;0;0
14522420;98;85;85;84;80;69;100;100;100;3;0;0
07337013;100;100;100;94;93;87;0;0;0;0;0;0
03156012;99;99;97;83;83;82;100;100;99;0;0;0
09173120;96;95;94;89;79;43;97;97;95;0;0;0
07232066;90;90;27;3;3;3;0;0;0;0;0;0
07331022;95;95;95;95;95;89;100;100;100;0;0;0
07331056;99;99;99;99;99;99;100;100;100;0;0;0
08426035;100;100;99;98;98;97;100;88;87;0;0;0
12062282;52;44;30;28;27;23;100;100;100;96;0;0
05158028;100;98;98;97;94;92;100;100;99;0;0;0
09372177;92;92;92;89;83;45;99;98;98;58;58;0
03453007;94;94;90;84;73;50;99;99;98;0;0;0
09181142;98;98;90;90;90;80;100;100;100;0;0;0
15088065;90;86;68;53;51;50;100;100;100;96;0;0
15090635;69;62;46;41;38;26;84;84;79;0;0;0
13075149;96;96;96;94;90;82;100;100;77;0;0;0
16072018;99;99;96;92;90;87;99;98;98;26;0;0
04011000;100;100;99;98;97;95;100;100;99;0;0;0
16063076;98;98;98;96;90;72;100;100;98;0;0;0
07231206;100;100;100;100;100;97;93;93;8;0;0;0
08136029;89;80;80;80;80;80;100;100;100;0;0;0
08437123;91;90;79;55;49;38;100;96;81;0;0;0
03255012;97;88;38;36;35;33;97;97;88;0;0;0
15088195;83;77;51;33;23;15;99;99;97;30;0;0
09275149;97;97;95;90;86;72;88;84;34;6;6;0
14523200;96;96;90;82;73;63;98;95;95;3;3;3
07134074;98;96;87;87;87;79;100;100;100;0;0;0
08416015;100;100;100;96;92;91;100;99;98;0;0;0
09278154;96;96;94;85;82;78;100;100;100;84;84;0
01054085;97;97;97;55;34;3;100;100;99;0;0;0
08315016;72;69;19;4;4;4;95;94;93;0;0;0
01062021;99;99;99;94;57;9;100;100;98;0;0;0
05554024;97;96;90;86;86;85;100;100;100;0;0;0
13076110;48;44;0;0;0;0;98;98;97;0;0;0
01054078;84;84;84;24;21;19;96;95;90;0;0;0
07135052;88;88;88;88;88;69;100;100;100;0;0;0
09678135;100;100;100;99;99;99;100;99;98;10;0;0
06439007;100;100;100;99;95;70;88;88;84;0;0;0
08315028;100;100;97;97;96;88;100;100;100;0;0;0
09678134;100;100;100;99;99;99;100;100;100;37;0;0
03256020;95;95;94;66;59;55;100;100;100;0;0;0
14625090;73;73;73;73;73;71;100;100;100;2;2;0
15088305;99;99;98;92;86;76;95;95;91;0;0;0
07135070;90;90;89;70;70;62;100;100;100;0;0;0
13076010;100;100;100;96;89;65;86;86;83;0;0;0
07334032;89;89;88;88;87;79;100;100;100;100;90;0
07336036;93;93;93;93;93;60;65;65;65;0;0;0
01058125;97;97;97;97;97;97;85;84;82;0;0;0
01059062;98;96;95;87;83;60;63;63;54;0;0;0
16061002;95;95;95;82;82;82;33;33;33;0;0;0
16056000;100;99;98;93;89;55;100;100;100;0;0;0
16061001;97;97;97;64;51;25;100;100;100;0;0;0
01059178;17;8;3;3;3;3;75;74;74;0;0;0
05758008;100;99;98;96;93;88;99;99;98;0;0;0
08425123;82;61;1;1;1;1;74;74;74;0;0;0
16075014;96;96;95;43;42;20;99;99;99;0;0;0
03151010;91;91;87;75;70;59;100;100;99;0;0;0
09478145;100;100;99;98;79;62;100;100;96;0;0;0
06634022;95;92;84;77;75;74;98;96;95;0;0;0
15090180;90;83;70;27;22;21;98;98;97;0;0;0
07143012;100;100;100;99;98;93;100;100;100;0;0;0
05566044;91;89;82;62;46;38;100;100;100;0;0;0
08425062;99;99;83;83;82;82;100;100;100;100;0;0
09471191;100;99;99;97;91;91;100;100;97;0;0;0
01060071;87;87;87;87;87;87;96;96;84;0;0;0
01058058;100;100;100;100;87;85;100;100;100;0;0;0
01054130;100;100;0;0;0;0;100;100;79;0;0;0
09186152;98;98;94;89;83;66;98;98;96;0;0;0
06532003;99;99;99;98;97;86;100;99;99;44;37;37
05162012;98;98;98;97;93;91;100;100;100;0;0;0
07339060;100;100;100;100;100;100;100;100;100;0;0;0
07340009;100;100;97;97;97;97;63;63;63;0;0;0
13071050;88;88;88;87;86;82;88;88;88;0;0;0
16075068;97;97;96;96;96;52;100;100;100;93;0;0
01051019;84;81;1;1;1;1;86;86;78;0;0;0
03256024;74;73;53;34;30;29;99;99;96;0;0;0
03357043;97;97;97;91;83;58;98;98;97;0;0;0
07339027;99;98;95;93;88;87;100;100;100;0;0;0
08226098;98;96;93;93;92;91;100;100;100;0;0;0
13072088;98;98;97;80;75;73;100;100;100;8;0;0
01059098;90;87;77;56;45;34;89;87;84;0;0;0
07335031;100;99;98;98;98;98;100;100;100;0;0;0
09171116;85;84;82;80;80;65;100;100;86;4;4;4
09779226;95;95;94;94;54;4;83;82;81;0;0;0
09572119;100;100;100;100;98;82;100;100;100;0;0;0
01059073;61;46;8;2;2;2;100;100;100;0;0;0
09572127;100;100;99;99;98;96;100;100;87;0;0;0
14625250;99;99;97;95;91;86;98;98;98;0;0;0
01061011;63;62;59;59;59;59;99;99;98;0;0;0
01059094;91;90;90;76;47;9;99;99;98;0;0;0
07331026;99;99;99;99;99;99;100;100;100;0;0;0
15081026;64;62;60;20;19;18;99;99;95;0;0;0
03255034;100;100;100;99;99;98;100;100;100;0;0;0
15084130;87;84;58;27;21;18;98;98;97;70;0;0
16066053;98;98;98;30;28;5;70;70;63;0;0;0
08437086;91;90;86;60;47;25;90;85;75;0;0;0
09190153;98;98;98;93;80;56;100;100;100;0;0;0
01062083;93;93;76;62;62;62;98;98;94;0;0;0
07336050;98;96;96;96;92;65;76;76;76;0;0;0
06435014;100;100;100;99;98;98;100;100;100;5;5;5
07235028;99;99;98;79;31;3;92;92;92;0;0;0
03255504;19;19;15;15;0;0;93;93;93;0;0;0
12069454;99;99;99;98;94;93;100;100;100;23;0;0
01002000;100;100;100;100;98;97;100;100;100;87;40;40
09775115;100;99;98;98;98;98;100;100;100;100;0;0
16074091;97;97;96;96;96;3;100;100;100;0;0;0
07141127;83;83;81;81;81;59;100;86;86;0;0;0
07143208;98;98;98;98;98;98;81;81;76;0;0;0
03355032;94;78;10;1;1;1;74;74;71;0;0;0
07231503;98;98;96;84;83;76;99;99;98;0;0;0
16075057;92;92;92;92;92;2;100;100;100;99;0;0
07231030;99;99;99;4;4;2;100;100;100;0;0;0
09271130;96;96;95;87;73;48;99;99;99;60;60;0
13075056;97;97;97;93;43;26;0;0;0;0;0;0
01061063;92;90;59;58;58;58;99;54;12;0;0;0
08116048;100;100;100;100;89;68;100;100;100;0;0;0
13076062;97;97;97;97;97;97;99;99;94;0;0;0
05366020;85;84;70;63;57;45;92;92;90;0;0;0
07137061;100;84;71;71;71;71;76;76;76;0;0;0
16062006;100;93;2;2;2;2;96;96;86;0;0;0
03459003;93;92;83;76;70;61;98;98;97;0;0;0
07134002;96;95;95;95;62;36;100;100;97;0;0;0
09574141;100;99;99;97;88;71;100;100;100;0;0;0
16068001;99;98;98;98;98;86;63;63;35;0;0;0
07336054;93;93;92;92;92;61;100;100;100;0;0;0
01053019;92;92;73;23;23;23;100;100;100;0;0;0
07143080;100;100;99;98;98;98;100;100;100;0;0;0
09182112;96;96;95;88;58;27;87;87;87;0;0;0
09577125;98;98;98;97;94;92;94;93;57;0;0;0
06531014;92;92;92;91;89;78;100;100;100;50;0;0
07339048;99;98;97;97;97;97;100;71;70;0;0;0
03151014;100;100;100;98;92;83;100;100;100;0;0;0
06439009;100;100;99;99;99;99;99;99;99;0;0;0
09677457;0;0;0;0;0;0;0;0;0;0;0;0
08116022;100;100;100;100;95;67;99;99;99;0;0;0
07336004;99;99;99;34;18;5;98;98;98;0;0;0
06435010;100;100;100;99;98;95;100;100;100;3;0;0
16062005;99;97;75;44;41;41;80;79;79;0;0;0
14524070;99;99;91;72;72;72;100;100;98;0;0;0
13076158;94;94;45;4;4;2;100;100;100;0;0;0
09777166;97;96;91;51;47;47;99;99;98;0;0;0
12072297;99;99;98;97;90;83;86;86;85;0;0;0
16075008;100;100;100;100;100;100;100;100;100;0;0;0
14523050;99;99;99;95;91;90;100;100;100;0;0;0
06433007;100;100;99;99;99;99;100;100;95;0;0;0
01054087;97;97;97;96;8;6;67;66;61;0;0;0
01059158;95;95;93;88;65;34;100;100;100;0;0;0
03352038;90;90;89;87;73;58;86;86;80;0;0;0
16061117;98;98;98;91;84;61;88;88;87;0;0;0
16062002;96;96;96;96;96;73;99;98;29;0;0;0
16061116;99;99;96;70;68;64;99;99;87;0;0;0
03257016;99;99;99;99;83;65;96;93;87;0;0;0
03257017;90;85;15;1;1;1;98;98;88;0;0;0
15083115;83;62;4;4;4;4;97;97;97;0;0;0
03151025;99;99;97;88;87;79;96;95;70;0;0;0
08235029;100;100;100;97;96;93;100;100;100;0;0;0
09187176;99;99;98;98;98;90;95;95;94;0;0;0
01060093;93;93;93;93;93;93;95;95;91;0;0;0
07140012;82;82;54;54;54;54;91;91;87;0;0;0
09471453;0;0;0;0;0;0;0;0;0;0;0;0
03241015;100;100;99;99;98;98;99;98;95;0;0;0
03454023;74;74;74;73;68;65;89;89;89;0;0;0
01054027;51;51;7;0;0;0;87;87;63;0;0;0
08436018;97;96;87;62;58;51;97;95;93;0;0;0
09272143;99;99;99;97;91;70;100;100;100;50;50;0
07135024;100;100;99;98;97;95;96;96;96;0;0;0
09189129;100;100;100;98;97;97;100;100;75;0;0;0
03359029;93;92;89;89;84;34;96;96;96;0;0;0
09279116;99;99;95;94;90;37;97;97;97;74;74;0
12069052;99;99;98;70;34;16;100;100;97;0;0;0
13076152;89;87;76;11;8;7;98;98;97;0;0;0
07140141;81;81;81;81;81;56;75;75;71;0;0;0
13075076;90;90;90;78;76;75;85;84;84;0;0;0
12062092;93;92;92;72;52;15;97;97;95;6;0;0
13075104;97;97;96;94;92;81;100;100;98;0;0;0
03355018;84;82;54;2;2;2;99;99;88;0;0;0
15088340;98;98;98;97;83;69;100;100;100;0;0;0
01051054;92;92;89;27;18;2;100;100;100;0;0;0
03254001;97;97;97;93;39;39;87;87;78;0;0;0
07231074;74;74;74;74;74;73;83;83;83;0;0;0
16066019;98;98;74;45;32;4;100;100;100;0;0;0
03353024;92;92;92;83;52;39;100;87;75;0;0;0
08417036;100;100;100;98;98;97;99;99;99;0;0;0
06533012;98;98;98;96;92;79;100;100;99;62;0;0
16063068;88;51;9;3;3;3;100;100;100;0;0;0
07235122;88;84;84;84;84;42;100;100;100;0;0;0
16065052;91;91;91;82;81;79;100;100;100;0;0;0
16063082;98;98;97;94;85;48;96;96;95;0;0;0
13073060;98;97;77;50;48;45;100;99;97;0;0;0
07339013;100;100;100;100;100;100;100;100;100;0;0;0
10046118;94;93;91;90;60;39;99;96;96;1;0;0
13072118;82;77;12;12;12;12;100;100;87;0;0;0
03358017;96;95;93;90;88;86;96;96;93;0;0;0
03352045;91;91;76;69;46;25;97;97;90;0;0;0
03355011;99;99;99;97;93;86;100;100;99;0;0;0
06635001;95;95;95;94;94;93;100;100;95;0;0;0
06636010;98;98;93;89;63;63;15;15;15;0;0;0
09374165;98;98;98;97;97;97;98;98;95;0;0;0
07232014;97;97;97;73;65;51;95;95;95;0;0;0
13072030;100;100;98;95;92;86;100;100;100;0;0;0
01058118;99;99;99;98;96;88;100;100;99;0;0;0
09186162;99;99;96;88;70;60;98;98;96;0;0;0
07232067;98;97;91;71;33;9;85;79;0;0;0;0
13076019;80;79;1;1;1;1;100;100;98;0;0;0
14628400;95;94;92;86;81;64;99;99;98;24;0;0
03254034;98;98;96;69;69;68;91;87;87;0;0;0
09777130;100;100;100;99;94;80;100;100;99;0;0;0
14524260;86;86;81;80;80;75;100;100;100;0;0;0
16064022;100;100;100;100;100;85;98;98;95;0;0;0
07143223;100;100;96;96;96;96;100;100;100;0;0;0
13071009;100;100;100;99;97;84;97;97;61;0;0;0
08226065;100;100;96;75;73;69;100;100;94;0;0;0
12061216;70;70;70;70;70;67;96;96;96;0;0;0
07132026;99;99;99;99;95;16;59;56;21;0;0;0
08118074;100;100;100;98;97;97;100;100;100;0;0;0
14521630;98;97;94;90;88;86;92;91;87;0;0;0
07143213;97;97;97;95;95;95;78;74;60;0;0;0
09277118;94;94;91;83;78;61;94;94;84;0;0;0
05966004;98;97;93;83;80;75;98;98;96;0;0;0
07131086;3;3;3;3;3;3;91;91;91;89;0;0
09577114;100;100;99;96;94;92;100;100;100;0;0;0
14626290;98;97;95;92;89;86;100;100;100;39;39;0
16076074;100;100;96;93;93;60;100;100;100;0;0;0
16064047;82;82;82;82;82;2;100;100;100;100;0;0
03360023;77;75;49;28;28;24;100;100;95;0;0;0
16069026;100;100;5;5;5;5;100;100;100;0;0;0
16061014;99;99;99;99;71;17;80;80;80;0;0;0
16064008;99;99;99;99;99;61;33;33;25;0;0;0
09174146;99;99;81;72;69;36;99;99;99;0;0;0
10044123;100;100;100;100;100;99;100;100;100;10;0;0
16064064;100;100;100;100;100;36;48;48;47;0;0;0
08317100;100;99;99;99;99;99;100;100;100;0;0;0
07140046;99;99;84;66;66;66;100;100;100;0;0;0
14626240;46;46;46;46;46;45;98;98;98;0;0;0
03251035;71;71;71;63;41;17;87;87;63;0;0;0
01055014;76;72;37;35;35;35;88;85;81;0;0;0
06434005;100;100;100;99;98;98;100;100;99;0;0;0
16065033;99;99;55;26;24;23;100;100;100;0;0;0
