AGS;100_1;100_2;100_6;100_16;100_30;100_50;200_1;200_2;200_6;200_16;200_30;200_50
09278197;91;88;86;74;70;55;80;80;79;37;37;0
01053074;93;93;93;45;7;7;94;85;80;0;0;0
13076057;0;0;0;0;0;0;96;96;96;0;0;0
03256026;94;94;94;94;94;94;97;97;96;0;0;0
08225042;99;99;98;96;96;93;100;100;95;0;0;0
07336024;96;96;95;95;95;95;100;100;100;0;0;0
09271126;92;92;91;87;80;63;96;96;96;52;47;0
01051086;79;78;26;5;4;4;90;90;89;0;0;0
01061057;71;46;8;8;8;8;100;100;100;0;0;0
07338025;100;100;99;99;98;98;100;100;97;0;0;0
09574150;99;99;99;99;99;99;99;99;97;0;0;0
09182131;98;98;98;97;96;94;100;100;99;0;0;0
09677119;100;100;99;98;97;93;93;93;93;0;0;0
10041512;98;96;87;86;77;63;61;23;15;3;0;0
01061115;96;96;96;95;95;95;100;100;94;0;0;0
09671157;100;100;100;100;99;89;100;100;100;0;0;0
07333079;8;8;8;8;8;8;95;95;95;0;0;0
07232225;98;97;95;95;61;9;9;7;7;0;0;0
07339046;100;100;100;84;81;79;74;74;67;0;0;0
15089165;99;99;98;40;18;3;100;100;100;0;0;0
07137113;97;97;28;28;28;28;67;31;31;0;0;0
12069402;97;97;97;96;77;26;85;83;78;0;0;0
16074107;100;100;100;99;94;61;82;82;82;0;0;0
05570024;95;94;90;74;74;74;100;100;90;0;0;0
16064043;99;98;97;97;61;6;100;100;100;0;0;0
08128131;99;98;94;93;91;85;97;97;95;0;0;0
14521130;99;99;92;50;31;18;99;99;98;0;0;0
09183138;81;81;79;70;69;68;99;99;98;0;0;0
09272461;0;0;0;0;0;0;0;0;0;0;0;0
09777173;95;95;56;14;10;1;100;100;99;0;0;0
09172129;94;93;85;81;80;79;98;98;93;0;0;0
07233243;86;86;82;82;80;77;96;96;4;0;0;0
09678454;0;0;0;0;0;0;0;0;0;0;0;0
07336065;96;96;96;96;96;67;100;100;100;0;0;0
08237024;100;100;96;95;95;87;95;95;94;0;0;0
16068046;100;100;100;100;100;30;65;65;47;0;0;0
09376131;99;93;15;1;1;1;51;51;51;0;0;0
07143026;99;91;84;84;84;84;100;100;100;0;0;0
07337081;100;99;1;1;1;1;100;100;100;0;0;0
08127008;80;64;58;56;51;49;80;80;68;0;0;0
09186130;99;99;99;98;93;84;96;96;96;0;0;0
13072038;93;93;81;39;26;8;100;100;100;0;0;0
07336001;5;5;5;5;5;5;100;100;100;99;0;0
13074029;65;65;4;2;2;2;100;100;100;0;0;0
16072015;87;84;78;63;61;61;96;96;95;0;0;0
09374124;100;100;99;98;94;87;100;98;96;0;0;0
07141076;96;96;96;96;94;94;97;97;83;0;0;0
01051135;99;99;99;98;95;80;100;78;78;0;0;0
06432007;100;100;99;98;92;56;94;94;92;0;0;0
09671140;100;100;100;100;96;95;100;100;100;99;0;0
06633015;100;100;97;57;18;15;100;99;24;0;0;0
01054054;96;96;70;9;9;9;93;93;83;0;0;0
07932042;0;0;0;0;0;0;0;0;0;0;0;0
16067056;100;100;100;100;99;67;100;100;55;0;0;0
06434008;100;100;100;100;99;99;100;100;100;95;95;95
15089245;86;86;86;66;65;55;100;100;96;0;0;0
05366008;97;96;95;85;79;67;92;92;88;4;0;0
09177119;98;98;98;93;65;33;100;100;100;0;0;0
07232104;100;100;97;0;0;0;80;80;80;0;0;0
09178145;100;100;99;98;95;93;100;100;100;0;0;0
16070037;97;97;97;97;97;97;100;100;99;0;0;0
01057018;4;4;1;1;1;1;97;97;97;0;0;0
09188144;99;99;99;97;82;63;99;99;97;0;0;0
07143278;99;99;98;98;98;98;100;100;100;0;0;0
07141110;93;93;93;93;93;74;100;69;69;0;0;0
05974012;99;98;95;90;90;90;100;100;100;0;0;0
16061057;99;99;99;93;92;91;100;100;100;0;0;0
07337056;100;100;100;100;90;76;100;100;95;0;0;0
08119041;100;100;100;99;94;90;100;100;100;0;0;0
09574112;100;100;100;96;96;96;100;100;100;14;0;0
06434007;100;100;100;100;100;99;100;100;100;99;99;99
01058148;95;95;93;91;90;85;100;100;100;0;0;0
05358036;99;99;99;99;95;87;96;90;84;0;0;0
07143056;98;97;86;84;84;84;100;100;100;0;0;0
01062031;97;97;97;97;96;96;100;100;100;0;0;0
15085185;94;91;86;75;73;66;89;89;81;0;0;0
01057052;82;66;46;46;45;45;91;91;89;0;0;0
09278144;91;91;90;83;79;48;87;87;75;16;16;0
09671458;0;0;0;0;0;0;0;0;0;0;0;0
09275135;94;93;86;75;68;61;97;97;95;43;43;0
09672468;0;0;0;0;0;0;0;0;0;0;0;0
05766032;98;94;90;85;74;65;94;94;93;0;0;0
10046112;98;98;98;97;95;95;99;99;98;0;0;0
09571183;98;98;98;87;71;60;100;100;100;0;0;0
03154005;98;98;98;96;95;95;100;100;100;0;0;0
03241016;100;99;97;95;85;85;99;98;98;0;0;0
05558024;96;95;92;89;85;83;100;100;98;0;0;0
07133057;99;99;99;98;73;10;100;100;100;0;0;0
16071048;99;99;99;99;99;93;100;100;100;0;0;0
06432011;100;100;100;100;93;92;100;100;99;0;0;0
07231502;93;85;76;70;60;57;91;90;88;0;0;0
07338012;100;100;100;99;97;88;100;100;100;0;0;0
03257005;99;99;99;99;99;98;100;100;97;0;0;0
13075147;98;98;97;60;33;7;100;100;100;0;0;0
03254009;99;99;99;99;64;64;100;100;100;0;0;0
07132061;97;97;97;85;84;79;100;100;100;0;0;0
07331037;100;100;100;100;100;100;87;87;86;0;0;0
09277139;75;72;22;17;16;15;93;93;90;8;8;0
09777176;97;96;96;96;85;75;68;68;64;0;0;0
07337040;100;100;99;98;98;97;100;100;100;0;0;0
09474156;98;97;97;95;86;68;90;90;89;0;0;0
09577151;99;99;99;89;87;84;94;94;92;0;0;0
14524180;93;91;84;66;46;41;100;100;99;37;0;0
12065180;100;100;100;99;98;96;100;100;100;0;0;0
12071153;100;100;96;94;83;78;98;98;98;19;0;0
03455021;99;99;97;97;97;96;100;100;97;0;0;0
09177134;97;97;95;92;92;88;100;100;100;0;0;0
09371118;94;94;94;91;90;88;82;82;81;16;0;0
08436014;98;97;85;69;63;53;95;92;89;0;0;0
03256036;89;88;85;45;44;40;98;98;97;0;0;0
07141111;84;84;84;84;84;47;100;100;100;0;0;0
09479138;97;97;97;96;95;86;100;100;100;0;0;0
16072001;100;100;82;75;75;73;100;100;100;0;0;0
09277134;93;90;86;78;61;18;95;95;95;0;0;0
07232138;86;86;29;28;20;20;17;17;17;0;0;0
01058018;98;98;98;93;93;92;100;100;100;1;0;0
16068009;100;100;100;58;44;40;100;100;100;0;0;0
01057013;98;61;2;2;2;2;95;95;70;0;0;0
07340219;98;98;98;96;96;96;100;100;92;0;0;0
05758016;100;100;100;99;98;97;100;100;100;0;0;0
07233048;92;92;92;35;7;7;82;71;28;0;0;0
07131018;3;2;1;1;1;1;100;100;100;97;0;0
07143038;99;99;99;98;98;73;96;94;94;0;0;0
09575163;100;100;99;89;74;41;60;60;58;0;0;0
08118006;100;100;99;99;99;99;100;100;100;0;0;0
03158038;99;98;97;96;76;75;81;80;51;0;0;0
08335063;100;100;99;98;94;91;100;100;100;0;0;0
07143276;100;100;100;100;100;64;98;98;98;0;0;0
08128139;99;99;97;90;86;76;86;86;84;0;0;0
08436027;70;63;32;13;12;12;83;83;74;0;0;0
07231006;99;99;99;99;89;59;100;100;100;0;0;0
06633019;100;73;1;1;1;1;99;99;99;0;0;0
03257015;99;98;98;97;96;92;81;79;70;0;0;0
07235107;99;99;97;73;54;11;98;98;96;0;0;0
07138041;100;100;100;97;96;96;100;100;100;0;0;0
01060018;72;72;72;72;72;72;100;100;100;0;0;0
07131068;62;14;2;2;2;2;100;100;94;0;0;0
07235051;100;99;99;99;93;86;100;100;99;0;0;0
09185125;95;95;95;92;91;89;97;97;91;0;0;0
13071088;85;81;48;5;5;5;100;100;100;0;0;0
13071142;94;94;83;76;76;76;100;100;100;100;0;0
09275150;98;97;96;89;78;23;91;90;76;56;56;0
03452501;0;0;0;0;0;0;0;0;0;0;0;0
05566028;96;95;92;87;82;80;100;100;100;41;0;0
09676153;96;96;96;95;91;44;33;33;33;0;0;0
09772131;99;99;98;98;96;94;97;97;95;0;0;0
01059079;91;91;89;81;66;20;98;98;55;0;0;0
12062232;94;94;94;76;45;5;95;95;95;90;0;0
01051020;57;27;3;3;3;3;87;87;83;0;0;0
03251008;89;88;62;34;18;3;100;100;99;0;0;0
07143084;98;98;98;98;98;63;100;100;100;0;0;0
09671148;98;98;98;98;84;30;99;99;99;0;0;0
03457024;95;93;81;71;64;57;93;93;84;0;0;0
14524300;100;99;98;97;93;86;100;100;98;0;0;0
01051071;100;100;100;99;99;97;100;100;100;0;0;0
05154044;97;97;95;86;82;80;100;100;98;0;0;0
09371144;99;99;99;98;98;90;100;100;100;8;0;0
09275117;97;97;96;91;85;64;99;99;99;62;62;0
09780120;100;100;100;100;99;98;98;96;92;0;0;0
16075087;0;0;0;0;0;0;100;100;100;100;0;0
07332008;99;99;97;7;3;3;100;100;93;0;0;0
07133042;64;64;64;64;64;64;9;9;9;0;0;0
14729320;97;97;97;68;62;55;99;99;84;0;0;0
03357015;99;99;98;91;74;39;100;100;100;0;0;0
06437005;100;100;100;100;93;93;100;100;100;69;0;0
07135086;98;98;98;98;97;95;97;97;89;0;0;0
09277153;87;82;72;50;48;38;88;88;86;0;0;0
16070002;98;98;98;98;2;2;99;99;99;0;0;0
07339028;100;100;100;100;99;98;100;100;100;0;0;0
09183113;97;96;96;92;84;72;96;79;71;0;0;0
07140146;69;69;69;69;69;69;38;38;32;0;0;0
07231056;92;92;81;81;78;78;100;100;100;0;0;0
03257019;99;99;99;94;73;44;100;100;97;0;0;0
08116012;98;98;98;94;81;64;92;92;91;0;0;0
03254019;99;99;99;99;99;99;100;100;90;0;0;0
06535012;19;7;6;6;6;6;100;100;100;0;0;0
12060100;96;96;95;70;43;8;99;97;96;0;0;0
07143288;99;99;99;99;99;99;100;100;100;0;0;0
08116029;100;100;96;88;88;87;100;100;100;0;0;0
07232098;92;92;90;90;90;90;86;86;79;0;0;0
07141131;98;98;98;98;82;19;100;100;100;0;0;0
07339045;100;100;98;96;96;96;100;87;87;0;0;0
08436085;86;85;68;49;45;28;93;67;62;0;0;0
05358052;98;97;97;96;71;70;99;96;90;0;0;0
13076136;66;64;47;25;25;24;100;100;98;0;0;0
07339202;100;100;100;100;100;96;78;78;66;0;0;0
08315125;96;96;86;0;0;0;100;100;98;0;0;0
01057065;97;86;64;2;2;2;100;100;100;0;0;0
06432012;100;100;100;100;68;33;100;100;100;0;0;0
07143202;98;98;98;97;97;95;97;97;97;0;0;0
14625390;98;98;98;86;68;32;100;86;82;0;0;0
07134039;100;100;100;95;94;94;100;100;96;0;0;0
09177118;97;97;96;89;87;77;100;100;98;0;0;0
13075038;99;99;99;75;39;14;95;95;95;0;0;0
01060101;99;99;99;99;90;24;100;100;100;0;0;0
13071033;90;89;79;58;37;29;79;78;75;0;0;0
05382004;100;100;100;99;99;99;100;96;91;0;0;0
07132098;100;100;100;100;100;100;100;100;100;0;0;0
07137097;97;96;94;94;94;94;99;99;99;99;0;0
16069061;64;60;29;20;19;18;93;93;90;0;0;0
06440020;99;98;98;98;98;98;100;100;100;91;0;0
08118001;99;99;98;98;98;94;100;100;100;0;0;0
09178113;100;100;98;92;91;76;100;100;99;0;0;0
07332023;96;94;93;93;93;87;100;100;100;0;0;0
07335202;80;80;80;80;80;72;27;24;17;0;0;0
09181144;99;99;95;31;18;3;100;100;99;0;0;0
14626310;98;98;98;97;81;56;98;98;93;0;0;0
01053001;89;89;89;89;89;89;100;100;100;0;0;0
07141020;100;100;98;98;98;90;99;99;99;0;0;0
09272126;95;94;93;92;90;81;100;100;97;61;61;0
13071159;89;88;76;12;10;4;99;99;99;0;0;0
07131208;70;68;67;67;62;43;88;87;86;4;4;0
09672143;100;100;100;100;100;100;100;100;100;0;0;0
13071006;41;20;5;4;4;4;92;92;85;0;0;0
09778115;100;100;99;99;95;94;98;98;98;0;0;0
03241014;100;99;94;93;91;90;100;100;100;0;0;0
07140005;72;72;72;72;72;72;64;64;64;0;0;0
09777145;98;97;97;96;95;76;86;86;79;0;0;0
01053118;100;99;99;99;99;99;98;98;90;0;0;0
09778204;89;85;63;31;28;25;100;100;99;49;0;0
08327018;99;99;97;96;96;96;88;87;87;0;0;0
03158025;98;98;97;96;83;83;97;97;97;0;0;0
03353010;100;100;95;95;95;82;77;77;69;0;0;0
07331047;94;91;91;91;91;58;97;97;93;0;0;0
08136071;85;85;84;83;82;80;98;98;18;0;0;0
09671138;99;99;99;99;96;63;100;100;100;8;0;0
14628260;99;99;99;91;78;61;97;97;96;0;0;0
09187162;99;99;99;98;94;91;100;100;100;0;0;0
09372175;97;97;96;95;85;37;100;100;100;13;13;0
16071055;94;94;94;94;94;5;100;100;89;0;0;0
01062019;96;95;95;95;95;95;100;100;99;0;0;0
09777141;99;98;97;95;95;89;97;97;95;95;0;0
07232083;100;100;100;0;0;0;100;96;34;0;0;0
08216007;100;99;99;99;98;94;97;97;96;0;0;0
03353042;99;99;99;96;95;90;100;100;100;0;0;0
13075012;92;92;92;91;88;80;88;88;88;0;0;0
07336023;56;56;56;56;56;44;100;100;100;0;0;0
08115034;99;99;99;96;95;95;99;99;82;0;0;0
05754004;92;92;82;72;65;62;99;99;98;0;0;0
07335012;100;100;100;99;99;99;100;100;100;0;0;0
16068037;100;100;40;9;9;9;100;100;76;0;0;0
07143065;99;91;88;88;88;88;100;100;100;0;0;0
07235105;88;88;63;63;63;63;85;85;85;0;0;0
09577168;99;99;99;95;94;94;100;95;95;0;0;0
07335044;99;98;95;94;94;73;96;96;96;0;0;0
07340017;95;94;90;90;90;77;96;96;68;0;0;0
03153017;99;99;99;97;96;93;99;99;98;0;0;0
09472459;0;0;0;0;0;0;0;0;0;0;0;0
09576455;0;0;0;0;0;0;0;0;0;0;0;0
09271135;95;95;88;65;58;19;100;100;100;100;100;0
03254021;100;100;99;99;99;98;100;100;99;0;0;0
03454050;85;85;83;82;72;27;95;95;95;0;0;0
03156011;98;98;98;96;93;86;99;98;96;0;0;0
03251004;87;86;78;77;68;44;100;100;96;0;0;0
01053071;96;96;95;94;92;92;56;56;44;0;0;0
07135090;98;98;98;97;96;96;98;93;78;0;0;0
01053084;97;97;97;93;93;93;78;78;78;0;0;0
16075004;99;99;98;96;83;30;100;100;100;0;0;0
01058154;84;78;2;2;2;2;100;100;100;0;0;0
07333061;92;92;92;92;92;36;92;92;92;0;0;0
09173140;99;98;98;98;93;49;100;100;100;100;0;0
03456011;81;80;71;50;28;6;53;53;7;0;0;0
07143052;100;100;100;98;93;87;100;100;100;0;0;0
01056028;98;97;96;95;93;88;100;100;20;0;0;0
06433010;100;99;98;98;98;97;100;100;100;0;0;0
09678453;0;0;0;0;0;0;100;100;100;100;0;0
07235146;99;99;99;21;10;3;83;83;83;0;0;0
08315006;99;99;92;85;83;78;99;99;98;0;0;0
09175121;99;99;91;43;42;40;100;100;99;0;0;0
09478127;99;99;99;99;68;18;99;99;99;0;0;0
09575168;99;99;99;97;81;71;99;99;98;0;0;0
03353017;97;97;96;95;94;91;100;100;99;0;0;0
05970016;92;90;70;43;42;40;98;95;95;0;0;0
07141035;77;74;74;74;71;66;100;100;100;0;0;0
16067075;97;97;97;97;97;42;100;100;100;0;0;0
09178129;99;99;99;99;97;54;90;89;82;0;0;0
07141053;100;100;100;88;87;66;100;100;100;0;0;0
05911000;100;100;100;99;97;95;100;100;98;0;0;0
14729270;91;82;68;59;57;56;100;100;100;79;0;0
09472155;100;100;100;99;96;74;100;100;100;0;0;0
16075116;90;90;86;49;47;38;100;100;100;5;0;0
09778205;100;100;98;90;81;70;76;76;76;0;0;0
01053107;95;95;65;65;65;65;100;100;99;0;0;0
01053106;94;94;94;94;94;94;100;100;100;0;0;0
01051047;17;5;1;1;1;1;88;88;85;0;0;0
09779115;100;100;100;99;91;87;100;100;100;0;0;0
09779117;92;91;91;91;90;85;89;89;89;0;0;0
09779192;100;99;99;99;84;59;92;88;77;0;0;0
09779194;99;98;98;97;96;91;92;92;87;0;0;0
09779198;64;64;64;63;63;63;100;100;92;0;0;0
01051109;96;96;94;92;91;85;100;100;88;0;0;0
01060010;97;97;97;93;80;64;74;70;56;0;0;0
12060012;96;96;85;84;53;21;100;100;100;0;0;0
12054000;100;100;100;99;97;95;100;100;100;0;0;0
09774121;100;100;99;98;95;95;100;100;100;3;0;0
09775135;100;99;99;98;93;92;100;100;100;100;0;0
09775139;100;100;99;97;90;74;100;100;100;100;0;0
09775141;100;100;99;99;95;24;77;77;77;0;0;0
12061332;88;83;75;66;63;53;99;99;99;0;0;0
12061428;99;99;99;96;88;76;100;100;63;0;0;0
12061344;89;89;88;80;51;30;49;49;48;0;0;0
12061435;95;95;93;85;82;72;97;97;97;0;0;0
12061329;60;50;32;17;15;12;89;89;82;0;0;0
12061405;96;95;71;62;62;55;99;99;99;0;0;0
12061352;98;98;97;94;82;64;95;73;63;0;0;0
09779149;88;84;83;83;82;46;100;100;100;0;0;0
09779148;96;96;96;95;89;88;99;99;99;84;0;0
10045117;100;100;100;99;98;98;99;99;99;0;0;0
12060198;96;96;95;89;78;56;94;84;78;0;0;0
01053051;99;99;99;99;99;99;100;100;100;0;0;0
16071077;100;100;100;100;100;62;95;95;95;0;0;0
05382036;90;87;77;35;27;15;98;97;95;12;1;0
05554068;94;94;92;80;79;78;100;100;100;80;0;0
12068264;96;95;94;89;85;76;98;98;98;0;0;0
12068280;93;92;89;83;70;53;98;98;97;0;0;0
12068188;98;98;97;97;82;71;100;100;100;0;0;0
14523040;99;99;94;77;70;62;100;93;92;0;0;0
09190144;98;98;98;98;90;82;99;99;99;0;0;0
01061019;98;98;98;94;94;93;100;100;100;0;0;0
01057050;95;90;20;9;9;9;100;100;99;0;0;0
01057051;100;100;100;100;99;97;100;100;100;100;0;0
12069224;98;98;98;42;28;9;44;44;44;0;0;0
13071091;96;96;96;93;86;7;67;63;45;0;0;0
13071092;90;90;88;60;59;58;100;100;100;97;0;0
01060011;98;98;98;64;61;60;100;100;100;0;0;0
09777179;98;98;97;96;86;35;97;97;97;0;0;0
03151011;99;99;85;41;21;9;100;100;100;0;0;0
09279130;98;98;98;98;90;38;99;99;99;27;27;0
09476152;99;98;92;20;10;2;97;97;94;0;0;0
09476154;99;99;95;92;91;39;100;100;99;0;0;0
09476166;98;98;98;98;98;75;20;20;14;0;0;0
07133041;100;100;98;93;92;92;63;63;5;0;0;0
06432010;99;99;99;98;95;93;100;100;100;0;0;0
09571175;98;98;97;82;73;52;99;99;98;0;0;0
06631022;99;99;98;95;68;39;100;100;100;0;0;0
06631020;100;99;99;99;98;97;100;100;99;0;0;0
06631023;97;97;95;87;73;41;100;99;99;0;0;0
15082430;75;70;43;29;24;22;99;99;97;6;0;0
07132060;96;96;72;66;66;50;100;100;86;0;0;0
06439017;100;100;100;100;100;100;100;100;94;0;0;0
16065011;100;100;100;96;90;64;45;45;40;0;0;0
06440005;99;99;98;97;93;90;100;100;99;19;12;12
06440004;99;99;98;97;97;89;100;100;99;30;0;0
06635011;92;92;92;92;91;90;98;98;97;0;0;0
03357020;95;94;91;90;87;67;100;100;97;0;0;0
16074084;99;99;97;97;97;29;94;94;83;0;0;0
07133030;94;93;93;92;92;91;99;99;99;99;0;0
14628010;84;83;81;70;54;26;89;89;88;7;0;0
09571228;93;93;93;74;20;7;100;100;99;0;0;0
07133046;80;76;75;75;75;75;93;92;92;0;0;0
15081455;95;94;93;91;88;86;98;98;97;0;0;0
07231069;89;87;85;85;85;85;100;100;100;99;76;76
07141068;100;100;100;92;92;90;100;100;100;0;0;0
07132080;98;98;97;94;48;21;96;96;95;0;0;0
07141069;99;99;81;80;80;80;100;100;100;0;0;0
07231113;99;99;98;44;42;39;100;100;100;0;0;0
07231114;82;82;82;82;81;81;52;52;51;0;0;0
07135075;89;89;89;87;84;44;96;60;47;0;0;0
07232088;99;99;97;36;34;22;96;96;95;0;0;0
07232092;53;14;5;5;5;5;97;97;94;0;0;0
07138047;98;98;94;92;92;92;99;99;99;0;0;0
03155011;99;97;96;95;94;94;100;100;100;0;0;0
09274134;96;96;93;85;83;79;97;97;95;0;0;0
08425013;84;82;82;82;81;66;84;84;84;0;0;0
01060021;94;94;94;92;91;91;100;100;100;0;0;0
01060020;99;98;98;98;98;98;100;100;92;0;0;0
09273451;0;0;0;0;0;0;100;100;100;0;0;0
01060097;95;95;90;88;87;86;78;78;77;0;0;0
09575130;99;99;98;97;97;97;84;84;66;0;0;0
01061037;94;93;93;93;93;93;83;83;64;0;0;0
03157006;100;100;99;99;98;97;100;100;100;0;0;0
12069590;99;99;98;96;90;76;100;100;100;0;0;0
12069537;90;88;88;88;87;84;91;91;64;0;0;0
12069541;94;83;41;40;40;40;71;71;61;0;0;0
12065036;100;100;99;97;80;61;100;100;100;0;0;0
12072014;91;91;91;89;87;83;94;94;81;0;0;0
12067144;100;99;98;97;96;95;99;99;99;97;0;0
16061019;98;98;98;98;94;40;94;94;94;0;0;0
01056026;100;100;100;78;78;78;100;100;95;0;0;0
16061028;100;100;100;100;100;100;100;100;100;0;0;0
01057067;88;86;53;51;50;49;100;100;96;0;0;0
05558028;94;93;93;88;86;69;83;83;82;0;0;0
03359015;84;84;80;61;38;29;97;97;65;0;0;0
09187145;93;88;82;82;81;71;100;99;93;0;0;0
14625500;49;46;46;45;32;16;100;100;100;87;0;0
03254005;99;99;92;89;84;83;100;100;99;0;0;0
01062016;99;99;98;97;96;96;99;99;95;0;0;0
12069306;97;97;96;92;90;86;99;99;97;0;0;0
09771169;98;98;93;89;89;58;79;78;74;0;0;0
05570008;98;98;97;96;89;87;100;100;97;0;0;0
01055001;89;85;74;67;66;64;98;98;96;2;0;0
09771176;98;98;93;38;9;4;92;92;88;0;0;0
01060004;100;100;100;99;98;98;100;100;99;0;0;0
09771168;99;99;99;99;99;66;75;75;65;0;0;0
03256002;98;98;97;97;97;97;98;98;90;0;0;0
03256001;92;91;89;89;89;89;88;88;80;0;0;0
14523060;37;37;35;33;31;14;100;100;100;0;0;0
01060006;85;85;76;40;40;38;100;100;96;0;0;0
03255508;0;0;0;0;0;0;0;0;0;0;0;0
03256003;89;88;86;85;85;85;99;99;77;4;4;4
03256004;87;86;75;50;39;33;100;100;99;0;0;0
01057009;75;51;45;24;22;20;100;100;100;0;0;0
12071401;94;92;10;3;3;3;100;100;98;0;0;0
09575146;90;90;90;90;1;1;82;82;82;0;0;0
13072025;70;70;28;7;7;7;99;99;99;0;0;0
13072027;96;96;96;83;78;65;99;96;72;0;0;0
13072029;96;96;92;75;61;34;99;99;99;0;0;0
13072026;26;13;8;8;8;8;95;95;95;0;0;0
13072050;89;85;81;75;70;58;93;93;86;0;0;0
13072049;99;99;92;75;69;51;97;97;97;0;0;0
14523080;22;22;22;22;19;13;99;99;98;0;0;0
01060009;87;87;87;87;87;87;100;100;100;0;0;0
09479166;99;99;99;94;93;88;99;99;93;0;0;0
16061024;87;87;87;87;87;87;91;91;91;0;0;0
14523090;99;99;96;95;91;88;100;100;100;0;0;0
09479161;98;98;97;97;97;95;98;98;94;0;0;0
16061025;100;100;100;58;38;11;100;100;100;0;0;0
07340008;99;99;99;97;64;12;75;75;74;0;0;0
13073005;98;98;98;81;72;63;69;69;54;0;0;0
13073004;97;96;84;72;69;66;96;96;93;0;0;0
13073095;17;11;2;2;2;2;80;80;73;0;0;0
13073094;80;76;64;45;8;3;100;100;100;99;0;0
13073093;89;89;82;8;4;4;99;99;96;0;0;0
13071164;75;72;61;35;20;2;92;92;91;0;0;0
01062020;85;84;63;62;62;62;100;100;100;0;0;0
13072035;99;99;94;91;91;90;99;99;99;0;0;0
13072034;71;50;10;7;7;7;92;92;91;0;0;0
13072056;92;88;74;25;14;5;93;93;93;0;0;0
14730200;96;96;93;61;32;15;90;90;88;1;0;0
01060012;99;99;99;90;90;85;100;100;75;0;0;0
15083020;36;35;5;5;5;5;81;81;73;0;0;0
15082440;71;69;41;11;11;11;99;96;95;42;0;0
05762036;97;93;87;87;72;72;98;98;96;0;0;0
05766048;97;96;87;60;55;49;100;100;99;0;0;0
15083320;86;83;68;19;19;1;100;100;98;0;0;0
13073079;92;91;89;69;43;29;100;100;100;0;0;0
13073081;49;31;13;3;3;3;82;78;71;0;0;0
15083323;49;48;9;5;5;4;100;100;100;0;0;0
13073078;94;93;87;79;78;78;100;100;99;0;0;0
05770032;99;98;94;88;83;79;100;100;99;0;0;0
15084150;5;5;4;1;1;1;93;93;72;0;0;0
01058092;100;100;100;100;98;97;100;100;100;100;1;1
03356009;97;97;96;94;85;68;98;95;73;0;0;0
03356008;99;99;98;97;93;86;99;96;93;0;0;0
15084341;52;39;9;2;1;1;92;92;74;0;0;0
09183139;98;97;93;80;76;39;94;94;89;0;0;0
01059074;90;90;86;38;34;34;98;98;94;0;0;0
03356007;97;97;97;95;93;84;100;99;98;0;0;0
09190142;98;98;96;95;94;72;81;80;77;0;0;0
03353020;98;98;95;94;93;93;97;96;90;0;0;0
03360006;99;99;98;97;96;95;100;100;100;0;0;0
03360005;89;89;83;81;81;80;98;98;97;0;0;0
03360007;93;93;93;56;49;40;95;95;93;0;0;0
03353021;92;91;86;85;76;34;98;98;89;0;0;0
01059096;70;35;3;1;1;1;63;63;35;0;0;0
03353019;95;91;78;68;66;58;100;100;100;0;0;0
13074021;97;96;91;86;86;85;100;100;99;0;0;0
13074026;93;92;70;54;53;53;99;99;98;0;0;0
09272118;97;97;96;91;89;80;100;99;98;41;41;0
13074025;91;91;91;89;89;87;100;68;66;0;0;0
09272121;96;96;96;94;84;55;96;96;91;18;18;0
03353026;98;98;97;93;88;82;99;98;90;0;0;0
03353027;94;94;90;90;73;62;98;98;92;0;0;0
03353032;99;98;98;97;95;91;100;100;100;0;0;0
03353030;98;98;96;93;90;83;98;98;97;0;0;0
03353029;96;95;95;94;92;90;100;100;99;0;0;0
03353031;99;99;98;92;89;85;100;100;99;0;0;0
09272142;97;97;96;90;86;82;97;97;96;36;36;0
14523100;92;92;88;79;73;63;100;100;100;0;0;0
03353035;100;99;98;96;95;94;100;100;100;0;0;0
14523120;97;97;93;87;86;82;100;100;100;0;0;0
09273133;99;99;99;96;77;28;95;88;87;0;0;0
03154021;100;100;99;99;99;99;100;100;100;0;0;0
09274114;93;92;87;37;35;33;97;97;96;0;0;0
14523130;99;99;99;98;85;43;95;95;80;0;0;0
01061061;99;99;99;98;98;98;100;100;100;0;0;0
03154502;100;100;100;92;66;0;22;22;22;0;0;0
03154504;0;0;0;0;0;0;0;0;0;0;0;0
03354005;94;88;69;29;27;19;94;94;62;0;0;0
03354004;95;94;91;89;89;87;99;99;96;1;0;0
03155002;91;91;90;89;88;84;99;99;99;9;0;0
03154506;0;0;0;0;0;0;0;0;0;0;0;0
03156002;99;99;99;98;98;97;100;96;95;0;0;0
03354011;83;82;72;28;25;24;99;99;97;6;0;0
03354013;13;11;6;6;6;6;99;99;99;38;0;0
07233028;98;94;71;70;70;70;97;97;97;0;0;0
01061077;92;92;88;87;87;87;99;99;90;0;0;0
09274179;90;90;87;83;79;70;83;83;83;0;0;0
03354023;75;61;43;29;27;24;96;96;94;9;0;0
03354021;89;89;69;3;2;2;100;100;100;88;59;0
03354501;25;25;25;0;0;0;25;25;0;0;0;0
03354502;87;87;12;12;12;12;92;92;92;0;0;0
03355006;11;4;4;4;4;4;85;85;84;0;0;0
09275154;98;98;95;90;84;78;98;98;97;36;36;0
01061097;99;99;99;99;99;99;63;63;63;0;0;0
09275159;90;90;86;67;53;18;97;97;87;27;27;0
01061098;91;90;82;79;79;79;100;100;100;0;0;0
09276117;99;99;98;95;94;89;99;99;99;1;1;0
